,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,514.45",-8.66%,$42.1b,$6.7b,-7.32%,29.23%,0.16,-0.0131%,-0.0138%,$101.1m
1,Bitcoin-BTC,"$18,778.03",-5.25%,$38.4b,$9.9b,-0.94%,43.30%,0.26,-0.0074%,-0.0005%,$92.3m
2,Ethereum Classic-ETC,$34.06,-16.39%,$7.8b,$501.0m,-26.29%,2.18%,0.06,-0.0149%,-0.0152%,$38.3m
3,Solana-SOL,$31.01,-5.67%,$1.8b,$368.7m,-5.59%,1.61%,0.20,-0.0119%,+0.0015%,$2.9m
4,Cardano-ADA,$0.4604,-9.37%,$1.2b,$278.7m,-12.25%,1.22%,0.23,+0.0014%,+0.0089%,$3.1m
5,Binance Coin-BNB,$262.84,-6.69%,$955.8m,$282.0m,+7.07%,1.23%,0.30,-0.0218%,-0.0175%,$1.3m
6,Polygon-MATIC,$0.8074,-9.92%,$888.3m,$186.0m,-15.21%,0.81%,0.21,-0.0076%,+0.0000%,$2.0m
7,Ripple-XRP,$0.3176,-5.29%,$810.6m,$318.4m,-4.05%,1.39%,0.39,-0.0057%,-0.0020%,$2.3m
8,Avalanche-AVAX,$18.34,-8.64%,$804.2m,$129.5m,-10.54%,0.56%,0.16,-0.0212%,-0.0199%,$1.7m
9,Litecoin-LTC,$53.79,-11.02%,$800.3m,$191.1m,-12.48%,0.83%,0.24,+0.0006%,+0.0073%,$3.2m
10,EOS-EOS,$1.40,-10.14%,$786.6m,$169.7m,-12.23%,0.74%,0.22,-0.0052%,+0.0045%,$2.4m
11,NEAR Protocol-NEAR,$4.12,-4.67%,$708.9m,$90.5m,-0.08%,0.39%,0.13,+0.0009%,-0.0028%,$1.7m
12,Cosmos-ATOM,$11.72,-6.69%,$651.5m,$106.7m,-14.20%,0.47%,0.16,-0.0004%,+0.0020%,$1.3m
13,Chiliz-CHZ,$0.1873,-10.17%,$611.9m,$77.4m,-22.39%,0.34%,0.13,-0.0012%,+0.0054%,$2.0m
14,Ravencoin-RVN,$0.0358,-3.96%,$575.5m,$21.6m,-29.21%,0.09%,0.04,-0.0193%,+0.0271%,$1.7m
15,Polkadot-DOT,$6.90,-9.11%,$574.6m,$256.8m,-8.99%,1.12%,0.45,-0.0124%,-0.0163%,$1.9m
16,Optimism-OP,$1.11,-9.38%,$571.3m,$59.4m,-14.15%,0.26%,0.10,+0.0099%,+0.0085%,$1.5m
17,Dogecoin-DOGE,$0.0588,-7.46%,$536.8m,$119.2m,-7.70%,0.52%,0.22,-0.0043%,+0.0032%,$2.7m
18,Filecoin-FIL,$5.66,-8.50%,$522.9m,$101.4m,-9.04%,0.44%,0.19,-0.0026%,+0.0037%,$2.8m
19,Curve DAO Token-CRV,$1.03,-12.99%,$404.5m,$55.1m,-19.63%,0.24%,0.14,-0.0020%,-0.0073%,$1.0m
20,Chainlink-LINK,$6.63,-9.26%,$403.8m,$100.7m,-13.76%,0.44%,0.25,+0.0049%,+0.0047%,$1.6m
21,STEPN-GMT,$0.6309,-9.38%,$378.9m,$104.0m,-6.36%,0.45%,0.27,-0.0082%,-0.0092%,$1.1m
22,Stargate Finance-STG,$0.7129,+17.12%,$362.0m,$31.2m,+82.96%,0.14%,0.09,-0.0616%,-0.0293%,$771.0k
23,1000SHIB-1000SHIB,$0.0120,-5.77%,$346.2m,$41.0m,-7.80%,0.18%,0.12,-0.0077%,+0.0100%,$852.4k
24,Bitcoin Cash-BCH,$112.16,-11.16%,$329.0m,$162.7m,-15.16%,0.71%,0.49,-0.0156%,-0.0090%,$882.9k
25,The Sandbox-SAND,$0.8709,-9.76%,$309.2m,$71.4m,-15.25%,0.31%,0.23,-0.0054%,-0.0005%,$1.4m
26,ApeCoin-APE,$4.26,-10.44%,$287.4m,$62.8m,-7.66%,0.27%,0.22,-0.0115%,-0.0048%,$1.1m
27,Tellor-TRB,$15.80,-7.49%,$268.2m,$43.2m,-13.79%,0.19%,0.16,-0.1268%,+0.0250%,$574.8k
28,Helium-HNT,$3.80,-0.57%,$262.7m,$21.9m,+2.10%,0.10%,0.08,+0.0036%,+0.0056%,$856.1k
29,Project Galaxy-GAL,$2.40,-2.98%,$239.2m,$14.0m,+14.85%,0.06%,0.06,+0.0067%,-0.0030%,$686.7k
30,Ethereum Name Service-ENS,$13.52,-6.47%,$229.3m,$27.2m,-6.85%,0.12%,0.12,+0.0101%,+0.0090%,$609.5k
31,Axie Infinity-AXS,$13.03,-8.82%,$216.1m,$77.6m,-8.14%,0.34%,0.36,-0.0327%,-0.0173%,$1.1m
32,Fantom-FTM,$0.2451,-8.85%,$192.5m,$48.1m,-6.21%,0.21%,0.25,-0.0024%,+0.0033%,$719.1k
33,Unifi Protocol DAO-UNFI,$6.94,-10.82%,$168.9m,$18.2m,-10.65%,0.08%,0.11,-0.0070%,+0.0014%,$369.7k
34,Aave-AAVE,$83.10,-10.52%,$155.1m,$44.1m,-12.86%,0.19%,0.28,-0.0323%,-0.0304%,$317.7k
35,Tron-TRX,$0.0604,-4.70%,$155.0m,$139.6m,-2.08%,0.61%,0.90,-0.0292%,-0.0421%,$312.2k
36,Gala-GALA,$0.0473,-7.54%,$143.6m,$33.2m,-6.92%,0.14%,0.23,-0.0019%,-0.0026%,$463.5k
37,Uniswap-UNI,$5.84,-11.19%,$143.0m,$43.8m,-10.85%,0.19%,0.31,-0.0145%,-0.0067%,$492.2k
38,Decentraland-MANA,$0.7329,-8.22%,$137.4m,$37.7m,-7.23%,0.16%,0.27,-0.0219%,-0.0013%,$520.7k
39,Waves-WAVES,$4.25,-8.48%,$127.0m,$47.3m,-11.15%,0.21%,0.37,-0.0208%,+0.0080%,$568.5k
40,Terra-LUNA,$1.85,-6.63%,$124.0m,$6.1m,-22.15%,0.03%,0.05,-0.0091%,+0.0012%,$881.7k
41,Synthetix Network Token-SNX,$2.78,-7.63%,$117.8m,$31.7m,-8.36%,0.14%,0.27,-0.0353%,+0.0046%,$473.8k
42,SushiSwap-SUSHI,$1.10,-10.02%,$111.2m,$26.6m,-25.24%,0.12%,0.24,-0.0131%,-0.0172%,$285.0k
43,Kyber Network Crystal-KNC,$1.71,+1.42%,$107.9m,$20.8m,+17.37%,0.09%,0.19,+0.0035%,+0.0013%,$183.2k
44,Monero-XMR,$143.67,-8.56%,$103.9m,$39.3m,-18.58%,0.17%,0.38,-0.0028%,+0.0029%,$412.9k
45,THETA-THETA,$1.07,-9.99%,$100.9m,$22.1m,-6.59%,0.10%,0.22,-0.0334%,-0.0170%,$486.9k
46,BinaryX-BNX,$136.73,+4.88%,$95.9m,$29.4m,+20.37%,0.13%,0.31,+0.0085%,+0.0099%,$254.8k
47,dYdX-DYDX,$1.43,-10.88%,$94.4m,$33.3m,-11.16%,0.15%,0.35,-0.0089%,+0.0175%,$505.0k
48,THORChain-RUNE,$1.75,-10.57%,$92.7m,$19.9m,-14.22%,0.09%,0.22,+0.0022%,+0.0071%,$296.8k
49,ConstitutionDAO-PEOPLE,$0.0194,-9.42%,$89.3m,$23.7m,-10.23%,0.10%,0.27,-0.0038%,-0.0071%,$713.6k
50,SHIBA INU-SHIB,$0.0000,-5.68%,$86.5m,$19.2m,-9.30%,0.08%,0.22,-0.0063%,+0.0102%,$531.1k
51,Algorand-ALGO,$0.2861,-6.37%,$85.8m,$28.3m,-4.76%,0.12%,0.33,-0.0083%,+0.0002%,$180.7k
52,yearn.finance-YFI,"$8,615.79",-10.68%,$85.7m,$32.5m,-14.53%,0.14%,0.38,-0.0338%,-0.0196%,$436.3k
