,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,904.19",+0.90%,$15.3b,$9.9b,-0.10%,41.84%,0.65,+0.0018%,+0.0015%,$6.8m
1,Ethereum-ETH,"$1,571.06",+1.21%,$13.5b,$7.0b,+1.45%,29.43%,0.52,-0.0002%,+0.0008%,$17.1m
2,Cardano-ADA,$0.4995,+3.80%,$1.4b,$351.6m,+11.52%,1.48%,0.26,-0.0140%,-0.0120%,$2.0m
3,Ethereum Classic-ETC,$32.43,+0.49%,$729.5m,$384.8m,+0.74%,1.62%,0.53,-0.0155%,-0.0133%,$1.2m
4,Solana-SOL,$31.96,+3.05%,$601.7m,$399.8m,+3.26%,1.68%,0.66,+0.0099%,+0.0123%,$942.8k
5,1000SHIB-1000SHIB,$0.0128,+4.36%,$584.5m,$56.0m,+42.24%,0.24%,0.10,+0.0100%,+0.0100%,$796.5k
6,Filecoin-FIL,$6.26,-2.97%,$523.5m,$124.0m,-17.89%,0.52%,0.24,-0.0008%,-0.0018%,$950.4k
7,Litecoin-LTC,$59.92,-1.83%,$468.0m,$223.4m,-5.29%,0.94%,0.48,+0.0043%,+0.0133%,$624.5k
8,Cosmos-ATOM,$12.94,+2.94%,$466.9m,$152.4m,+14.92%,0.64%,0.33,-0.0067%,-0.0112%,$596.8k
9,EOS-EOS,$1.49,-2.19%,$445.0m,$189.2m,-2.77%,0.80%,0.43,+0.0065%,+0.0035%,$554.9k
10,Polygon-MATIC,$0.8946,+1.75%,$437.4m,$235.9m,+0.13%,0.99%,0.54,+0.0005%,-0.0027%,$353.4k
11,Binance Coin-BNB,$278.06,+0.30%,$360.0m,$262.5m,+1.36%,1.11%,0.73,+0.0022%,+0.0094%,$82.7k
12,Chainlink-LINK,$7.16,+5.28%,$339.9m,$123.7m,+25.02%,0.52%,0.36,+0.0065%,-0.0021%,$322.0k
13,Chiliz-CHZ,$0.2129,-1.00%,$320.7m,$100.3m,+4.81%,0.42%,0.31,+0.0026%,-0.0002%,$336.8k
14,Optimism-OP,$1.16,-1.95%,$312.9m,$70.7m,-1.05%,0.30%,0.23,-0.0031%,-0.0104%,$310.2k
15,STEPN-GMT,$0.7036,+4.21%,$312.5m,$116.1m,+6.80%,0.49%,0.37,-0.0001%,-0.0033%,$506.2k
16,Dogecoin-DOGE,$0.0633,+1.76%,$309.2m,$128.7m,+2.25%,0.54%,0.42,+0.0053%,+0.0102%,$405.3k
17,Avalanche-AVAX,$19.01,+1.21%,$282.0m,$141.2m,+4.54%,0.59%,0.50,-0.0022%,-0.0063%,$125.9k
18,Axie Infinity-AXS,$14.52,-3.39%,$280.0m,$92.6m,-25.17%,0.39%,0.33,-0.0157%,-0.0148%,$462.6k
19,Ripple-XRP,$0.3319,+0.70%,$269.7m,$320.0m,+0.91%,1.35%,1.19,+0.0067%,+0.0024%,$95.9k
20,The Sandbox-SAND,$0.9682,+4.85%,$259.7m,$89.8m,+17.04%,0.38%,0.35,+0.0122%,+0.0065%,$396.8k
21,Polkadot-DOT,$7.29,+0.31%,$250.7m,$268.7m,+1.21%,1.13%,1.07,-0.0089%,+0.0042%,$291.6k
22,Ravencoin-RVN,$0.0339,+18.73%,$239.0m,$22.5m,+297.69%,0.09%,0.09,-0.3353%,-0.9054%,$534.5k
23,Tellor-TRB,$18.70,-1.10%,$217.9m,$62.6m,-9.33%,0.26%,0.29,-0.2181%,-0.1461%,$270.7k
24,Unifi Protocol DAO-UNFI,$8.02,+4.94%,$174.5m,$21.8m,+1.33%,0.09%,0.13,+0.0063%,+0.0021%,$187.9k
25,NEAR Protocol-NEAR,$4.22,+1.78%,$156.6m,$91.1m,+2.45%,0.38%,0.58,+0.0048%,+0.0009%,$165.0k
26,ApeCoin-APE,$4.78,+1.35%,$141.1m,$69.7m,+3.49%,0.29%,0.49,+0.0049%,+0.0032%,$85.4k
27,Decentraland-MANA,$0.8074,+3.31%,$137.9m,$43.9m,+13.56%,0.19%,0.32,+0.0096%,+0.0111%,$221.1k
28,Bitcoin Cash-BCH,$117.72,+0.38%,$130.7m,$171.3m,+2.30%,0.72%,1.31,-0.0036%,-0.0126%,$56.7k
29,Curve DAO Token-CRV,$1.09,+2.42%,$124.5m,$59.2m,+2.03%,0.25%,0.48,-0.0433%,-0.0303%,$133.7k
30,SHIBA INU-SHIB,$0.0000,+4.26%,$122.8m,$22.1m,+10.57%,0.09%,0.18,+0.0065%,+0.0083%,$512.6k
31,Helium-HNT,$4.35,+2.37%,$122.3m,$20.3m,+22.18%,0.09%,0.17,+0.0030%,+0.0038%,$284.7k
32,Waves-WAVES,$4.60,+2.52%,$96.7m,$53.5m,+2.30%,0.23%,0.55,+0.0054%,+0.0089%,$65.2k
33,Algorand-ALGO,$0.3103,+3.01%,$96.3m,$31.8m,+8.57%,0.13%,0.33,-0.0111%,-0.0086%,$58.5k
34,Fantom-FTM,$0.2723,+1.88%,$82.3m,$49.8m,+3.00%,0.21%,0.61,+0.0076%,+0.0129%,$40.8k
35,ConstitutionDAO-PEOPLE,$0.0214,+4.89%,$81.2m,$28.0m,+7.27%,0.12%,0.34,-0.0150%,+0.0083%,$114.5k
36,Uniswap-UNI,$6.45,+2.79%,$79.2m,$48.8m,+5.48%,0.21%,0.62,-0.0031%,+0.0043%,$41.8k
37,Tron-TRX,$0.0633,+0.51%,$74.9m,$143.6m,+3.01%,0.60%,1.92,-0.0027%,-0.0007%,$2.7k
38,yearn.finance-YFI,"$9,421.41",-3.49%,$70.1m,$39.0m,-9.17%,0.16%,0.56,+0.0083%,-0.0010%,$93.1k
39,Gala-GALA,$0.0515,+2.90%,$69.6m,$36.4m,+2.76%,0.15%,0.52,+0.0084%,+0.0075%,$45.2k
40,Aave-AAVE,$88.65,+2.27%,$67.9m,$46.7m,+2.55%,0.20%,0.69,-0.0061%,+0.0031%,$802.7
41,ZCash-ZEC,$63.62,+2.36%,$61.2m,$24.0m,+2.75%,0.10%,0.39,-0.0042%,+0.0156%,$131.6k
42,Synthetix Network Token-SNX,$3.03,+4.05%,$58.9m,$36.6m,+1.31%,0.15%,0.62,-0.0177%,-0.0216%,$10.2k
43,Monero-XMR,$154.45,+0.47%,$57.7m,$47.5m,+5.82%,0.20%,0.82,-0.0487%,-0.0631%,$45.5k
44,Ethereum Name Service-ENS,$13.68,-1.67%,$57.6m,$27.4m,-6.23%,0.12%,0.48,+0.0112%,+0.0048%,$12.0k
45,dYdX-DYDX,$1.58,+2.72%,$52.8m,$38.0m,+2.30%,0.16%,0.72,-0.0038%,+0.0013%,$6.2k
46,Stargate Finance-STG,$0.6230,-1.23%,$52.0m,$15.6m,+3.59%,0.07%,0.30,-0.0873%,-0.1025%,$62.9k
47,Kusama-KSM,$50.75,+4.47%,$50.1m,$19.7m,+25.49%,0.08%,0.39,-0.0277%,-0.0384%,$47.3k
48,Ankr-ANKR,$0.0355,+3.48%,$49.9m,$16.5m,+13.01%,0.07%,0.33,-0.0575%,-0.1119%,$94.3k
49,Celsius-CEL,$1.44,+0.20%,$49.9m,$26.5m,+0.40%,0.11%,0.53,-0.1003%,-0.0630%,$252.5k
50,Stellar Lumens-XLM,$0.1056,+0.87%,$48.1m,$37.0m,+3.51%,0.16%,0.77,-0.0013%,-0.0034%,$44.3k
51,1inch-1INCH,$0.6695,-2.26%,$47.7m,$24.6m,-5.94%,0.10%,0.52,-0.0044%,+0.0047%,$86.1k
52,SushiSwap-SUSHI,$1.15,+2.93%,$46.7m,$31.1m,+3.16%,0.13%,0.67,-0.0118%,+0.0056%,$36.9k
53,Enjin Coin-ENJ,$0.5313,+2.81%,$46.6m,$15.8m,+10.11%,0.07%,0.34,+0.0073%,+0.0032%,$135.9k
54,CertiK-CTK,$0.9812,-2.69%,$45.6m,$9.7m,-19.05%,0.04%,0.21,+0.0100%,+0.0008%,$112.5k
55,THETA-THETA,$1.16,+2.41%,$44.5m,$22.3m,+0.73%,0.09%,0.50,-0.0046%,-0.0015%,$95.9k
56,Kyber Network Crystal-KNC,$1.68,-1.28%,$40.3m,$18.3m,-5.02%,0.08%,0.45,-0.0082%,-0.0016%,$34.5k
57,Balancer-BAL,$7.15,-1.06%,$38.6m,$17.0m,-14.19%,0.07%,0.44,+0.0096%,-0.0013%,$53.6k
58,THORChain-RUNE,$1.93,+2.85%,$36.9m,$21.7m,+1.96%,0.09%,0.59,+0.0082%,+0.0081%,$41.9k
59,Serum-SRM,$0.8229,+5.44%,$36.6m,$30.2m,+21.19%,0.13%,0.83,-0.0009%,+0.0060%,$16.1k
60,Flow (Dapper labs)-FLOW,$1.96,+0.71%,$34.3m,$26.6m,-1.21%,0.11%,0.78,+0.0046%,+0.0044%,$5.8k
61,Compound-COMP,$48.41,+1.98%,$33.7m,$24.2m,+2.61%,0.10%,0.72,+0.0084%,+0.0035%,$22.6k
62,FOOTBALL-FOOTBALL,"$1,135.96",-3.26%,$33.4m,$7.5m,-12.10%,0.03%,0.22,+0.1275%,+0.0100%,$83.0k
63,Bella Protocol-BEL,$0.6868,+3.12%,$32.4m,$4.7m,+20.23%,0.02%,0.15,+0.0100%,+0.0100%,$40.8k
64,Flamingo-FLM,$0.1201,+1.50%,$31.7m,$20.1m,-1.63%,0.08%,0.64,-0.0292%,-0.0185%,$3.5k
65,Holo-HOT,$0.0022,+5.30%,$30.0m,$7.1m,+33.18%,0.03%,0.24,-0.0285%,-0.0719%,$110.9k
66,NEO-NEO,$9.49,+4.23%,$29.0m,$15.6m,+11.67%,0.07%,0.54,-0.0010%,+0.0135%,$12.5k
