,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,574.07",+0.81%,$32.1b,$7.0b,+2.23%,30.15%,0.22,+0.0061%,+0.0084%,$68.6m
1,Bitcoin-BTC,"$19,990.14",-0.71%,$28.1b,$9.7b,+1.41%,41.81%,0.35,+0.0021%,+0.0025%,$25.4m
2,Ethereum Classic-ETC,$32.46,+0.18%,$1.4b,$390.9m,+1.39%,1.69%,0.28,-0.0030%,-0.0027%,$3.4m
3,EOS-EOS,$1.50,+9.71%,$1.2b,$200.2m,+17.82%,0.86%,0.17,+0.0007%,-0.0046%,$2.1m
4,Polygon-MATIC,$0.8789,+3.81%,$1.1b,$239.1m,+17.14%,1.03%,0.22,-0.0145%,-0.0188%,$2.6m
5,Solana-SOL,$31.22,-0.85%,$1.0b,$389.0m,+1.64%,1.68%,0.38,+0.0076%,+0.0064%,$1.8m
6,Tellor-TRB,$19.79,+4.58%,$991.5m,$65.8m,-0.17%,0.28%,0.07,-1.2500%,-1.2500%,$2.3m
7,Binance Coin-BNB,$275.84,-0.91%,$752.8m,$272.6m,+4.75%,1.18%,0.36,-0.0064%,-0.0087%,$582.8k
8,Cosmos-ATOM,$12.42,+5.71%,$718.0m,$131.1m,+13.96%,0.57%,0.18,-0.0089%,-0.0022%,$1.5m
9,Litecoin-LTC,$56.60,+1.75%,$629.0m,$198.3m,+8.26%,0.86%,0.32,+0.0053%,+0.0046%,$792.1k
10,Cardano-ADA,$0.4543,+1.41%,$607.1m,$273.9m,+2.41%,1.18%,0.45,+0.0035%,-0.0003%,$702.8k
11,Chiliz-CHZ,$0.2101,-1.77%,$573.0m,$92.5m,-11.93%,0.40%,0.16,+0.0090%,+0.0105%,$815.3k
12,Avalanche-AVAX,$19.00,-1.02%,$534.3m,$134.6m,+1.61%,0.58%,0.25,-0.0055%,-0.0009%,$839.3k
13,Ripple-XRP,$0.3288,+1.16%,$487.2m,$324.1m,+1.03%,1.40%,0.67,-0.0016%,+0.0028%,$761.9k
14,Optimism-OP,$1.15,+2.31%,$430.0m,$63.4m,+1.40%,0.27%,0.15,+0.0144%,+0.0179%,$646.3k
15,NEAR Protocol-NEAR,$4.26,-1.19%,$386.6m,$96.2m,-10.89%,0.41%,0.25,+0.0048%,+0.0010%,$599.4k
16,Dogecoin-DOGE,$0.0620,+0.97%,$356.8m,$122.2m,+0.53%,0.53%,0.34,+0.0093%,+0.0072%,$485.3k
17,Polkadot-DOT,$7.14,+1.37%,$304.5m,$264.7m,+1.99%,1.14%,0.87,-0.0011%,-0.0099%,$233.9k
18,Chainlink-LINK,$6.83,+3.27%,$292.3m,$104.5m,+5.57%,0.45%,0.36,+0.0054%,-0.0020%,$468.4k
19,STEPN-GMT,$0.6767,+0.92%,$276.1m,$109.8m,+3.70%,0.47%,0.40,+0.0043%,+0.0073%,$478.0k
20,Balancer-BAL,$7.69,+7.95%,$266.8m,$26.2m,+75.59%,0.11%,0.10,+0.0430%,-0.0410%,$681.9k
21,FOOTBALL-FOOTBALL,"$1,129.93",-23.55%,$266.8m,$6.0m,+466.13%,0.03%,0.02,+0.7500%,+0.4830%,$701.9k
22,Curve DAO Token-CRV,$1.13,-0.48%,$261.8m,$59.5m,-7.85%,0.26%,0.23,+0.0041%,+0.0000%,$651.8k
23,Terra-LUNA,$1.97,+7.67%,$245.3m,$9.0m,+46.84%,0.04%,0.04,+0.0150%,+0.0118%,$1.5m
24,Filecoin-FIL,$5.74,-0.43%,$233.4m,$100.4m,+2.05%,0.43%,0.43,+0.0061%,+0.0119%,$243.4k
25,1000SHIB-1000SHIB,$0.0122,-0.04%,$220.7m,$38.3m,-1.18%,0.17%,0.17,+0.0001%,+0.0095%,$293.3k
26,Stargate Finance-STG,$0.6723,+10.49%,$190.9m,$20.5m,+13.21%,0.09%,0.11,-0.1442%,-0.1590%,$429.0k
27,ApeCoin-APE,$4.70,-1.45%,$187.3m,$65.7m,+1.12%,0.28%,0.35,+0.0013%,-0.0003%,$274.3k
28,Synthetix Network Token-SNX,$2.92,-4.98%,$170.5m,$39.2m,-8.15%,0.17%,0.23,-0.0270%,-0.0156%,$216.2k
29,The Sandbox-SAND,$0.9318,-0.67%,$163.5m,$76.7m,+0.24%,0.33%,0.47,+0.0026%,-0.0061%,$390.9k
30,Bitcoin Cash-BCH,$115.87,-0.09%,$163.4m,$168.2m,+0.83%,0.73%,1.03,-0.0062%,-0.0167%,$244.6k
31,Waves-WAVES,$4.49,+0.14%,$130.3m,$52.3m,+3.92%,0.23%,0.40,+0.0061%,+0.0065%,$188.0k
32,Axie Infinity-AXS,$14.28,+2.39%,$129.4m,$82.1m,+4.57%,0.35%,0.63,-0.0221%,-0.0302%,$301.7k
33,Fantom-FTM,$0.2696,-1.27%,$124.8m,$48.8m,+2.40%,0.21%,0.39,+0.0021%,+0.0048%,$158.6k
34,Aave-AAVE,$85.17,+0.18%,$116.9m,$43.7m,+0.50%,0.19%,0.37,-0.0011%,+0.0014%,$65.2k
35,Ethereum Name Service-ENS,$13.31,+2.41%,$115.8m,$23.1m,+8.57%,0.10%,0.20,+0.0011%,+0.0081%,$82.1k
36,Uniswap-UNI,$6.18,+0.49%,$114.6m,$47.7m,+3.02%,0.21%,0.42,+0.0043%,+0.0041%,$136.6k
37,Unifi Protocol DAO-UNFI,$7.52,-0.47%,$114.2m,$20.0m,+2.16%,0.09%,0.18,+0.0073%,+0.0100%,$144.5k
38,1000XEC-1000XEC,$0.0469,-0.02%,$112.6m,$11.5m,-25.69%,0.05%,0.10,+0.0067%,-0.0002%,$155.8k
39,Tron-TRX,$0.0628,-1.06%,$112.4m,$143.0m,-0.55%,0.62%,1.27,-0.0162%,-0.0221%,$56.7k
40,Celsius-CEL,$1.41,+20.82%,$96.2m,$27.6m,+19.16%,0.12%,0.29,-0.2450%,-0.1772%,$879.7k
41,Compound-COMP,$47.07,+1.54%,$96.0m,$24.5m,+14.77%,0.11%,0.25,-0.0522%,-0.0751%,$44.4k
42,Helium-HNT,$4.80,-6.09%,$93.2m,$14.3m,+5.16%,0.06%,0.15,-0.0682%,-0.0597%,$347.5k
43,Monero-XMR,$151.99,+0.57%,$92.3m,$43.3m,+3.03%,0.19%,0.47,+0.0081%,+0.0013%,$60.0k
44,Kyber Network Crystal-KNC,$1.75,+1.54%,$91.3m,$21.1m,+5.20%,0.09%,0.23,+0.0070%,+0.0038%,$89.8k
45,Gala-GALA,$0.0498,-0.99%,$87.9m,$33.6m,+1.90%,0.14%,0.38,+0.0091%,+0.0119%,$288.7k
46,LUNA2-LUNA2,n/a,n/a,$82.5m,$4.3m,+159.92%,0.02%,0.05,-0.0258%,-0.0258%,$493.4k
47,Decentraland-MANA,$0.7737,+0.40%,$82.1m,$39.2m,+0.75%,0.17%,0.48,+0.0053%,+0.0059%,$48.6k
48,Flow (Dapper labs)-FLOW,$2.00,-2.17%,$80.2m,$29.9m,-6.73%,0.13%,0.37,-0.0019%,-0.0035%,$83.5k
49,ConstitutionDAO-PEOPLE,$0.0202,+0.31%,$74.1m,$26.1m,-3.42%,0.11%,0.35,-0.0058%,-0.0095%,$69.0k
50,THETA-THETA,$1.15,-1.19%,$72.8m,$21.7m,+1.60%,0.09%,0.30,-0.0100%,+0.0034%,$126.1k
51,ZCash-ZEC,$58.24,-2.25%,$67.5m,$21.4m,+3.45%,0.09%,0.32,+0.0036%,-0.0021%,$139.1k
