,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,749.51",-0.12%,$18.1b,$10.2b,+1.28%,42.42%,0.56,+0.0019%,+0.0021%,$9.4m
1,Ethereum-ETH,"$1,576.11",+1.13%,$16.9b,$7.0b,+0.74%,29.27%,0.41,-0.0058%,-0.0054%,$23.3m
2,Ethereum Classic-ETC,$34.12,+6.01%,$1.3b,$450.6m,+17.10%,1.88%,0.36,-0.0108%,-0.0073%,$2.1m
3,Cardano-ADA,$0.4896,-1.87%,$972.6m,$317.8m,-11.86%,1.32%,0.33,+0.0053%,+0.0072%,$1.2m
4,Solana-SOL,$31.47,-0.57%,$724.2m,$387.5m,-1.52%,1.61%,0.54,+0.0099%,+0.0065%,$1.2m
5,Litecoin-LTC,$60.08,+1.16%,$543.6m,$225.5m,+1.07%,0.94%,0.41,+0.0080%,+0.0091%,$904.6k
6,Polygon-MATIC,$0.8722,-0.85%,$522.1m,$225.5m,-2.95%,0.94%,0.43,+0.0019%,+0.0028%,$437.3k
7,Ravencoin-RVN,$0.0331,+10.53%,$511.0m,$24.6m,+151.57%,0.10%,0.05,+0.0083%,-0.1334%,$1.0m
8,Cosmos-ATOM,$12.82,+0.41%,$497.4m,$143.2m,-2.89%,0.60%,0.29,-0.0112%,+0.0036%,$945.2k
9,EOS-EOS,$1.45,-1.90%,$468.5m,$181.9m,-2.44%,0.76%,0.39,+0.0058%,+0.0076%,$877.4k
10,Binance Coin-BNB,$275.09,-0.91%,$464.6m,$269.0m,+3.18%,1.12%,0.58,-0.0055%,-0.0054%,$254.9k
11,Chainlink-LINK,$7.15,-0.19%,$438.6m,$123.2m,+1.64%,0.51%,0.28,+0.0074%,+0.0049%,$349.6k
12,Polkadot-DOT,$7.52,+3.68%,$418.4m,$290.4m,+9.45%,1.21%,0.69,+0.0024%,+0.0054%,$534.3k
13,The Sandbox-SAND,$0.9473,-1.74%,$415.8m,$85.3m,-2.32%,0.36%,0.21,+0.0071%,+0.0084%,$600.1k
14,Ripple-XRP,$0.3253,-1.56%,$397.4m,$331.9m,+3.94%,1.38%,0.84,+0.0057%,+0.0086%,$389.2k
15,Avalanche-AVAX,$18.67,-1.87%,$370.9m,$146.4m,+4.53%,0.61%,0.39,-0.0012%,-0.0053%,$342.2k
16,Filecoin-FIL,$5.99,-3.88%,$365.7m,$115.0m,-9.06%,0.48%,0.31,+0.0115%,+0.0124%,$702.9k
17,1000SHIB-1000SHIB,$0.0124,-2.30%,$358.0m,$48.0m,-19.52%,0.20%,0.13,+0.0100%,+0.0027%,$575.7k
18,Chiliz-CHZ,$0.2057,-3.31%,$324.6m,$99.3m,+0.14%,0.41%,0.31,+0.0019%,+0.0120%,$524.0k
19,Dogecoin-DOGE,$0.0620,-1.64%,$287.4m,$129.3m,-0.30%,0.54%,0.45,+0.0086%,+0.0143%,$544.5k
20,STEPN-GMT,$0.6850,-1.77%,$273.9m,$111.2m,-4.31%,0.46%,0.41,-0.0024%,+0.0006%,$289.1k
21,Optimism-OP,$1.13,-2.43%,$265.9m,$73.0m,+5.96%,0.30%,0.27,+0.0027%,+0.0067%,$478.8k
22,NEAR Protocol-NEAR,$4.16,-0.59%,$199.3m,$90.1m,+0.37%,0.38%,0.45,+0.0032%,+0.0040%,$278.3k
23,Axie Infinity-AXS,$14.13,-2.56%,$190.6m,$85.8m,-7.97%,0.36%,0.45,-0.0179%,-0.0021%,$656.0k
24,Tellor-TRB,$18.26,-0.76%,$180.9m,$59.2m,-10.98%,0.25%,0.33,-0.2110%,-0.1844%,$220.6k
25,Bitcoin Cash-BCH,$118.61,+1.41%,$149.3m,$173.0m,+2.17%,0.72%,1.16,-0.0035%,-0.0049%,$110.8k
26,ApeCoin-APE,$4.70,-0.98%,$148.4m,$68.4m,-0.25%,0.28%,0.46,+0.0029%,+0.0031%,$187.7k
