,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,589.46",+2.02%,$33.0b,$7.1b,+3.72%,30.35%,0.22,+0.0080%,+0.0011%,$73.1m
1,Bitcoin-BTC,"$20,090.67",-0.05%,$28.7b,$9.7b,+2.04%,41.63%,0.34,+0.0029%,+0.0037%,$25.8m
2,Ethereum Classic-ETC,$32.86,+2.02%,$1.4b,$394.7m,+1.81%,1.69%,0.27,-0.0027%,+0.0003%,$3.2m
3,EOS-EOS,$1.54,+11.49%,$1.3b,$211.4m,+23.06%,0.90%,0.17,-0.0002%,-0.0049%,$2.5m
4,Polygon-MATIC,$0.8797,+4.37%,$1.1b,$242.3m,+18.60%,1.04%,0.21,-0.0141%,-0.0257%,$2.7m
5,Solana-SOL,$31.52,+0.21%,$1.0b,$392.6m,+2.30%,1.68%,0.37,+0.0099%,+0.0109%,$1.9m
6,Tellor-TRB,$20.11,+9.10%,$946.7m,$67.3m,+0.40%,0.29%,0.07,-1.2500%,-1.1323%,$2.1m
7,Binance Coin-BNB,$277.66,-0.54%,$787.9m,$268.8m,+3.05%,1.15%,0.34,-0.0029%,+0.0016%,$621.3k
8,Cosmos-ATOM,$12.41,+5.08%,$738.4m,$126.6m,+9.55%,0.54%,0.17,-0.0077%,-0.0039%,$1.5m
9,Litecoin-LTC,$56.98,+3.63%,$646.8m,$198.6m,+9.77%,0.85%,0.31,+0.0074%,+0.0059%,$970.0k
10,Cardano-ADA,$0.4561,+1.54%,$607.6m,$275.5m,+2.90%,1.18%,0.45,+0.0043%,+0.0085%,$615.3k
11,Chiliz-CHZ,$0.2144,+2.35%,$566.2m,$95.9m,-6.34%,0.41%,0.17,+0.0090%,+0.0101%,$839.2k
12,Avalanche-AVAX,$19.22,+0.10%,$556.0m,$134.4m,+1.38%,0.57%,0.24,-0.0028%,+0.0141%,$867.9k
13,Ripple-XRP,$0.3328,+1.84%,$497.0m,$329.1m,+2.13%,1.41%,0.66,+0.0025%,+0.0090%,$766.7k
14,Optimism-OP,$1.16,+3.51%,$449.0m,$64.1m,+3.12%,0.27%,0.14,+0.0140%,+0.0139%,$662.4k
15,NEAR Protocol-NEAR,$4.29,-0.20%,$367.8m,$96.8m,-7.50%,0.41%,0.26,+0.0048%,+0.0024%,$544.2k
16,Dogecoin-DOGE,$0.0621,+1.82%,$343.7m,$122.5m,+0.45%,0.52%,0.36,+0.0102%,+0.0078%,$382.6k
17,Polkadot-DOT,$7.22,+2.82%,$323.8m,$269.5m,+3.97%,1.15%,0.83,+0.0046%,+0.0019%,$315.0k
18,Chainlink-LINK,$6.86,+3.91%,$306.1m,$104.3m,+5.67%,0.45%,0.34,+0.0053%,+0.0035%,$484.9k
19,STEPN-GMT,$0.6836,+2.21%,$288.6m,$110.7m,+4.49%,0.47%,0.38,+0.0086%,+0.0067%,$592.0k
20,Balancer-BAL,$7.62,+5.52%,$264.0m,$25.4m,+48.80%,0.11%,0.10,+0.0447%,-0.0357%,$676.9k
21,Curve DAO Token-CRV,$1.14,+2.04%,$253.8m,$60.6m,-2.50%,0.26%,0.24,+0.0054%,+0.0041%,$587.9k
22,Terra-LUNA,$2.01,+8.58%,$251.6m,$9.0m,+37.00%,0.04%,0.04,+0.0150%,+0.0114%,$1.5m
23,Filecoin-FIL,$5.77,+0.05%,$237.4m,$100.1m,+1.31%,0.43%,0.42,+0.0062%,+0.0049%,$241.6k
24,1000SHIB-1000SHIB,$0.0122,+0.60%,$226.9m,$37.4m,-3.39%,0.16%,0.16,+0.0001%,+0.0100%,$316.8k
25,Stargate Finance-STG,$0.6716,+9.51%,$220.4m,$20.8m,+10.04%,0.09%,0.09,-0.1785%,-0.2293%,$531.5k
26,FOOTBALL-FOOTBALL,"$1,150.72",+0.90%,$214.6m,$6.3m,+12.35%,0.03%,0.03,+0.7500%,+0.0633%,$598.0k
27,ApeCoin-APE,$4.79,+1.00%,$199.9m,$66.4m,+0.94%,0.28%,0.33,+0.0017%,-0.0045%,$308.7k
28,The Sandbox-SAND,$0.9413,+0.48%,$174.2m,$77.5m,+0.71%,0.33%,0.45,+0.0019%,-0.0051%,$388.1k
29,Bitcoin Cash-BCH,$116.81,+1.50%,$168.3m,$168.8m,+1.65%,0.72%,1.00,-0.0078%,-0.0085%,$267.2k
30,Synthetix Network Token-SNX,$3.01,-3.34%,$152.1m,$39.4m,-8.44%,0.17%,0.26,-0.0278%,-0.0194%,$195.4k
31,Axie Infinity-AXS,$14.47,+3.66%,$133.7m,$83.4m,+6.02%,0.36%,0.62,-0.0201%,-0.0248%,$325.6k
32,Waves-WAVES,$4.52,+0.97%,$131.9m,$52.8m,+3.16%,0.23%,0.40,+0.0063%,+0.0070%,$185.3k
33,Fantom-FTM,$0.2721,+0.08%,$123.7m,$48.6m,+1.62%,0.21%,0.39,+0.0037%,+0.0076%,$165.6k
34,Unifi Protocol DAO-UNFI,$7.56,-0.16%,$122.4m,$19.9m,+1.42%,0.08%,0.16,+0.0073%,+0.0072%,$189.7k
35,Aave-AAVE,$85.63,+1.06%,$115.7m,$43.9m,+1.90%,0.19%,0.38,-0.0008%,+0.0035%,$68.7k
36,Celsius-CEL,$1.52,+31.15%,$113.2m,$28.9m,+25.47%,0.12%,0.25,-0.2446%,-0.2183%,$1.4m
37,Ethereum Name Service-ENS,$13.37,+1.79%,$111.6m,$23.1m,+5.36%,0.10%,0.21,+0.0001%,+0.0038%,$82.8k
38,Tron-TRX,$0.0632,-0.30%,$111.1m,$143.8m,-0.43%,0.61%,1.29,-0.0169%,-0.0207%,$56.4k
39,Compound-COMP,$47.00,+1.69%,$104.5m,$24.0m,+13.29%,0.10%,0.23,-0.0401%,-0.0263%,$44.0k
40,Uniswap-UNI,$6.30,+2.52%,$104.1m,$48.2m,+3.94%,0.21%,0.46,+0.0031%,+0.0005%,$139.5k
41,1000XEC-1000XEC,$0.0466,-1.98%,$100.7m,$11.3m,-27.15%,0.05%,0.11,+0.0067%,+0.0044%,$151.9k
42,Helium-HNT,$4.85,-4.85%,$94.6m,$14.4m,+4.29%,0.06%,0.15,-0.0455%,-0.0164%,$347.7k
43,Kyber Network Crystal-KNC,$1.75,+2.20%,$87.8m,$20.6m,+2.45%,0.09%,0.23,+0.0066%,+0.0054%,$81.9k
44,Monero-XMR,$152.36,-0.21%,$86.7m,$43.0m,-2.53%,0.18%,0.50,+0.0079%,-0.0015%,$54.9k
45,Gala-GALA,$0.0503,+0.26%,$86.5m,$34.0m,+1.49%,0.15%,0.39,+0.0091%,+0.0111%,$281.0k
46,LUNA2-LUNA2,n/a,n/a,$86.1m,$4.2m,+104.27%,0.02%,0.05,-0.0083%,-0.0083%,$494.6k
47,Decentraland-MANA,$0.7806,+1.48%,$83.8m,$39.5m,+0.48%,0.17%,0.47,+0.0054%,+0.0068%,$54.0k
48,Flow (Dapper labs)-FLOW,$2.02,-0.73%,$77.2m,$30.4m,-3.76%,0.13%,0.39,-0.0022%,-0.0036%,$75.4k
49,ConstitutionDAO-PEOPLE,$0.0204,+1.37%,$75.1m,$26.0m,-4.99%,0.11%,0.35,-0.0054%,-0.0041%,$67.0k
50,THETA-THETA,$1.16,-0.40%,$73.5m,$21.9m,+2.79%,0.09%,0.30,-0.0101%,+0.0032%,$152.3k
51,yearn.finance-YFI,"$9,234.22",+3.09%,$72.5m,$37.4m,+3.79%,0.16%,0.52,+0.0089%,+0.0064%,$101.2k
52,dYdX-DYDX,$1.53,+0.84%,$67.7m,$35.3m,+2.04%,0.15%,0.52,-0.0048%,+0.0000%,$107.8k
53,ZCash-ZEC,$58.90,+0.23%,$66.7m,$21.5m,+1.76%,0.09%,0.32,+0.0044%,+0.0005%,$126.7k
54,CertiK-CTK,$0.9828,+9.25%,$62.4m,$12.0m,+21.17%,0.05%,0.19,-0.0091%,-0.0115%,$190.8k
55,Lido DAO Token-LDO,$2.04,+1.63%,$61.9m,$18.0m,-0.59%,0.08%,0.29,-0.0123%,-0.0129%,$167.2k
56,THORChain-RUNE,$1.94,+1.26%,$57.6m,$22.0m,-0.70%,0.09%,0.38,+0.0066%,+0.0079%,$121.9k
57,SHIBA INU-SHIB,$0.0000,+0.37%,$56.2m,$19.8m,+2.36%,0.08%,0.35,+0.0119%,+0.0055%,$82.0k
58,SushiSwap-SUSHI,$1.07,+3.09%,$47.1m,$27.1m,+0.98%,0.12%,0.58,+0.0044%,+0.0008%,$31.1k
59,Chromia-CHR,$0.1817,-0.60%,$46.0m,$9.8m,-12.45%,0.04%,0.21,+0.0063%,+0.0062%,$135.9k
60,1inch-1INCH,$0.6749,+2.28%,$46.0m,$20.9m,+6.46%,0.09%,0.45,-0.0282%,-0.0174%,$47.6k
61,Oasis Network-ROSE,$0.0646,+4.35%,$44.5m,$12.6m,+5.98%,0.05%,0.28,+0.0067%,+0.0077%,$59.8k
62,Stellar Lumens-XLM,$0.1052,+0.04%,$40.8m,$35.8m,-3.38%,0.15%,0.88,+0.0105%,-0.0034%,$150.2k
63,Algorand-ALGO,$0.2938,+1.52%,$40.0m,$27.3m,+1.94%,0.12%,0.68,+0.0081%,+0.0048%,$32.9k
64,Maker-MKR,$757.54,+0.30%,$39.0m,$17.1m,+2.48%,0.07%,0.44,-0.0002%,-0.0067%,$48.4k
65,Kava-KAVA,$1.73,+0.00%,$38.9m,$12.1m,-4.46%,0.05%,0.31,-0.0025%,+0.0049%,$87.5k
66,Terra Classic-LUNC,$0.0003,+22.25%,$38.3m,$1.4m,+72.41%,0.01%,0.04,+0.0100%,+0.0100%,$289.1k
67,NEM-XEM,$0.0444,+0.54%,$38.1m,$9.0m,+6.46%,0.04%,0.24,-0.0542%,+0.0310%,$38.9k
68,VeChain-VET,$0.0242,+0.64%,$36.8m,$16.0m,-0.37%,0.07%,0.43,+0.0079%,+0.0087%,$65.9k
69,Elrond-EGLD,$52.53,-0.21%,$36.6m,$16.3m,+0.70%,0.07%,0.45,+0.0092%,+0.0064%,$39.4k
70,SafePal-SFP,$0.3929,-1.29%,$36.4m,$6.5m,-9.46%,0.03%,0.18,+0.0051%,-0.0058%,$68.0k
71,Zilliqa-ZIL,$0.0362,+1.64%,$36.1m,$23.0m,+1.27%,0.10%,0.64,+0.0059%,+0.0048%,$17.3k
72,Tezos-XTZ,$1.55,+3.41%,$35.3m,$26.9m,+6.90%,0.12%,0.76,-0.0001%,+0.0005%,$50.3k
73,Flamingo-FLM,$0.1165,+1.24%,$34.9m,$18.4m,-2.08%,0.08%,0.53,-0.0124%,-0.0202%,$96.3k
74,The Graph-GRT,$0.1042,+1.39%,$34.9m,$22.0m,+0.06%,0.09%,0.63,+0.0003%,+0.0108%,$44.6k
75,Reserve Rights-RSR,$0.0064,+2.75%,$34.7m,$16.9m,+6.42%,0.07%,0.49,+0.0129%,+0.0107%,$36.3k
76,Serum-SRM,$0.7958,+1.60%,$34.5m,$24.5m,+3.28%,0.10%,0.71,+0.0032%,+0.0010%,$8.6k
77,Coin98-C98,$0.4180,-4.29%,$33.8m,$14.6m,-12.78%,0.06%,0.43,+0.0048%,+0.0048%,$25.7k
78,iExec RLC-RLC,$1.13,-0.65%,$33.2m,$6.4m,-7.88%,0.03%,0.19,-0.1647%,-0.0947%,$86.1k
79,Bluzelle-BLZ,$0.0976,-0.19%,$32.8m,$7.6m,-5.14%,0.03%,0.23,+0.0100%,+0.0100%,$25.2k
80,DFI.Money-YFII,"$1,035.01",+3.30%,$32.6m,$20.2m,-0.64%,0.09%,0.62,-0.1092%,-0.2092%,$83.7k
81,Dash-DASH,$44.85,+1.50%,$32.5m,$14.3m,+4.62%,0.06%,0.44,-0.0008%,+0.0086%,$56.9k
82,Enjin Coin-ENJ,$0.5163,+0.61%,$32.3m,$13.8m,-3.00%,0.06%,0.43,+0.0042%,+0.0043%,$59.4k
83,Harmony-ONE,$0.0207,-2.02%,$31.0m,$14.4m,-1.73%,0.06%,0.47,-0.0018%,-0.0042%,$28.9k
84,NEO-NEO,$9.11,+1.33%,$31.0m,$14.0m,+1.50%,0.06%,0.45,-0.0047%,-0.0012%,$30.8k
85,Ankr-ANKR,$0.0351,-0.96%,$29.9m,$14.6m,+2.54%,0.06%,0.49,-0.0175%,-0.0073%,$75.2k
86,FTX Token-FTT,$26.66,-0.10%,$27.2m,$68.2m,+1.35%,0.29%,2.51,-0.0009%,-0.0056%,$13.2k
87,Ocean Protocol-OCEAN,$0.1668,+2.06%,$26.4m,$4.2m,+22.49%,0.02%,0.16,+0.0100%,+0.0100%,$64.4k
88,BitDAO-BIT,$0.6310,+3.36%,$26.2m,$27.6m,+0.70%,0.12%,1.05,-0.2125%,-0.2136%,$63.5k
89,Loopring-LRC,$0.3524,+1.56%,$25.1m,$13.2m,-1.64%,0.06%,0.53,-0.0001%,+0.0051%,$28.5k
90,Anchor Protocol-ANC,$0.0959,+6.01%,$25.0m,$1.3m,+7.51%,0.01%,0.05,-0.0041%,-0.0027%,$119.0k
91,Aragon-ANT,$1.73,+2.98%,$23.6m,$5.5m,+1.26%,0.02%,0.23,+0.0100%,-0.0198%,$34.2k
92,MyNeighborAlice-ALICE,$2.06,+2.83%,$23.2m,$10.0m,+1.80%,0.04%,0.43,+0.0056%,+0.0073%,$33.2k
93,BinaryX-BNX,$134.54,+2.03%,$23.0m,$26.3m,+5.35%,0.11%,1.14,+0.0100%,+0.0098%,$103.4k
94,Kusama-KSM,$47.37,+0.56%,$22.4m,$15.6m,-0.29%,0.07%,0.69,-0.0128%,+0.0005%,$38.5k
95,Arweave-AR,$10.21,+1.14%,$22.3m,$13.3m,+1.05%,0.06%,0.60,+0.0016%,+0.0031%,$11.5k
96,Celo-CELO,$0.8472,+2.16%,$22.1m,$8.9m,+0.89%,0.04%,0.40,+0.0033%,+0.0052%,$6.7k
97,Immutable X-IMX,$0.8309,-0.31%,$22.0m,$9.2m,+2.49%,0.04%,0.42,+0.0070%,+0.0039%,$9.8k
98,Jasmy-JASMY,$0.0087,+1.57%,$21.7m,$11.2m,+0.97%,0.05%,0.52,-0.0005%,-0.0151%,$23.5k
99,Litentry-LIT,$0.7280,+0.55%,$19.9m,$5.2m,+9.29%,0.02%,0.26,+0.0100%,+0.0100%,$48.7k
100,Mask Network-MASK,$1.32,+0.36%,$19.6m,$6.6m,+12.14%,0.03%,0.34,-0.0039%,+0.0072%,$17.4k
101,Bella Protocol-BEL,$0.6748,-0.13%,$19.3m,$3.8m,-1.39%,0.02%,0.20,+0.0076%,+0.0076%,$25.5k
102,Storj-STORJ,$0.5448,-0.49%,$19.1m,$11.2m,-5.58%,0.05%,0.59,+0.0084%,+0.0081%,$30.2k
103,LooksRare-LOOKS,$0.2830,+5.25%,$18.8m,$15.0m,+5.55%,0.06%,0.80,-0.0156%,-0.0126%,$20.1k
104,Gitcoin-GTC,$2.23,+2.39%,$18.1m,$4.0m,-2.03%,0.02%,0.22,+0.0100%,+0.0100%,$67.2k
105,Raydium-RAY,$0.6520,-1.65%,$18.1m,$7.9m,+9.05%,0.03%,0.44,-0.0508%,-0.0520%,$47.3k
106,Hedera-HBAR,$0.0629,+0.84%,$18.0m,$8.3m,+8.25%,0.04%,0.46,+0.0085%,+0.0083%,$31.2k
107,Qtum-QTUM,$3.17,+1.72%,$18.0m,$15.4m,+0.12%,0.07%,0.86,+0.0005%,+0.0035%,$7.4k
108,Ren-REN,$0.1227,+2.01%,$17.9m,$7.6m,+4.63%,0.03%,0.43,+0.0053%,+0.0021%,$29.2k
109,Swipe-SXP,$0.3814,+1.80%,$17.6m,$8.5m,+10.75%,0.04%,0.48,+0.0038%,+0.0080%,$31.1k
110,Basic Attention Token-BAT,$0.3379,+1.29%,$17.2m,$11.0m,-0.35%,0.05%,0.64,+0.0021%,+0.0068%,$14.8k
111,Origin Protocol-OGN,$0.1707,+0.52%,$17.1m,$7.1m,+1.71%,0.03%,0.42,+0.0100%,+0.0100%,$16.1k
112,Project Galaxy-GAL,$2.50,+0.28%,$16.9m,$11.4m,+2.25%,0.05%,0.68,-0.0097%,-0.0050%,$22.1k
113,Iota-IOTA,$0.2820,+0.37%,$16.9m,$10.7m,-0.88%,0.05%,0.63,+0.0041%,+0.0015%,$45.0k
114,Audius-AUDIO,$0.2830,+1.94%,$16.3m,$7.6m,-6.70%,0.03%,0.46,+0.0308%,+0.0311%,$13.6k
115,IOST-IOST,$0.0130,+1.18%,$16.2m,$12.2m,-0.96%,0.05%,0.75,+0.0075%,+0.0138%,$18.4k
116,Ravencoin-RVN,$0.0288,+0.96%,$16.2m,$5.5m,-6.61%,0.02%,0.34,+0.0185%,+0.0018%,$20.8k
117,OmiseGO-OMG,$1.80,+1.43%,$16.1m,$11.8m,+0.84%,0.05%,0.73,+0.0002%,+0.0080%,$85.8k
118,BakeryToken-BAKE,$0.2532,-0.37%,$15.2m,$3.7m,-2.13%,0.02%,0.24,-0.0206%,-0.0255%,$24.8k
119,Ontology-ONT,$0.2450,+0.34%,$14.3m,$9.0m,+1.63%,0.04%,0.63,+0.0105%,-0.0016%,$14.3k
120,Linear-LINA,$0.0081,+1.56%,$13.7m,$4.8m,+0.99%,0.02%,0.35,+0.0064%,-0.0008%,$18.2k
121,Metal-MTL,$1.19,-0.92%,$13.6m,$6.2m,-7.66%,0.03%,0.46,-0.0024%,-0.0143%,$9.5k
122,Internet Computer-ICP,$6.30,+2.04%,$13.4m,$13.0m,+1.27%,0.06%,0.97,+0.0110%,+0.0019%,$6.9k
123,Dusk Network-DUSK,$0.1366,+1.11%,$13.4m,$3.7m,+3.86%,0.02%,0.28,+0.0100%,+0.0085%,$4.6k
124,Civic-CVC,$0.1427,-0.92%,$13.3m,$7.3m,+2.67%,0.03%,0.55,-0.0059%,-0.0071%,$36.8k
125,NKN-NKN,$0.0991,+0.03%,$13.2m,$3.4m,-9.43%,0.01%,0.25,+0.0091%,+0.0076%,$11.6k
126,Coti-COTI,$0.0926,+3.26%,$13.2m,$3.9m,+9.02%,0.02%,0.30,+0.0307%,+0.0288%,$13.7k
127,Bitcoin SV-BSV,$52.56,+2.28%,$13.1m,$32.5m,+2.46%,0.14%,2.47,+0.0069%,+0.0072%,$2.7k
128,StormX-STMX,$0.0078,-1.57%,$13.1m,$3.7m,-21.34%,0.02%,0.28,+0.0014%,-0.0045%,$58.3k
129,Band Protocol-BAND,$1.28,+0.16%,$12.9m,$5.0m,-6.12%,0.02%,0.38,-0.0008%,-0.0064%,$13.5k
130,Tether-USDT,$1.0000,+0.00%,$12.5m,$289.6m,+25.77%,1.24%,23.15,+0.0002%,+0.0002%,$2.0
131,Step App-FITFI,$0.0766,+0.82%,$12.0m,$2.4m,-4.62%,0.01%,0.20,+0.0129%,+0.0104%,$17.0k
132,Horizen-ZEN,$15.77,+1.33%,$12.0m,$6.4m,-2.10%,0.03%,0.53,+0.0005%,+0.0311%,$4.0k
133,API3-API3,$1.80,+1.69%,$11.9m,$4.8m,+1.71%,0.02%,0.41,+0.0002%,-0.0070%,$34.3k
134,Celer Network-CELR,$0.0183,+0.34%,$11.8m,$4.7m,-3.24%,0.02%,0.40,+0.0100%,+0.0100%,$34.1k
135,Holo-HOT,$0.0021,-1.19%,$11.6m,$5.8m,+6.56%,0.02%,0.50,+0.0017%,-0.0045%,$29.7k
136,Dent-DENT,$0.0010,+1.13%,$11.6m,$5.5m,-0.79%,0.02%,0.48,-0.0070%,-0.0088%,$30.6k
