,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,581.04",+0.57%,$34.9b,$6.9b,+0.67%,29.80%,0.20,-0.0004%,+0.0079%,$76.4m
1,Bitcoin-BTC,"$20,056.52",-0.67%,$29.6b,$9.8b,+1.97%,42.18%,0.33,+0.0007%,+0.0027%,$26.9m
2,Ethereum Classic-ETC,$32.66,-0.34%,$1.5b,$390.4m,+0.11%,1.68%,0.26,-0.0143%,-0.0073%,$3.4m
3,Solana-SOL,$31.31,-2.68%,$1.1b,$394.2m,+1.03%,1.70%,0.34,+0.0081%,+0.0109%,$1.8m
4,Polygon-MATIC,$0.8847,+5.62%,$1.0b,$233.1m,+18.67%,1.00%,0.22,-0.0057%,-0.0105%,$2.4m
5,Tellor-TRB,$21.08,+14.44%,$1.0b,$67.7m,+3.99%,0.29%,0.07,-0.6723%,-1.2500%,$2.4m
6,EOS-EOS,$1.45,+4.62%,$1.0b,$182.0m,+5.93%,0.78%,0.18,+0.0030%,+0.0002%,$1.8m
7,Binance Coin-BNB,$276.81,-1.81%,$827.5m,$277.7m,+6.73%,1.20%,0.34,-0.0049%,-0.0027%,$678.8k
8,Chiliz-CHZ,$0.2121,-3.04%,$715.6m,$93.1m,-15.08%,0.40%,0.13,+0.0065%,+0.0070%,$1.0m
9,Cosmos-ATOM,$12.41,+3.33%,$684.3m,$128.3m,+5.92%,0.55%,0.19,+0.0039%,-0.0052%,$1.1m
10,Cardano-ADA,$0.4557,+0.26%,$651.7m,$274.2m,+0.08%,1.18%,0.42,-0.0008%,+0.0034%,$1.2m
11,Litecoin-LTC,$57.09,+4.60%,$644.9m,$198.7m,+12.31%,0.86%,0.31,+0.0044%,+0.0081%,$1.1m
12,Avalanche-AVAX,$19.13,-1.22%,$564.8m,$136.7m,+0.84%,0.59%,0.24,+0.0015%,-0.0062%,$1.1m
13,Ripple-XRP,$0.3320,+0.63%,$507.3m,$324.1m,-0.01%,1.40%,0.64,+0.0053%,+0.0051%,$826.2k
14,NEAR Protocol-NEAR,$4.33,-2.06%,$452.6m,$98.2m,-12.16%,0.42%,0.22,+0.0041%,+0.0049%,$674.1k
15,Optimism-OP,$1.16,+0.94%,$415.2m,$65.2m,+2.82%,0.28%,0.16,+0.0163%,+0.0086%,$718.4k
16,Dogecoin-DOGE,$0.0622,+0.07%,$388.5m,$122.1m,-0.23%,0.53%,0.31,+0.0089%,+0.0107%,$665.3k
17,Polkadot-DOT,$7.13,+0.70%,$313.4m,$264.6m,+1.54%,1.14%,0.84,-0.0042%,+0.0080%,$252.6k
18,Curve DAO Token-CRV,$1.13,-3.84%,$293.5m,$61.3m,-12.20%,0.26%,0.21,+0.0021%,+0.0060%,$746.9k
