,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,866.58",+0.35%,$15.9b,$10.0b,+0.36%,41.91%,0.63,+0.0023%,+0.0040%,$8.4m
1,Ethereum-ETH,"$1,567.70",+1.05%,$14.4b,$7.0b,+0.75%,29.47%,0.48,-0.0030%,-0.0020%,$20.4m
2,Cardano-ADA,$0.5036,+4.77%,$1.4b,$357.8m,+13.76%,1.51%,0.25,-0.0256%,-0.0216%,$2.1m
3,Ethereum Classic-ETC,$32.33,-0.21%,$739.3m,$385.7m,+0.38%,1.62%,0.52,-0.0156%,-0.0117%,$1.3m
4,Solana-SOL,$31.74,+2.06%,$615.7m,$394.3m,+1.31%,1.66%,0.64,+0.0099%,+0.0114%,$965.0k
5,Filecoin-FIL,$6.23,-3.57%,$615.2m,$124.5m,-19.17%,0.52%,0.20,-0.0008%,-0.0043%,$1.1m
6,1000SHIB-1000SHIB,$0.0128,+4.21%,$569.1m,$57.0m,+41.04%,0.24%,0.10,+0.0100%,+0.0100%,$876.7k
7,Cosmos-ATOM,$12.81,+3.14%,$534.9m,$151.2m,+16.41%,0.64%,0.28,-0.0063%,-0.0110%,$838.8k
8,Litecoin-LTC,$59.49,-2.62%,$499.1m,$222.0m,-6.75%,0.93%,0.44,+0.0059%,+0.0069%,$679.6k
9,EOS-EOS,$1.49,-2.31%,$475.7m,$189.7m,-3.41%,0.80%,0.40,+0.0058%,+0.0005%,$595.4k
10,Polygon-MATIC,$0.8854,+0.74%,$429.0m,$231.8m,-2.45%,0.98%,0.54,+0.0043%,+0.0002%,$207.9k
11,Binance Coin-BNB,$278.88,+0.61%,$362.5m,$263.3m,+1.18%,1.11%,0.73,+0.0035%,+0.0012%,$88.9k
12,Chiliz-CHZ,$0.2121,-2.17%,$344.4m,$100.8m,+4.09%,0.42%,0.29,+0.0012%,-0.0017%,$449.7k
13,Optimism-OP,$1.16,-3.15%,$326.5m,$70.4m,-3.86%,0.30%,0.22,-0.0003%,-0.0033%,$316.4k
14,Dogecoin-DOGE,$0.0633,+1.15%,$325.9m,$129.2m,+0.52%,0.54%,0.40,+0.0114%,+0.0037%,$522.1k
15,Axie Infinity-AXS,$14.52,-3.38%,$320.5m,$92.8m,-24.32%,0.39%,0.29,-0.0161%,-0.0075%,$596.4k
16,STEPN-GMT,$0.6946,+2.97%,$304.1m,$114.7m,+5.55%,0.48%,0.38,-0.0005%,+0.0010%,$497.0k
17,Chainlink-LINK,$7.18,+5.42%,$302.5m,$124.4m,+23.89%,0.52%,0.41,+0.0079%,+0.0009%,$328.1k
18,Avalanche-AVAX,$18.98,+0.75%,$284.2m,$139.7m,+2.92%,0.59%,0.49,-0.0027%,-0.0032%,$131.6k
19,Ripple-XRP,$0.3313,+0.28%,$273.5m,$320.4m,+0.15%,1.35%,1.17,+0.0070%,+0.0069%,$103.6k
