,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,633.28",+7.95%,$34.3b,$7.2b,+6.31%,30.72%,0.21,-0.0019%,-0.0020%,$88.4m
1,Bitcoin-BTC,"$19,289.27",+2.93%,$24.4b,$9.6b,-3.30%,41.00%,0.39,+0.0011%,+0.0031%,$27.3m
2,Ethereum Classic-ETC,$36.99,+8.81%,$4.8b,$510.6m,+3.52%,2.18%,0.11,-0.0035%,-0.0047%,$12.5m
3,EOS-EOS,$1.61,+8.49%,$2.2b,$236.2m,+23.41%,1.01%,0.11,+0.0066%,+0.0137%,$5.1m
4,Helium-HNT,$5.02,+18.42%,$1.5b,$38.3m,+30.68%,0.16%,0.03,-0.0794%,-0.0340%,$2.3m
5,Solana-SOL,$32.94,+5.61%,$1.2b,$401.1m,+8.07%,1.71%,0.32,+0.0093%,+0.0108%,$2.1m
6,Binance Coin-BNB,$278.56,+5.85%,$711.8m,$277.9m,-1.94%,1.18%,0.39,+0.0096%,+0.0080%,$739.7k
7,Cardano-ADA,$0.4716,+1.96%,$711.6m,$274.9m,-2.04%,1.17%,0.39,+0.0041%,+0.0096%,$782.6k
8,Ripple-XRP,$0.3320,+2.98%,$661.9m,$321.3m,-0.93%,1.37%,0.49,+0.0048%,+0.0046%,$1.1m
9,Cosmos-ATOM,$13.05,+10.36%,$660.2m,$142.5m,+30.87%,0.61%,0.22,+0.0144%,-0.0085%,$1.3m
10,Polygon-MATIC,$0.8298,+3.13%,$537.3m,$187.5m,+0.13%,0.80%,0.35,+0.0034%,+0.0033%,$772.7k
11,NEAR Protocol-NEAR,$4.45,+9.09%,$519.6m,$118.1m,+30.65%,0.50%,0.23,-0.0008%,+0.0027%,$1.2m
12,Avalanche-AVAX,$18.77,+2.49%,$482.5m,$130.0m,+0.99%,0.55%,0.27,+0.0118%,+0.0121%,$682.1k
13,Stargate Finance-STG,$0.7787,+7.84%,$463.3m,$29.7m,-20.89%,0.13%,0.06,+0.0056%,+0.0059%,$836.7k
14,Litecoin-LTC,$57.29,+5.77%,$456.9m,$191.1m,+0.83%,0.81%,0.42,-0.0037%,-0.0023%,$381.6k
15,Polkadot-DOT,$7.24,+3.85%,$430.3m,$266.9m,+2.91%,1.14%,0.62,-0.0002%,-0.0057%,$575.9k
16,Optimism-OP,$1.16,+6.04%,$364.9m,$58.3m,-2.49%,0.25%,0.16,-0.0002%,+0.0030%,$527.2k
17,Chiliz-CHZ,$0.1893,+2.28%,$351.7m,$76.3m,+0.08%,0.33%,0.22,+0.0075%,+0.0065%,$469.2k
18,Dogecoin-DOGE,$0.0607,+2.30%,$306.1m,$119.2m,+0.18%,0.51%,0.39,+0.0133%,+0.0095%,$512.4k
19,Filecoin-FIL,$5.80,+1.93%,$304.0m,$104.1m,+2.96%,0.44%,0.34,+0.0076%,+0.0121%,$616.9k
20,Chainlink-LINK,$7.23,+7.18%,$302.0m,$111.8m,+8.68%,0.48%,0.37,+0.0067%,+0.0075%,$598.0k
21,Curve DAO Token-CRV,$1.13,+9.18%,$296.1m,$61.2m,+9.30%,0.26%,0.21,+0.0105%,-0.0064%,$977.5k
22,Bitcoin Cash-BCH,$124.44,+10.66%,$255.9m,$179.6m,+10.02%,0.77%,0.70,-0.0024%,+0.0016%,$520.6k
23,STEPN-GMT,$0.6480,+3.02%,$220.7m,$104.1m,-0.35%,0.44%,0.47,-0.0018%,+0.0026%,$253.0k
24,1000SHIB-1000SHIB,$0.0122,+1.04%,$218.0m,$42.6m,+3.26%,0.18%,0.20,+0.0082%,+0.0082%,$328.9k
25,ApeCoin-APE,$4.46,+4.62%,$205.7m,$62.8m,-1.30%,0.27%,0.31,-0.0020%,-0.0003%,$465.7k
26,The Sandbox-SAND,$0.9065,+4.20%,$167.7m,$72.9m,+0.93%,0.31%,0.43,+0.0073%,+0.0017%,$254.4k
27,Tellor-TRB,$16.47,+0.87%,$163.8m,$38.4m,-11.51%,0.16%,0.23,-0.0227%,+0.0049%,$232.9k
28,Ravencoin-RVN,$0.0360,+0.83%,$163.4m,$18.6m,-8.58%,0.08%,0.11,-0.0013%,+0.0025%,$359.5k
29,Fantom-FTM,$0.2532,+3.00%,$147.5m,$47.5m,-1.14%,0.20%,0.32,+0.0054%,+0.0090%,$215.4k
30,Axie Infinity-AXS,$13.58,+2.53%,$142.6m,$78.1m,+0.47%,0.33%,0.55,-0.0246%,-0.0423%,$139.5k
31,Tron-TRX,$0.0611,+1.39%,$136.7m,$140.6m,+0.52%,0.60%,1.03,-0.0087%,-0.0170%,$358.0k
32,iExec RLC-RLC,$1.23,+14.84%,$134.4m,$8.5m,+57.21%,0.04%,0.06,-0.0140%,-0.0076%,$382.6k
33,Terra Classic-LUNC,$0.0006,+59.35%,$129.9m,$13.6m,+383.60%,0.06%,0.10,+0.0012%,-0.0027%,$838.6k
34,Ethereum Name Service-ENS,$14.80,+10.47%,$120.8m,$32.6m,+24.62%,0.14%,0.27,+0.0078%,+0.0028%,$138.5k
35,Aave-AAVE,$87.93,+6.19%,$114.1m,$44.9m,+2.18%,0.19%,0.39,+0.0063%,+0.0020%,$148.6k
36,Unifi Protocol DAO-UNFI,$7.04,-1.54%,$105.4m,$17.5m,-4.74%,0.07%,0.17,+0.0090%,+0.0045%,$95.2k
37,Terra-LUNA,$2.03,+12.24%,$102.7m,$9.0m,+40.83%,0.04%,0.09,-0.0124%,-0.0173%,$249.0k
38,dYdX-DYDX,$1.44,+3.27%,$102.4m,$35.8m,+3.33%,0.15%,0.35,+0.0026%,-0.0021%,$66.2k
39,SushiSwap-SUSHI,$1.24,+11.54%,$98.6m,$32.2m,+18.11%,0.14%,0.33,+0.0064%,-0.0015%,$216.9k
40,Uniswap-UNI,$6.10,+4.06%,$90.8m,$45.0m,+0.77%,0.19%,0.50,-0.0030%,-0.0054%,$43.9k
41,yearn.finance-YFI,"$9,240.76",+5.94%,$89.7m,$35.7m,+9.07%,0.15%,0.40,-0.0099%,-0.0134%,$168.3k
42,ConstitutionDAO-PEOPLE,$0.0207,+5.12%,$88.1m,$24.4m,+4.06%,0.10%,0.28,+0.0046%,+0.0017%,$135.2k
43,Decentraland-MANA,$0.7648,+3.86%,$85.9m,$37.9m,+0.20%,0.16%,0.44,+0.0071%,+0.0033%,$101.8k
44,Balancer-BAL,$7.59,+14.05%,$85.5m,$20.5m,+51.58%,0.09%,0.24,+0.0093%,+0.0094%,$177.4k
45,Gala-GALA,$0.0485,+2.75%,$78.1m,$33.6m,+1.21%,0.14%,0.43,+0.0070%,+0.0067%,$49.0k
46,Synthetix Network Token-SNX,$2.91,+3.77%,$74.8m,$31.5m,-0.94%,0.13%,0.42,-0.0152%,-0.0103%,$60.0k
47,Kyber Network Crystal-KNC,$1.77,+4.82%,$74.0m,$20.7m,+2.64%,0.09%,0.28,-0.0178%,-0.0221%,$145.3k
48,Ocean Protocol-OCEAN,$0.1812,+7.08%,$72.6m,$6.9m,+46.65%,0.03%,0.10,+0.0069%,+0.0045%,$221.1k
49,Waves-WAVES,$4.40,+2.79%,$72.4m,$49.4m,+2.91%,0.21%,0.68,+0.0063%,-0.0022%,$60.3k
50,Algorand-ALGO,$0.2977,+3.10%,$70.9m,$28.8m,+1.48%,0.12%,0.41,+0.0017%,+0.0098%,$22.2k
51,Monero-XMR,$149.49,+3.76%,$65.4m,$40.3m,+0.28%,0.17%,0.62,+0.0006%,+0.0000%,$113.5k
