,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,599.80",+3.44%,$32.9b,$7.1b,+4.06%,30.30%,0.22,+0.0062%,+0.0087%,$71.6m
1,Bitcoin-BTC,"$20,191.07",+0.68%,$28.5b,$9.8b,+2.55%,41.65%,0.34,+0.0025%,+0.0038%,$25.3m
2,Ethereum Classic-ETC,$33.02,+3.06%,$1.4b,$398.2m,+3.98%,1.70%,0.28,-0.0032%,-0.0018%,$3.2m
3,EOS-EOS,$1.52,+11.12%,$1.2b,$204.1m,+20.47%,0.87%,0.17,+0.0005%,-0.0035%,$2.4m
4,Polygon-MATIC,$0.8892,+5.60%,$1.1b,$242.3m,+18.37%,1.03%,0.21,-0.0137%,-0.0198%,$2.7m
5,Solana-SOL,$31.65,+1.29%,$1.0b,$394.7m,+3.51%,1.68%,0.38,+0.0080%,+0.0089%,$1.8m
6,Tellor-TRB,$20.32,+6.89%,$996.3m,$66.1m,-1.49%,0.28%,0.07,-1.2500%,-1.2500%,$2.3m
7,Binance Coin-BNB,$279.43,+0.80%,$790.2m,$272.5m,+4.56%,1.16%,0.34,-0.0053%,-0.0036%,$613.0k
8,Cosmos-ATOM,$12.48,+6.92%,$733.7m,$129.5m,+12.16%,0.55%,0.18,-0.0080%,+0.0000%,$1.5m
9,Litecoin-LTC,$57.90,+6.33%,$633.0m,$203.1m,+12.88%,0.87%,0.32,+0.0050%,+0.0050%,$958.7k
10,Cardano-ADA,$0.4591,+3.12%,$612.8m,$276.5m,+4.14%,1.18%,0.45,+0.0038%,+0.0011%,$710.4k
11,Chiliz-CHZ,$0.2152,+2.57%,$580.9m,$95.6m,-7.04%,0.41%,0.16,+0.0091%,+0.0103%,$842.8k
12,Avalanche-AVAX,$19.30,+0.85%,$547.0m,$135.1m,+2.43%,0.58%,0.25,-0.0049%,+0.0061%,$837.9k
13,Ripple-XRP,$0.3310,+2.22%,$486.0m,$326.7m,+2.03%,1.39%,0.67,-0.0003%,+0.0075%,$717.1k
14,Optimism-OP,$1.17,+4.83%,$443.1m,$64.9m,+4.76%,0.28%,0.15,+0.0144%,+0.0179%,$656.0k
15,NEAR Protocol-NEAR,$4.33,+1.27%,$382.8m,$97.2m,-8.22%,0.41%,0.25,+0.0047%,+0.0028%,$564.3k
16,Dogecoin-DOGE,$0.0626,+2.99%,$352.4m,$123.0m,+1.83%,0.52%,0.35,+0.0093%,+0.0085%,$393.7k
17,Polkadot-DOT,$7.26,+3.71%,$321.9m,$269.7m,+4.50%,1.15%,0.84,-0.0005%,-0.0048%,$306.8k
18,Chainlink-LINK,$6.92,+5.42%,$298.7m,$105.3m,+7.05%,0.45%,0.35,+0.0058%,-0.0014%,$483.8k
19,STEPN-GMT,$0.6885,+3.38%,$285.2m,$111.8m,+6.25%,0.48%,0.39,+0.0044%,+0.0083%,$581.9k
20,Balancer-BAL,$7.70,+8.40%,$268.9m,$25.8m,+68.94%,0.11%,0.10,+0.0430%,-0.0415%,$681.8k
21,Curve DAO Token-CRV,$1.16,+3.03%,$260.3m,$61.7m,-3.50%,0.26%,0.24,+0.0046%,+0.0014%,$676.0k
22,FOOTBALL-FOOTBALL,"$1,146.67",-4.70%,$244.4m,$6.1m,+72.72%,0.03%,0.03,+0.7500%,+0.2421%,$638.8k
23,Terra-LUNA,$1.97,+7.03%,$243.5m,$8.9m,+37.87%,0.04%,0.04,+0.0150%,+0.0117%,$1.5m
24,Filecoin-FIL,$5.80,+1.08%,$238.3m,$101.1m,+3.01%,0.43%,0.42,+0.0061%,+0.0094%,$241.7k
25,1000SHIB-1000SHIB,$0.0124,+2.09%,$224.8m,$38.4m,+0.56%,0.16%,0.17,+0.0001%,+0.0100%,$314.7k
26,Stargate Finance-STG,$0.6935,+12.29%,$197.4m,$21.1m,+15.50%,0.09%,0.11,-0.1677%,-0.2036%,$483.0k
27,ApeCoin-APE,$4.81,+1.97%,$196.2m,$66.4m,+2.35%,0.28%,0.34,+0.0018%,-0.0002%,$288.4k
28,The Sandbox-SAND,$0.9436,+1.23%,$169.8m,$78.1m,+2.24%,0.33%,0.46,+0.0024%,-0.0052%,$386.7k
29,Synthetix Network Token-SNX,$3.02,-0.87%,$167.4m,$40.1m,-4.38%,0.17%,0.24,-0.0261%,-0.0133%,$246.3k
30,Bitcoin Cash-BCH,$117.30,+2.38%,$164.1m,$170.5m,+3.01%,0.73%,1.04,-0.0056%,-0.0110%,$272.9k
31,Axie Infinity-AXS,$14.43,+3.84%,$131.5m,$83.2m,+6.38%,0.35%,0.63,-0.0210%,-0.0274%,$324.0k
32,Waves-WAVES,$4.54,+1.80%,$131.4m,$53.0m,+4.69%,0.23%,0.40,+0.0059%,+0.0069%,$185.3k
33,Fantom-FTM,$0.2732,+0.76%,$126.5m,$49.2m,+4.72%,0.21%,0.39,+0.0020%,+0.0058%,$165.2k
34,Unifi Protocol DAO-UNFI,$7.65,+0.91%,$122.1m,$20.6m,+4.77%,0.09%,0.17,+0.0073%,+0.0098%,$192.6k
35,Aave-AAVE,$86.07,+1.94%,$118.2m,$44.3m,+2.55%,0.19%,0.37,-0.0007%,+0.0044%,$66.2k
36,Uniswap-UNI,$6.34,+3.24%,$115.6m,$48.5m,+4.52%,0.21%,0.42,+0.0038%,+0.0053%,$139.5k
37,Ethereum Name Service-ENS,$13.48,+3.45%,$115.1m,$23.4m,+8.74%,0.10%,0.20,+0.0008%,+0.0086%,$82.1k
38,Tron-TRX,$0.0632,+0.08%,$111.3m,$143.9m,+0.03%,0.61%,1.29,-0.0160%,-0.0202%,$56.6k
39,1000XEC-1000XEC,$0.0471,-0.40%,$107.2m,$11.4m,-25.09%,0.05%,0.11,+0.0067%,+0.0006%,$156.1k
40,Compound-COMP,$47.10,+2.23%,$101.2m,$24.3m,+14.59%,0.10%,0.24,-0.0458%,-0.0505%,$44.0k
41,Celsius-CEL,$1.42,+22.77%,$97.7m,$28.0m,+23.47%,0.12%,0.29,-0.2446%,-0.2043%,$876.4k
42,Helium-HNT,$4.89,-4.96%,$93.6m,$14.3m,+5.88%,0.06%,0.15,-0.0565%,-0.0371%,$350.4k
43,Monero-XMR,$153.36,+1.71%,$91.2m,$43.5m,+3.00%,0.19%,0.48,+0.0079%,+0.0019%,$64.2k
44,Kyber Network Crystal-KNC,$1.77,+3.39%,$90.7m,$21.1m,+6.74%,0.09%,0.23,+0.0071%,+0.0052%,$82.3k
45,Gala-GALA,$0.0506,+1.43%,$88.5m,$34.3m,+4.47%,0.15%,0.39,+0.0091%,+0.0114%,$280.3k
46,Decentraland-MANA,$0.7826,+2.19%,$83.3m,$39.8m,+2.38%,0.17%,0.48,+0.0054%,+0.0068%,$54.0k
47,LUNA2-LUNA2,n/a,n/a,$82.0m,$4.0m,+98.56%,0.02%,0.05,-0.0155%,-0.0155%,$492.5k
48,Flow (Dapper labs)-FLOW,$2.03,-0.16%,$78.9m,$30.3m,-4.64%,0.13%,0.38,-0.0026%,-0.0033%,$75.3k
49,ConstitutionDAO-PEOPLE,$0.0206,+3.39%,$74.9m,$26.3m,-3.07%,0.11%,0.35,-0.0056%,-0.0046%,$68.7k
50,THETA-THETA,$1.17,+0.81%,$74.0m,$22.1m,+3.80%,0.09%,0.30,-0.0100%,+0.0049%,$157.2k
51,ZCash-ZEC,$59.10,+0.13%,$68.8m,$21.7m,+5.57%,0.09%,0.32,+0.0032%,+0.0001%,$126.9k
52,dYdX-DYDX,$1.54,+1.31%,$67.3m,$35.5m,+3.23%,0.15%,0.53,-0.0045%,+0.0003%,$107.7k
53,yearn.finance-YFI,"$9,349.46",+4.38%,$65.7m,$37.7m,+3.66%,0.16%,0.57,+0.0083%,+0.0072%,$96.4k
54,Lido DAO Token-LDO,$2.08,+5.63%,$62.7m,$18.4m,-0.61%,0.08%,0.29,-0.0049%,-0.0053%,$165.5k
55,THORChain-RUNE,$1.95,+2.36%,$57.3m,$22.3m,+1.46%,0.09%,0.39,+0.0068%,+0.0085%,$97.0k
56,CertiK-CTK,$0.9794,+9.16%,$56.5m,$11.3m,+14.02%,0.05%,0.20,-0.0022%,+0.0030%,$207.6k
57,SHIBA INU-SHIB,$0.0000,+0.98%,$54.7m,$19.9m,+4.10%,0.08%,0.36,+0.0118%,+0.0073%,$82.0k
58,Chromia-CHR,$0.1839,+1.81%,$46.3m,$9.9m,-8.74%,0.04%,0.21,+0.0065%,+0.0067%,$134.4k
59,SushiSwap-SUSHI,$1.07,+2.75%,$46.2m,$27.1m,+1.85%,0.12%,0.59,+0.0043%,+0.0064%,$30.9k
60,1inch-1INCH,$0.6744,+2.66%,$44.8m,$21.0m,+7.76%,0.09%,0.47,-0.0280%,-0.0224%,$45.9k
61,SafePal-SFP,$0.3974,-1.00%,$42.9m,$6.5m,-14.73%,0.03%,0.15,+0.0044%,-0.0033%,$81.5k
62,Oasis Network-ROSE,$0.0645,+4.18%,$41.4m,$12.0m,+0.53%,0.05%,0.29,+0.0062%,+0.0069%,$45.0k
63,Stellar Lumens-XLM,$0.1054,+1.17%,$41.3m,$36.1m,-1.37%,0.15%,0.87,+0.0104%,-0.0017%,$150.2k
64,Kava-KAVA,$1.74,+0.98%,$40.7m,$12.3m,-5.98%,0.05%,0.30,-0.0042%,+0.0015%,$86.9k
65,Algorand-ALGO,$0.2945,+2.34%,$40.3m,$27.4m,+3.06%,0.12%,0.68,+0.0076%,+0.0056%,$32.9k
66,Maker-MKR,$762.30,+1.48%,$39.6m,$17.2m,+3.67%,0.07%,0.43,+0.0007%,-0.0042%,$48.4k
67,VeChain-VET,$0.0244,+1.37%,$38.3m,$16.2m,+1.12%,0.07%,0.42,+0.0079%,+0.0082%,$65.9k
68,NEM-XEM,$0.0445,+1.08%,$37.8m,$9.1m,+7.26%,0.04%,0.24,-0.0576%,+0.0093%,$38.9k
69,Terra Classic-LUNC,$0.0003,+17.20%,$37.7m,$1.4m,+82.32%,0.01%,0.04,+0.0100%,+0.0125%,$289.1k
70,Elrond-EGLD,$52.95,+1.21%,$36.9m,$16.5m,+3.05%,0.07%,0.45,+0.0090%,+0.0060%,$39.4k
71,Zilliqa-ZIL,$0.0363,+2.20%,$36.7m,$23.1m,+4.54%,0.10%,0.63,+0.0060%,+0.0064%,$17.1k
72,Flamingo-FLM,$0.1174,+2.24%,$35.0m,$18.5m,-1.05%,0.08%,0.53,-0.0140%,-0.0154%,$96.4k
73,iExec RLC-RLC,$1.14,+0.57%,$34.7m,$6.5m,-7.95%,0.03%,0.19,-0.1647%,-0.1158%,$88.0k
