,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,551.56",-0.13%,$17.1b,$6.9b,+0.30%,29.39%,0.40,-0.0095%,-0.0060%,$26.6m
1,Bitcoin-BTC,"$19,734.16",-0.46%,$12.7b,$9.9b,+3.78%,42.21%,0.78,-0.0003%,-0.0012%,$6.6m
2,Filecoin-FIL,$6.45,+12.73%,$1.2b,$152.8m,+53.94%,0.65%,0.13,+0.0013%,+0.0139%,$1.4m
3,Cardano-ADA,$0.4798,+6.54%,$949.2m,$316.4m,+19.46%,1.35%,0.33,+0.0007%,+0.0020%,$1.6m
4,EOS-EOS,$1.52,+1.67%,$861.8m,$195.6m,+0.66%,0.83%,0.23,+0.0018%,+0.0063%,$1.4m
5,Litecoin-LTC,$60.85,+0.32%,$818.5m,$236.3m,+5.86%,1.01%,0.29,+0.0034%,-0.0001%,$781.8k
6,Ethereum Classic-ETC,$32.27,+0.54%,$734.2m,$382.2m,+2.14%,1.63%,0.52,-0.0095%,-0.0078%,$364.4k
7,Chiliz-CHZ,$0.2146,+0.96%,$617.4m,$95.3m,-4.69%,0.41%,0.15,+0.0058%,+0.0079%,$631.1k
8,Polygon-MATIC,$0.8803,+1.85%,$550.5m,$236.0m,-1.77%,1.00%,0.43,-0.0024%,+0.0038%,$367.8k
9,Solana-SOL,$31.03,+0.40%,$492.8m,$387.1m,+1.74%,1.65%,0.79,+0.0033%,+0.0040%,$192.4k
10,Cosmos-ATOM,$12.62,+1.16%,$461.8m,$133.4m,+0.06%,0.57%,0.29,-0.0161%,-0.0035%,$834.8k
11,Optimism-OP,$1.19,-1.74%,$398.8m,$72.0m,-5.52%,0.31%,0.18,+0.0035%,+0.0020%,$364.3k
12,Axie Infinity-AXS,$15.07,+6.51%,$365.1m,$123.9m,+52.58%,0.53%,0.34,-0.0254%,-0.0290%,$473.3k
13,Ripple-XRP,$0.3293,+0.98%,$356.8m,$318.5m,+0.64%,1.36%,0.89,-0.0013%,-0.0036%,$195.0k
14,Dogecoin-DOGE,$0.0621,+2.14%,$347.3m,$126.2m,+4.16%,0.54%,0.36,+0.0075%,+0.0072%,$542.2k
15,Binance Coin-BNB,$276.62,+0.74%,$342.6m,$259.3m,+0.38%,1.10%,0.76,+0.0013%,+0.0046%,$88.1k
16,Tellor-TRB,$18.89,+0.02%,$332.6m,$68.7m,+2.43%,0.29%,0.21,-0.3907%,-0.4534%,$215.8k
17,Avalanche-AVAX,$18.77,+0.21%,$276.3m,$134.9m,-1.02%,0.57%,0.49,+0.0007%,-0.0040%,$158.9k
18,Polkadot-DOT,$7.26,-0.43%,$237.9m,$267.0m,-2.53%,1.14%,1.12,+0.0012%,-0.0034%,$92.9k
19,STEPN-GMT,$0.6740,+1.06%,$190.8m,$108.8m,+2.89%,0.46%,0.57,-0.0004%,+0.0002%,$96.5k
20,1000SHIB-1000SHIB,$0.0122,+1.69%,$157.4m,$39.4m,+3.91%,0.17%,0.25,+0.0100%,+0.0100%,$241.0k
21,NEAR Protocol-NEAR,$4.15,+0.56%,$153.5m,$88.7m,-1.50%,0.38%,0.58,+0.0043%,+0.0033%,$115.4k
22,Chainlink-LINK,$6.80,-0.49%,$152.2m,$99.2m,-3.93%,0.42%,0.65,+0.0089%,+0.0040%,$199.4k
23,Curve DAO Token-CRV,$1.07,-1.64%,$146.0m,$58.1m,+3.40%,0.25%,0.40,-0.0265%,-0.0352%,$183.0k
24,yearn.finance-YFI,"$9,693.72",-1.51%,$142.6m,$42.9m,-6.24%,0.18%,0.30,+0.0026%,+0.0115%,$263.0k
25,Bitcoin Cash-BCH,$117.85,+2.23%,$137.3m,$169.0m,+3.49%,0.72%,1.23,-0.0124%,-0.0184%,$64.9k
26,ApeCoin-APE,$4.71,+0.94%,$135.0m,$67.7m,+2.19%,0.29%,0.50,+0.0074%,-0.0026%,$192.7k
27,Unifi Protocol DAO-UNFI,$7.67,+3.61%,$114.9m,$21.5m,+6.20%,0.09%,0.19,+0.0100%,+0.0100%,$69.3k
28,FOOTBALL-FOOTBALL,"$1,179.24",-0.52%,$103.5m,$8.7m,+8.03%,0.04%,0.08,+0.0100%,+0.1019%,$214.3k
29,Aave-AAVE,$86.55,+0.22%,$100.6m,$45.7m,-4.95%,0.19%,0.45,-0.0253%,-0.0187%,$11.1k
30,The Sandbox-SAND,$0.9249,+0.73%,$100.4m,$77.0m,+5.12%,0.33%,0.77,+0.0004%,+0.0113%,$90.4k
