,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,620.77",+3.93%,$33.6b,$7.2b,+2.93%,30.56%,0.21,-0.0034%,-0.0040%,$83.2m
1,Bitcoin-BTC,"$20,239.16",+1.46%,$28.1b,$9.7b,+0.02%,41.26%,0.34,+0.0022%,+0.0023%,$28.4m
2,Ethereum Classic-ETC,$33.26,+3.92%,$1.4b,$387.3m,-0.28%,1.65%,0.27,+0.0053%,+0.0062%,$3.5m
3,Polygon-MATIC,$0.9031,+7.95%,$1.3b,$267.7m,+32.06%,1.14%,0.20,-0.0216%,-0.0101%,$3.1m
4,EOS-EOS,$1.56,+7.44%,$1.2b,$214.8m,+11.60%,0.92%,0.18,-0.0033%,+0.0092%,$2.7m
5,Solana-SOL,$31.88,+2.36%,$1.1b,$394.8m,+1.33%,1.68%,0.37,+0.0115%,+0.0049%,$2.2m
6,Tellor-TRB,$19.63,+2.77%,$812.9m,$66.6m,+4.60%,0.28%,0.08,-0.6822%,-0.4667%,$1.5m
7,Binance Coin-BNB,$280.87,+1.94%,$733.1m,$269.0m,+1.09%,1.15%,0.37,+0.0043%,+0.0065%,$557.0k
8,Chiliz-CHZ,$0.2221,+6.77%,$727.0m,$107.4m,+10.61%,0.46%,0.15,+0.0095%,+0.0085%,$1.1m
9,Cosmos-ATOM,$12.70,+5.18%,$705.9m,$130.4m,+1.16%,0.56%,0.18,-0.0008%,+0.0005%,$1.2m
10,Litecoin-LTC,$58.89,+5.38%,$623.6m,$197.7m,+2.59%,0.84%,0.32,+0.0031%,+0.0033%,$1.7m
11,Cardano-ADA,$0.4585,+2.88%,$620.9m,$271.0m,-0.57%,1.16%,0.44,+0.0050%,+0.0073%,$454.1k
12,Ripple-XRP,$0.3313,+1.89%,$560.3m,$318.8m,-0.08%,1.36%,0.57,+0.0114%,+0.0073%,$870.9k
13,Avalanche-AVAX,$19.39,+2.16%,$553.7m,$134.0m,+0.05%,0.57%,0.24,+0.0127%,+0.0038%,$962.1k
14,Optimism-OP,$1.18,+5.72%,$471.5m,$65.1m,+5.19%,0.28%,0.14,+0.0163%,+0.0106%,$637.5k
15,Polkadot-DOT,$7.38,+5.45%,$373.4m,$276.1m,+5.54%,1.18%,0.74,-0.0034%,+0.0011%,$516.8k
16,Dogecoin-DOGE,$0.0622,+1.79%,$349.3m,$123.3m,-0.02%,0.53%,0.35,+0.0084%,+0.0074%,$311.6k
17,NEAR Protocol-NEAR,$4.28,+0.40%,$347.3m,$94.6m,-4.31%,0.40%,0.27,+0.0024%,+0.0050%,$602.5k
18,Chainlink-LINK,$7.09,+7.08%,$328.4m,$106.1m,+6.01%,0.45%,0.32,-0.0039%,-0.0009%,$733.9k
19,STEPN-GMT,$0.6886,+2.99%,$299.3m,$110.7m,+2.39%,0.47%,0.37,+0.0055%,+0.0039%,$774.7k
20,Curve DAO Token-CRV,$1.16,+5.98%,$236.5m,$60.8m,+2.44%,0.26%,0.26,+0.0018%,-0.0085%,$576.9k
21,Filecoin-FIL,$5.81,+1.46%,$228.2m,$101.3m,+1.41%,0.43%,0.44,+0.0048%,+0.0068%,$271.0k
22,1000SHIB-1000SHIB,$0.0123,+1.68%,$227.9m,$37.6m,-1.91%,0.16%,0.17,+0.0100%,+0.0100%,$412.4k
23,Stargate Finance-STG,$0.6600,+6.92%,$221.1m,$20.2m,+8.33%,0.09%,0.09,-0.1260%,-0.0738%,$410.5k
24,ApeCoin-APE,$4.79,+1.88%,$206.7m,$65.9m,+1.53%,0.28%,0.32,+0.0008%,+0.0126%,$243.2k
25,Balancer-BAL,$7.67,-0.91%,$192.9m,$23.5m,-16.91%,0.10%,0.12,-0.0332%,+0.0272%,$414.3k
26,The Sandbox-SAND,$0.9466,+2.08%,$180.8m,$77.6m,+0.97%,0.33%,0.43,-0.0011%,-0.0017%,$357.4k
27,1inch-1INCH,$0.7234,+10.26%,$178.8m,$35.8m,+81.17%,0.15%,0.20,-0.0478%,-0.0996%,$357.8k
28,Bitcoin Cash-BCH,$118.49,+2.82%,$172.1m,$167.6m,-0.14%,0.71%,0.97,-0.0025%,+0.0010%,$334.7k
29,Terra-LUNA,$1.87,-8.46%,$155.3m,$7.6m,-28.05%,0.03%,0.05,+0.0104%,+0.0176%,$643.8k
30,FOOTBALL-FOOTBALL,"$1,172.95",+4.28%,$144.2m,$8.3m,+30.49%,0.04%,0.06,+0.2021%,+0.2783%,$300.0k
31,Celsius-CEL,$1.48,+23.66%,$136.4m,$28.5m,+21.85%,0.12%,0.21,-0.2237%,-0.1013%,$1.6m
32,Aave-AAVE,$88.55,+5.49%,$129.6m,$47.4m,+10.23%,0.20%,0.37,-0.0015%,-0.0185%,$88.4k
33,Synthetix Network Token-SNX,$3.04,+3.62%,$128.6m,$39.6m,+2.31%,0.17%,0.31,-0.0199%,-0.0181%,$144.2k
34,Axie Infinity-AXS,$14.27,+3.45%,$124.9m,$83.1m,+4.95%,0.35%,0.67,-0.0190%,-0.0318%,$438.1k
35,Fantom-FTM,$0.2747,+1.65%,$121.9m,$48.6m,+0.30%,0.21%,0.40,+0.0073%,+0.0055%,$188.8k
36,Unifi Protocol DAO-UNFI,$7.63,+1.99%,$114.7m,$20.1m,+3.11%,0.09%,0.17,+0.0042%,+0.0048%,$178.9k
37,Uniswap-UNI,$6.44,+4.98%,$113.9m,$49.2m,+5.11%,0.21%,0.43,-0.0012%,-0.0024%,$137.1k
38,Compound-COMP,$47.06,+2.16%,$111.1m,$23.1m,+13.15%,0.10%,0.21,-0.0063%,-0.0119%,$27.3k
39,Tron-TRX,$0.0634,+0.92%,$99.4m,$138.0m,-3.25%,0.59%,1.39,-0.0182%,-0.0130%,$90.0k
40,Waves-WAVES,$4.55,+1.00%,$94.4m,$52.8m,-1.52%,0.22%,0.56,+0.0067%,+0.0078%,$126.0k
41,Gala-GALA,$0.0505,+1.37%,$88.3m,$34.9m,+5.29%,0.15%,0.40,+0.0101%,+0.0060%,$105.2k
42,Ethereum Name Service-ENS,$13.71,+2.65%,$86.8m,$24.1m,-4.09%,0.10%,0.28,+0.0052%,-0.0020%,$78.5k
43,Decentraland-MANA,$0.7854,+2.49%,$86.7m,$39.8m,+0.93%,0.17%,0.46,+0.0073%,+0.0099%,$67.3k
44,Helium-HNT,$4.79,-1.15%,$85.2m,$14.3m,-0.26%,0.06%,0.17,-0.0045%,-0.0096%,$301.1k
45,dYdX-DYDX,$1.56,+3.81%,$81.2m,$37.7m,+10.23%,0.16%,0.46,+0.0002%,+0.0049%,$109.7k
46,Kyber Network Crystal-KNC,$1.77,+2.71%,$80.0m,$20.8m,+0.07%,0.09%,0.26,+0.0077%,+0.0090%,$66.5k
47,Monero-XMR,$153.26,+0.02%,$79.8m,$42.3m,-5.16%,0.18%,0.53,-0.0019%,+0.0124%,$71.1k
48,yearn.finance-YFI,"$9,392.57",+4.04%,$78.2m,$37.7m,+2.69%,0.16%,0.48,+0.0035%,+0.0023%,$73.9k
49,Flow (Dapper labs)-FLOW,$2.02,+0.09%,$74.8m,$29.0m,-5.11%,0.12%,0.39,-0.0010%,-0.0051%,$54.6k
50,1000XEC-1000XEC,$0.0454,-0.68%,$71.1m,$10.4m,-21.15%,0.04%,0.15,+0.0066%,+0.0019%,$163.0k
51,CertiK-CTK,$0.9610,+3.12%,$71.0m,$9.5m,+0.65%,0.04%,0.13,+0.0037%,-0.0026%,$192.8k
52,ConstitutionDAO-PEOPLE,$0.0205,+1.65%,$70.9m,$25.8m,-6.63%,0.11%,0.36,-0.0003%,+0.0071%,$53.0k
53,THETA-THETA,$1.17,+1.21%,$70.7m,$22.3m,+3.72%,0.10%,0.32,+0.0053%,-0.0101%,$83.7k
54,Lido DAO Token-LDO,$2.18,+7.59%,$66.2m,$19.6m,+8.34%,0.08%,0.30,-0.0533%,-0.0557%,$252.9k
55,ZCash-ZEC,$59.55,+2.23%,$62.6m,$21.9m,+0.68%,0.09%,0.35,+0.0015%,+0.0042%,$88.6k
56,SHIBA INU-SHIB,$0.0000,+1.66%,$61.9m,$19.7m,+2.93%,0.08%,0.32,+0.0051%,+0.0027%,$63.9k
57,THORChain-RUNE,$1.95,+3.17%,$59.5m,$22.1m,-2.23%,0.09%,0.37,+0.0066%,+0.0072%,$108.0k
58,LUNA2-LUNA2,n/a,n/a,$57.0m,$3.7m,-35.82%,0.02%,0.07,+0.0100%,+0.0100%,$241.3k
59,Algorand-ALGO,$0.3005,+4.15%,$50.4m,$28.6m,+6.95%,0.12%,0.57,+0.0051%,+0.0060%,$38.8k
60,SushiSwap-SUSHI,$1.08,+4.02%,$49.5m,$27.7m,+3.91%,0.12%,0.56,+0.0062%,+0.0147%,$27.8k
61,Oasis Network-ROSE,$0.0654,+5.67%,$48.8m,$12.9m,+8.90%,0.06%,0.26,+0.0078%,+0.0081%,$29.9k
62,Kava-KAVA,$1.75,+2.11%,$42.1m,$12.1m,-0.10%,0.05%,0.29,+0.0052%,-0.0003%,$121.3k
63,NEM-XEM,$0.0449,+2.93%,$42.1m,$9.3m,+12.81%,0.04%,0.22,+0.0358%,-0.0281%,$41.6k
64,Stellar Lumens-XLM,$0.1052,+1.31%,$39.7m,$35.9m,-1.56%,0.15%,0.90,-0.0044%,+0.0081%,$156.9k
65,Tezos-XTZ,$1.54,+2.05%,$38.9m,$26.7m,+1.00%,0.11%,0.69,+0.0023%,-0.0032%,$49.5k
66,Maker-MKR,$763.90,+1.25%,$37.8m,$16.9m,+0.59%,0.07%,0.45,-0.0079%,-0.0015%,$47.3k
67,Reserve Rights-RSR,$0.0064,+3.64%,$37.5m,$16.1m,+2.94%,0.07%,0.43,+0.0090%,+0.0104%,$35.8k
68,Chromia-CHR,$0.1807,-1.67%,$37.2m,$9.5m,-16.08%,0.04%,0.26,+0.0069%,+0.0044%,$108.2k
69,Bluzelle-BLZ,$0.0955,-0.68%,$37.0m,$7.7m,+1.07%,0.03%,0.21,+0.0093%,+0.0052%,$91.4k
70,BitDAO-BIT,$0.6648,+7.99%,$36.5m,$26.4m,-5.92%,0.11%,0.72,-0.1441%,-0.1433%,$114.8k
71,DFI.Money-YFII,"$1,014.78",+2.54%,$36.1m,$19.1m,-3.86%,0.08%,0.53,-0.1995%,-0.2665%,$149.6k
72,Terra Classic-LUNC,$0.0002,-16.81%,$35.2m,$1.2m,-37.06%,0.00%,0.03,+0.0176%,+0.0100%,$308.6k
73,The Graph-GRT,$0.1049,+1.74%,$34.6m,$22.2m,-0.62%,0.09%,0.64,+0.0114%,+0.0003%,$45.7k
74,VeChain-VET,$0.0245,+2.68%,$33.9m,$16.3m,+1.62%,0.07%,0.48,+0.0060%,+0.0021%,$60.1k
75,Coin98-C98,$0.4230,-3.01%,$33.9m,$14.4m,-11.10%,0.06%,0.42,+0.0042%,+0.0036%,$48.1k
76,Elrond-EGLD,$52.83,+1.31%,$33.9m,$16.5m,+0.47%,0.07%,0.49,+0.0051%,+0.0050%,$33.1k
77,Zilliqa-ZIL,$0.0364,+2.49%,$33.6m,$23.5m,+3.55%,0.10%,0.70,+0.0034%,+0.0082%,$18.3k
78,iExec RLC-RLC,$1.13,+1.68%,$33.2m,$6.8m,+2.40%,0.03%,0.20,-0.0563%,-0.1257%,$84.9k
79,Serum-SRM,$0.7993,+2.07%,$33.1m,$24.8m,+0.16%,0.11%,0.75,-0.0011%,-0.0001%,$3.9k
80,Flamingo-FLM,$0.1168,+3.32%,$32.3m,$18.4m,-0.20%,0.08%,0.57,-0.0154%,-0.0312%,$92.9k
81,Dash-DASH,$45.36,+3.16%,$31.0m,$14.3m,+3.86%,0.06%,0.46,+0.0102%,+0.0031%,$46.3k
82,SafePal-SFP,$0.3883,-2.61%,$30.8m,$6.6m,-0.51%,0.03%,0.21,-0.0460%,-0.0466%,$65.5k
83,Harmony-ONE,$0.0209,+0.84%,$30.4m,$14.4m,+0.90%,0.06%,0.47,-0.0008%,+0.0076%,$19.3k
84,Enjin Coin-ENJ,$0.5229,+3.21%,$29.6m,$14.1m,+2.28%,0.06%,0.48,+0.0051%,+0.0087%,$71.0k
