,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,741.16",+0.13%,$19.6b,$10.0b,-0.06%,42.34%,0.51,-0.0014%,-0.0015%,$10.9m
1,Ethereum-ETH,"$1,562.97",+0.83%,$17.7b,$7.0b,+0.53%,29.33%,0.39,-0.0001%,-0.0040%,$29.0m
2,Cardano-ADA,$0.4914,-0.33%,$1.2b,$331.4m,-3.32%,1.40%,0.28,-0.0043%,-0.0015%,$1.4m
3,Ethereum Classic-ETC,$32.07,-0.16%,$836.5m,$384.4m,+0.71%,1.62%,0.46,-0.0074%,-0.0070%,$1.5m
4,Solana-SOL,$31.72,+1.38%,$714.0m,$395.1m,+2.13%,1.66%,0.55,+0.0129%,+0.0086%,$1.3m
5,1000SHIB-1000SHIB,$0.0125,+1.45%,$653.0m,$50.2m,+26.30%,0.21%,0.08,+0.0091%,+0.0100%,$978.8k
6,Cosmos-ATOM,$12.64,+0.81%,$569.0m,$140.0m,+4.60%,0.59%,0.25,-0.0088%,-0.0141%,$1.3m
7,Litecoin-LTC,$59.79,+0.71%,$530.9m,$224.2m,-1.56%,0.94%,0.42,+0.0103%,+0.0052%,$867.7k
8,EOS-EOS,$1.46,-2.90%,$455.4m,$185.2m,-1.52%,0.78%,0.41,+0.0034%,+0.0050%,$376.8k
9,Polygon-MATIC,$0.8803,-0.33%,$455.2m,$228.3m,-3.61%,0.96%,0.50,-0.0044%,+0.0002%,$294.5k
10,Chainlink-LINK,$7.20,+4.51%,$428.0m,$122.7m,+22.05%,0.52%,0.29,+0.0039%,+0.0081%,$446.5k
11,Ravencoin-RVN,$0.0322,+8.26%,$427.9m,$22.6m,+206.55%,0.10%,0.05,-0.5367%,-0.0679%,$818.1k
12,Binance Coin-BNB,$276.19,-0.31%,$424.7m,$260.8m,+0.82%,1.10%,0.61,+0.0076%,+0.0050%,$159.6k
13,Polkadot-DOT,$7.50,+3.07%,$380.7m,$286.9m,+7.17%,1.21%,0.75,+0.0084%,+0.0040%,$573.5k
14,Filecoin-FIL,$6.12,-2.42%,$357.5m,$118.4m,-11.00%,0.50%,0.33,+0.0026%,+0.0116%,$537.9k
15,The Sandbox-SAND,$0.9637,+3.93%,$355.8m,$88.9m,+15.83%,0.37%,0.25,+0.0065%,+0.0062%,$633.1k
16,Ripple-XRP,$0.3278,-0.72%,$344.7m,$325.1m,+2.35%,1.37%,0.94,+0.0093%,+0.0041%,$250.0k
17,Avalanche-AVAX,$18.84,-0.03%,$341.8m,$146.8m,+8.41%,0.62%,0.43,-0.0055%,+0.0033%,$225.9k
18,Dogecoin-DOGE,$0.0622,-0.36%,$337.5m,$128.4m,+1.43%,0.54%,0.38,+0.0079%,+0.0090%,$552.6k
19,Chiliz-CHZ,$0.2085,-2.63%,$335.8m,$97.5m,-1.73%,0.41%,0.29,-0.0024%,-0.0033%,$490.8k
20,STEPN-GMT,$0.6903,+0.29%,$324.6m,$113.1m,+1.18%,0.48%,0.35,-0.0012%,-0.0035%,$323.3k
21,Optimism-OP,$1.15,-0.73%,$274.8m,$70.2m,+0.83%,0.30%,0.26,-0.0079%,-0.0020%,$181.8k
22,Tellor-TRB,$18.40,+1.22%,$200.2m,$59.6m,-9.84%,0.25%,0.30,-0.1032%,-0.2092%,$190.1k
23,Axie Infinity-AXS,$14.16,-2.35%,$197.2m,$87.0m,-13.61%,0.37%,0.44,-0.0177%,-0.0290%,$237.1k
24,NEAR Protocol-NEAR,$4.19,+0.87%,$191.1m,$89.0m,+0.19%,0.38%,0.47,-0.0016%,-0.0008%,$324.0k
25,ApeCoin-APE,$4.73,-0.96%,$156.7m,$68.2m,+0.33%,0.29%,0.44,+0.0017%,+0.0019%,$141.9k
26,Curve DAO Token-CRV,$1.07,+0.54%,$147.6m,$57.8m,-1.55%,0.24%,0.39,+0.0029%,+0.0009%,$116.4k
27,Decentraland-MANA,$0.7943,+0.18%,$144.3m,$41.3m,+2.02%,0.17%,0.29,+0.0108%,+0.0046%,$280.2k
28,Unifi Protocol DAO-UNFI,$7.72,-2.87%,$144.1m,$20.3m,-10.55%,0.09%,0.14,+0.0032%,+0.0082%,$235.0k
29,Bitcoin Cash-BCH,$118.34,+0.90%,$143.0m,$173.0m,+2.52%,0.73%,1.21,-0.0079%,-0.0045%,$128.1k
30,SHIBA INU-SHIB,$0.0000,+1.17%,$138.6m,$20.7m,+1.35%,0.09%,0.15,+0.0086%,+0.0060%,$650.2k
31,Helium-HNT,$4.04,-2.78%,$117.0m,$21.3m,+2.94%,0.09%,0.18,+0.0069%,+0.0070%,$265.5k
32,Fantom-FTM,$0.2679,-0.30%,$107.8m,$50.5m,+4.11%,0.21%,0.47,+0.0122%,+0.0092%,$84.2k
33,Uniswap-UNI,$6.37,+0.85%,$94.7m,$46.9m,-1.61%,0.20%,0.50,+0.0016%,-0.0143%,$46.1k
34,Gala-GALA,$0.0506,+0.30%,$81.9m,$35.0m,-0.68%,0.15%,0.43,+0.0071%,+0.0084%,$47.5k
35,Tron-TRX,$0.0630,+0.35%,$78.8m,$142.1m,+1.15%,0.60%,1.80,-0.0030%,-0.0076%,$7.4k
36,Aave-AAVE,$88.14,+1.64%,$77.5m,$46.3m,+2.71%,0.19%,0.60,+0.0066%,+0.0050%,$13.5k
37,Waves-WAVES,$4.51,-0.80%,$73.5m,$51.2m,-4.54%,0.22%,0.70,+0.0092%,+0.0041%,$50.9k
38,Monero-XMR,$155.34,+0.96%,$69.5m,$49.1m,+9.52%,0.21%,0.71,+0.0025%,+0.0000%,$37.7k
39,yearn.finance-YFI,"$9,340.63",-1.00%,$66.2m,$38.2m,-4.20%,0.16%,0.58,-0.0060%,+0.0117%,$54.2k
40,ConstitutionDAO-PEOPLE,$0.0209,-0.54%,$64.2m,$26.2m,-8.47%,0.11%,0.41,+0.0085%,-0.0042%,$80.8k
41,Ethereum Name Service-ENS,$13.45,-1.72%,$62.9m,$26.0m,-8.29%,0.11%,0.41,+0.0056%,+0.0079%,$21.3k
42,Synthetix Network Token-SNX,$2.99,+0.56%,$58.9m,$35.7m,-0.52%,0.15%,0.61,-0.0234%,-0.0179%,$8.6k
43,Kusama-KSM,$49.77,-0.03%,$58.5m,$17.5m,+5.22%,0.07%,0.30,-0.0248%,-0.0056%,$55.0k
44,Algorand-ALGO,$0.3041,-1.76%,$57.8m,$30.3m,-4.63%,0.13%,0.52,-0.0050%,-0.0077%,$73.3k
45,dYdX-DYDX,$1.55,-0.50%,$56.2m,$37.2m,+0.14%,0.16%,0.66,+0.0075%,+0.0006%,$99.0k
46,ZCash-ZEC,$63.09,+0.27%,$54.7m,$22.8m,-5.53%,0.10%,0.42,+0.0191%,-0.0046%,$108.6k
47,Serum-SRM,$0.7943,+0.54%,$54.0m,$26.0m,+3.29%,0.11%,0.48,+0.0096%,-0.0094%,$42.9k
48,SushiSwap-SUSHI,$1.14,+1.06%,$54.0m,$30.0m,+2.32%,0.13%,0.56,+0.0038%,-0.0217%,$27.3k
49,THETA-THETA,$1.17,+2.26%,$52.9m,$22.7m,+3.50%,0.10%,0.43,-0.0009%,-0.0085%,$36.8k
50,Stargate Finance-STG,$0.6101,-0.29%,$51.0m,$15.4m,+3.79%,0.06%,0.30,-0.1030%,-0.1176%,$54.6k
51,Ankr-ANKR,$0.0347,-0.10%,$50.8m,$15.4m,+6.01%,0.07%,0.30,-0.1070%,-0.0746%,$99.7k
52,1inch-1INCH,$0.6644,-2.64%,$49.2m,$23.6m,-4.75%,0.10%,0.48,+0.0068%,-0.0028%,$100.7k
53,Holo-HOT,$0.0021,+1.87%,$46.6m,$6.6m,+26.20%,0.03%,0.14,-0.0246%,+0.0019%,$135.9k
54,CertiK-CTK,$1.02,+0.16%,$46.4m,$11.7m,-5.49%,0.05%,0.25,+0.0047%,+0.0100%,$70.9k
55,Kyber Network Crystal-KNC,$1.66,-2.15%,$45.4m,$18.3m,-1.60%,0.08%,0.40,+0.0012%,-0.0029%,$51.7k
56,Harmony-ONE,$0.0210,+4.00%,$41.2m,$15.8m,+11.24%,0.07%,0.38,+0.0082%,+0.0073%,$44.0k
57,Stellar Lumens-XLM,$0.1045,-2.66%,$41.2m,$36.9m,-2.51%,0.16%,0.90,-0.0010%,+0.0063%,$21.1k
58,THORChain-RUNE,$1.91,-0.15%,$41.2m,$21.6m,-2.86%,0.09%,0.52,+0.0078%,+0.0080%,$39.7k
59,OmiseGO-OMG,$1.86,+3.40%,$39.7m,$14.2m,+18.52%,0.06%,0.36,+0.0009%,+0.0102%,$11.0k
60,Celsius-CEL,$1.44,-0.18%,$38.4m,$26.6m,+0.95%,0.11%,0.69,-0.0718%,-0.0951%,$93.0k
61,Flow (Dapper labs)-FLOW,$1.89,-2.72%,$36.9m,$25.9m,-2.44%,0.11%,0.70,+0.0042%,+0.0005%,$9.8k
62,NEO-NEO,$9.28,+1.16%,$36.6m,$14.9m,+7.16%,0.06%,0.41,+0.0106%,-0.0097%,$22.1k
63,FOOTBALL-FOOTBALL,"$1,179.94",+2.63%,$36.0m,$7.6m,-3.33%,0.03%,0.21,+0.0401%,+0.0100%,$53.9k
64,Bella Protocol-BEL,$0.6834,+1.85%,$35.7m,$4.2m,+8.61%,0.02%,0.12,+0.0100%,+0.0100%,$41.7k
65,Balancer-BAL,$7.10,-0.42%,$33.9m,$15.6m,-13.78%,0.07%,0.46,-0.0085%,-0.0035%,$33.0k
66,VeChain-VET,$0.0244,+0.70%,$33.1m,$17.1m,+4.82%,0.07%,0.52,+0.0083%,+0.0080%,$11.5k
67,Flamingo-FLM,$0.1189,+0.34%,$32.8m,$19.3m,-5.39%,0.08%,0.59,-0.0083%,-0.0108%,$4.4k
68,Lido DAO Token-LDO,$1.99,+1.29%,$32.2m,$17.2m,+2.44%,0.07%,0.53,-0.0060%,-0.0060%,$40.2k
69,Tezos-XTZ,$1.53,+0.70%,$31.3m,$28.0m,+5.60%,0.12%,0.89,+0.0074%,+0.0028%,$56.8k
70,Loopring-LRC,$0.3605,+1.10%,$31.0m,$13.8m,+4.68%,0.06%,0.45,+0.0098%,+0.0045%,$32.5k
71,Compound-COMP,$47.59,-1.36%,$30.5m,$22.8m,-7.57%,0.10%,0.75,-0.0010%,+0.0041%,$21.7k
72,Enjin Coin-ENJ,$0.5312,+1.48%,$30.5m,$15.8m,+2.95%,0.07%,0.52,+0.0049%,+0.0046%,$98.9k
73,Zilliqa-ZIL,$0.0357,-0.33%,$29.2m,$23.5m,+1.09%,0.10%,0.80,+0.0086%,+0.0050%,$5.8k
74,Dash-DASH,$47.48,+2.36%,$28.7m,$15.9m,+3.92%,0.07%,0.56,-0.0070%,+0.0251%,$17.2k
75,Internet Computer-ICP,$6.60,+3.29%,$28.5m,$13.7m,+3.66%,0.06%,0.48,+0.0054%,+0.0001%,$46.6k
76,Terra-LUNA,$1.80,-1.34%,$28.4m,$6.6m,-5.71%,0.03%,0.23,+0.0078%,+0.0114%,$84.1k
77,Elrond-EGLD,$51.19,+0.81%,$27.8m,$16.0m,-2.76%,0.07%,0.57,+0.0106%,+0.0015%,$26.4k
78,Storj-STORJ,$0.5469,+0.61%,$27.1m,$11.8m,+2.33%,0.05%,0.43,+0.0078%,+0.0072%,$29.7k
79,Oasis Network-ROSE,$0.0637,+0.75%,$26.5m,$11.8m,-3.20%,0.05%,0.45,+0.0081%,+0.0081%,$11.1k
80,Cartesi-CTSI,$0.1427,+3.39%,$25.6m,$3.7m,+17.34%,0.02%,0.15,-0.0208%,-0.0303%,$18.5k
81,The Graph-GRT,$0.1032,+1.30%,$25.0m,$21.7m,-0.49%,0.09%,0.87,+0.0036%,+0.0139%,$16.9k
82,Iota-IOTA,$0.2852,-0.45%,$23.8m,$11.1m,+1.41%,0.05%,0.46,+0.0164%,+0.0089%,$28.2k
83,MyNeighborAlice-ALICE,$2.09,+1.17%,$23.4m,$10.6m,+2.56%,0.04%,0.45,+0.0077%,+0.0077%,$10.3k
84,Coin98-C98,$0.4247,-3.27%,$23.2m,$13.6m,-12.54%,0.06%,0.59,+0.0040%,+0.0063%,$8.8k
85,Dusk Network-DUSK,$0.1433,+6.34%,$23.1m,$6.5m,+66.63%,0.03%,0.28,+0.0004%,-0.0050%,$55.7k
86,SKALE Network-SKL,$0.0499,+2.70%,$23.0m,$6.5m,+4.95%,0.03%,0.28,+0.0066%,+0.0043%,$60.3k
87,Chromia-CHR,$0.1773,+0.59%,$21.4m,$8.8m,+1.12%,0.04%,0.41,+0.0014%,+0.0002%,$18.5k
88,Icon-ICX,$0.2744,+2.74%,$20.9m,$5.1m,+24.51%,0.02%,0.24,+0.0031%,+0.0026%,$20.1k
89,Dent-DENT,$0.0010,+2.41%,$20.6m,$6.1m,+12.75%,0.03%,0.30,+0.0013%,-0.0052%,$45.3k
90,Jasmy-JASMY,$0.0087,+0.01%,$20.2m,$11.5m,+0.14%,0.05%,0.57,-0.0012%,+0.0074%,$23.4k
91,Injective Protocol-INJ,$1.58,+2.40%,$19.5m,$3.1m,+68.99%,0.01%,0.16,+0.0100%,+0.0100%,$28.2k
92,Horizen-ZEN,$16.24,+1.80%,$19.4m,$7.5m,+1.93%,0.03%,0.39,+0.0232%,+0.0042%,$15.0k
93,Kava-KAVA,$1.68,+0.13%,$19.4m,$11.4m,-0.92%,0.05%,0.59,+0.0063%,+0.0073%,$14.2k
94,FTX Token-FTT,$26.14,-0.09%,$19.1m,$67.7m,+0.67%,0.29%,3.55,-0.0137%,-0.0023%,$0.0
95,Hedera-HBAR,$0.0617,+1.03%,$19.0m,$9.0m,+0.26%,0.04%,0.47,+0.0071%,+0.0002%,$21.6k
96,Basic Attention Token-BAT,$0.3434,+1.92%,$18.9m,$11.6m,+6.54%,0.05%,0.61,+0.0082%,+0.0017%,$10.7k
97,1000XEC-1000XEC,$0.0432,-0.94%,$18.9m,$7.2m,-12.30%,0.03%,0.38,-0.0593%,-0.0001%,$6.0k
98,Maker-MKR,$748.14,+0.63%,$18.7m,$15.7m,-3.93%,0.07%,0.84,-0.0003%,+0.0108%,$9.7k
99,Reserve Rights-RSR,$0.0063,+1.14%,$18.6m,$14.6m,-1.51%,0.06%,0.78,+0.0072%,+0.0096%,$5.3k
100,iExec RLC-RLC,$1.12,+0.12%,$17.6m,$6.3m,-4.11%,0.03%,0.36,-0.0047%,-0.0840%,$11.4k
101,Bluzelle-BLZ,$0.0951,-0.61%,$17.6m,$6.6m,-6.84%,0.03%,0.37,+0.0100%,+0.0100%,$8.2k
102,Ontology-ONT,$0.2237,-6.05%,$17.5m,$8.9m,+1.72%,0.04%,0.51,+0.0114%,-0.0071%,$29.9k
103,Mask Network-MASK,$1.34,+2.86%,$17.5m,$7.0m,+9.31%,0.03%,0.40,-0.0003%,+0.0214%,$15.4k
104,Project Galaxy-GAL,$2.48,+0.39%,$16.6m,$11.9m,+4.32%,0.05%,0.72,-0.0051%,-0.0002%,$5.3k
105,BitDAO-BIT,$0.6290,+0.64%,$16.3m,$25.7m,+4.33%,0.11%,1.57,-0.3350%,-0.3367%,$39.7k
106,Litentry-LIT,$0.7220,+1.40%,$15.6m,$5.0m,+4.53%,0.02%,0.32,+0.0100%,+0.0100%,$6.3k
107,NEM-XEM,$0.0437,-0.06%,$15.4m,$8.8m,-0.95%,0.04%,0.57,+0.0333%,-0.0145%,$11.6k
108,Qtum-QTUM,$3.17,+0.55%,$15.0m,$15.7m,+3.50%,0.07%,1.04,+0.0094%,+0.0075%,$4.5k
109,Badger DAO-BADGER,$5.11,+8.66%,$14.6m,$3.0m,+27.25%,0.01%,0.20,-0.0070%,-0.0506%,$11.1k
110,Arweave-AR,$10.13,+0.43%,$14.6m,$13.0m,+1.31%,0.05%,0.89,+0.0056%,+0.0071%,$12.8k
111,Gitcoin-GTC,$2.25,-0.52%,$14.2m,$4.0m,-10.71%,0.02%,0.28,+0.0095%,+0.0064%,$44.9k
112,Raydium-RAY,$0.6608,+3.00%,$14.2m,$8.4m,+6.81%,0.04%,0.59,+0.0067%,+0.0063%,$10.7k
113,Audius-AUDIO,$0.2911,+0.90%,$13.7m,$8.2m,+3.91%,0.03%,0.60,+0.0059%,+0.0065%,$727.8
114,Swipe-SXP,$0.3763,+0.79%,$13.5m,$8.7m,+3.79%,0.04%,0.64,+0.0068%,+0.0072%,$19.6k
115,0x-ZRX,$0.2971,+1.07%,$13.5m,$8.4m,+0.83%,0.04%,0.63,+0.0032%,+0.0046%,$7.3k
116,Aragon-ANT,$1.84,+2.52%,$13.5m,$5.8m,-2.18%,0.02%,0.43,+0.0046%,-0.0038%,$23.3k
117,API3-API3,$1.71,+2.00%,$13.0m,$4.6m,+4.32%,0.02%,0.36,-0.0137%,+0.0075%,$1.5k
118,Ren-REN,$0.1243,+2.95%,$12.8m,$7.7m,+5.90%,0.03%,0.60,+0.0134%,-0.0017%,$24.2k
