,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,585.06",+1.11%,$20.4b,$7.1b,+1.23%,29.36%,0.35,-0.0063%,-0.0041%,$35.1m
1,Bitcoin-BTC,"$19,726.61",-0.90%,$18.9b,$10.1b,+1.24%,41.85%,0.53,+0.0037%,-0.0028%,$11.0m
2,Ethereum Classic-ETC,$36.34,+12.14%,$3.5b,$585.0m,+52.18%,2.43%,0.17,-0.0114%,-0.0106%,$7.1m
3,Cardano-ADA,$0.4883,-2.10%,$901.7m,$311.5m,-11.57%,1.30%,0.35,+0.0064%,-0.0010%,$1.3m
4,Solana-SOL,$31.69,-0.16%,$791.2m,$389.0m,-1.97%,1.62%,0.49,+0.0091%,+0.0076%,$1.3m
5,Ravencoin-RVN,$0.0361,+2.12%,$691.6m,$33.0m,+60.84%,0.14%,0.05,-0.2515%,-0.1353%,$1.4m
6,EOS-EOS,$1.54,+3.30%,$677.5m,$198.5m,+4.87%,0.83%,0.29,+0.0081%,+0.0092%,$1.4m
7,Litecoin-LTC,$59.97,+0.69%,$553.3m,$221.8m,+0.15%,0.92%,0.40,+0.0127%,+0.0001%,$939.0k
8,Binance Coin-BNB,$274.16,-1.26%,$512.8m,$269.2m,+2.60%,1.12%,0.52,-0.0026%,-0.0003%,$332.5k
9,Polygon-MATIC,$0.8726,-2.36%,$505.8m,$219.7m,-6.54%,0.91%,0.43,-0.0009%,-0.0003%,$435.3k
10,Cosmos-ATOM,$12.68,-1.11%,$498.2m,$138.3m,-8.04%,0.58%,0.28,+0.0023%,-0.0128%,$969.2k
11,Polkadot-DOT,$7.29,+0.17%,$478.8m,$278.4m,+3.92%,1.16%,0.58,+0.0075%,-0.0069%,$579.0k
12,Ripple-XRP,$0.3296,-0.35%,$445.6m,$327.3m,+2.52%,1.36%,0.73,+0.0061%,+0.0007%,$460.8k
13,Chainlink-LINK,$7.22,+0.53%,$416.9m,$123.5m,-0.80%,0.51%,0.30,+0.0052%,+0.0062%,$433.7k
14,Avalanche-AVAX,$18.70,-1.44%,$383.2m,$145.6m,+4.01%,0.61%,0.38,-0.0068%,-0.0178%,$335.2k
15,Filecoin-FIL,$6.02,-3.68%,$380.8m,$113.0m,-8.75%,0.47%,0.30,+0.0104%,+0.0085%,$684.7k
16,The Sandbox-SAND,$0.9480,-1.99%,$374.0m,$83.2m,-7.45%,0.35%,0.22,+0.0088%,+0.0036%,$642.2k
17,Chiliz-CHZ,$0.2033,-4.20%,$358.3m,$99.2m,-1.30%,0.41%,0.28,+0.0132%,+0.0052%,$593.4k
18,Optimism-OP,$1.16,+0.05%,$325.2m,$71.8m,+2.19%,0.30%,0.22,+0.0063%,+0.0035%,$577.8k
19,1000SHIB-1000SHIB,$0.0124,-3.31%,$299.5m,$45.6m,-18.42%,0.19%,0.15,-0.0032%,+0.0006%,$518.8k
20,Dogecoin-DOGE,$0.0619,-2.06%,$286.0m,$127.9m,-0.85%,0.53%,0.45,+0.0107%,+0.0082%,$559.1k
21,Bitcoin Cash-BCH,$122.98,+4.57%,$254.3m,$190.9m,+13.31%,0.79%,0.75,-0.0023%,-0.0044%,$315.3k
22,STEPN-GMT,$0.6825,-2.29%,$252.1m,$110.4m,-4.43%,0.46%,0.44,+0.0031%,+0.0044%,$266.7k
23,NEAR Protocol-NEAR,$4.15,-1.58%,$201.2m,$89.1m,-1.86%,0.37%,0.44,+0.0032%,-0.0027%,$365.6k
24,Axie Infinity-AXS,$14.07,-2.90%,$193.4m,$84.7m,-8.54%,0.35%,0.44,-0.0100%,-0.0297%,$670.4k
25,Tellor-TRB,$18.08,-3.77%,$166.8m,$61.1m,-2.67%,0.25%,0.37,-0.1028%,-0.1349%,$133.5k
26,ApeCoin-APE,$4.70,-1.53%,$153.1m,$68.1m,-1.90%,0.28%,0.44,+0.0021%,-0.0040%,$195.0k
27,Curve DAO Token-CRV,$1.08,-1.14%,$149.8m,$56.8m,-4.00%,0.24%,0.38,+0.0094%,-0.0028%,$83.4k
28,Helium-HNT,$3.86,-11.69%,$143.3m,$22.2m,+6.68%,0.09%,0.15,+0.0019%,-0.0102%,$295.9k
29,Fantom-FTM,$0.2617,-3.84%,$141.0m,$52.6m,+5.70%,0.22%,0.37,+0.0052%,+0.0038%,$230.6k
30,Unifi Protocol DAO-UNFI,$7.63,-7.16%,$134.6m,$21.8m,-5.44%,0.09%,0.16,+0.0030%,+0.0008%,$168.3k
31,Decentraland-MANA,$0.7859,-2.61%,$97.7m,$40.9m,-6.79%,0.17%,0.42,+0.0075%,+0.0093%,$112.8k
32,Ethereum Name Service-ENS,$14.13,+3.17%,$93.7m,$29.6m,+7.25%,0.12%,0.32,+0.0044%,+0.0029%,$113.8k
33,Uniswap-UNI,$6.33,-1.81%,$92.6m,$47.5m,-0.38%,0.20%,0.51,+0.0095%,-0.0006%,$85.0k
