,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,576.35",+0.57%,$34.3b,$6.9b,+0.43%,29.72%,0.20,-0.0008%,+0.0067%,$71.2m
1,Bitcoin-BTC,"$20,024.24",-0.75%,$28.9b,$9.9b,+2.58%,42.31%,0.34,+0.0004%,+0.0025%,$25.3m
2,Ethereum Classic-ETC,$32.72,-0.06%,$1.5b,$392.3m,+0.37%,1.68%,0.27,-0.0149%,-0.0083%,$3.3m
3,Solana-SOL,$31.25,-2.57%,$1.1b,$396.8m,+1.75%,1.70%,0.35,+0.0081%,+0.0118%,$1.5m
4,Polygon-MATIC,$0.8717,+4.35%,$1.0b,$228.7m,+16.63%,0.98%,0.22,-0.0057%,-0.0169%,$1.9m
5,EOS-EOS,$1.46,+5.02%,$994.4m,$183.6m,+6.35%,0.79%,0.18,+0.0031%,-0.0017%,$1.9m
6,Tellor-TRB,$21.26,+10.21%,$993.0m,$66.6m,-1.89%,0.29%,0.07,-0.4532%,-0.8130%,$2.4m
7,Binance Coin-BNB,$277.18,-1.69%,$815.1m,$279.2m,+7.07%,1.20%,0.34,-0.0054%,-0.0069%,$642.8k
8,Chiliz-CHZ,$0.2115,-1.60%,$745.1m,$93.9m,-11.92%,0.40%,0.13,+0.0065%,+0.0070%,$1.1m
9,Cosmos-ATOM,$12.28,+2.21%,$645.6m,$129.2m,+5.96%,0.55%,0.20,+0.0034%,-0.0052%,$798.1k
10,Cardano-ADA,$0.4558,+0.39%,$640.6m,$275.4m,+0.52%,1.18%,0.43,-0.0004%,+0.0048%,$1.2m
11,Litecoin-LTC,$57.25,+4.81%,$631.4m,$198.5m,+11.01%,0.85%,0.31,+0.0044%,+0.0086%,$1.0m
12,Avalanche-AVAX,$19.02,-1.83%,$551.1m,$137.1m,+0.76%,0.59%,0.25,+0.0015%,-0.0055%,$1.0m
13,Ripple-XRP,$0.3309,+0.19%,$494.4m,$323.8m,-0.22%,1.39%,0.65,+0.0059%,+0.0089%,$779.6k
14,NEAR Protocol-NEAR,$4.35,-1.00%,$455.3m,$99.4m,-11.15%,0.43%,0.22,+0.0041%,+0.0045%,$678.5k
15,Optimism-OP,$1.14,+0.00%,$402.4m,$64.5m,+3.04%,0.28%,0.16,+0.0156%,+0.0085%,$647.6k
16,Dogecoin-DOGE,$0.0621,+0.34%,$381.2m,$123.2m,+1.21%,0.53%,0.32,+0.0089%,+0.0066%,$670.0k
17,Polkadot-DOT,$7.13,+0.79%,$307.3m,$264.9m,+1.62%,1.14%,0.86,-0.0043%,+0.0065%,$248.3k
18,Curve DAO Token-CRV,$1.12,-3.79%,$295.5m,$60.5m,-11.56%,0.26%,0.20,+0.0019%,+0.0067%,$766.6k
19,STEPN-GMT,$0.6750,-0.39%,$280.5m,$109.9m,+1.45%,0.47%,0.39,-0.0007%,+0.0036%,$602.5k
20,Chainlink-LINK,$6.73,+0.45%,$273.7m,$101.2m,-0.35%,0.43%,0.37,+0.0095%,+0.0084%,$390.6k
21,Balancer-BAL,$7.59,+5.60%,$254.2m,$27.7m,+84.05%,0.12%,0.11,-0.1189%,+0.0235%,$601.4k
22,Filecoin-FIL,$5.72,-0.98%,$234.9m,$101.3m,+1.58%,0.43%,0.43,-0.0053%,+0.0047%,$243.7k
23,Terra-LUNA,$1.99,+12.26%,$230.4m,$8.4m,+39.67%,0.04%,0.04,-0.0006%,+0.0124%,$1.4m
24,Stargate Finance-STG,$0.6324,-3.31%,$225.1m,$19.3m,+54.17%,0.08%,0.09,-0.1526%,-0.1353%,$697.3k
25,1000SHIB-1000SHIB,$0.0122,-0.25%,$205.3m,$39.3m,+2.31%,0.17%,0.19,+0.0022%,+0.0011%,$358.0k
26,ApeCoin-APE,$4.73,-1.92%,$201.4m,$66.3m,+1.98%,0.28%,0.33,+0.0015%,+0.0017%,$285.8k
27,Synthetix Network Token-SNX,$2.88,-3.70%,$197.6m,$38.9m,-8.49%,0.17%,0.20,-0.0163%,-0.0188%,$332.0k
28,Bitcoin Cash-BCH,$116.46,+0.61%,$173.9m,$169.2m,+2.27%,0.73%,0.97,-0.0104%,-0.0078%,$264.1k
29,The Sandbox-SAND,$0.9304,-2.25%,$173.6m,$76.5m,-2.02%,0.33%,0.44,+0.0048%,+0.0050%,$410.4k
30,Axie Infinity-AXS,$13.91,-3.59%,$151.8m,$81.8m,-3.98%,0.35%,0.54,-0.0192%,-0.0169%,$261.7k
31,Fantom-FTM,$0.2696,-2.73%,$133.4m,$49.2m,+3.07%,0.21%,0.37,+0.0056%,+0.0033%,$311.4k
32,Waves-WAVES,$4.51,-0.21%,$130.3m,$52.7m,+1.91%,0.23%,0.40,-0.0032%,-0.0028%,$207.5k
33,1000XEC-1000XEC,$0.0460,+4.78%,$130.1m,$11.4m,-14.17%,0.05%,0.09,-0.0520%,-0.0129%,$252.7k
34,Unifi Protocol DAO-UNFI,$7.46,-3.20%,$124.2m,$20.1m,+0.72%,0.09%,0.16,+0.0092%,+0.0056%,$234.6k
35,Aave-AAVE,$85.71,-0.28%,$122.3m,$44.0m,-2.12%,0.19%,0.36,-0.0094%,-0.0016%,$72.9k
36,Ethereum Name Service-ENS,$13.25,+3.36%,$121.2m,$22.8m,+12.77%,0.10%,0.19,+0.0066%,+0.0036%,$98.4k
37,Tron-TRX,$0.0630,-1.20%,$117.5m,$144.2m,-0.37%,0.62%,1.23,-0.0141%,-0.0239%,$54.3k
38,Uniswap-UNI,$6.26,+0.77%,$109.9m,$47.1m,+0.92%,0.20%,0.43,+0.0053%,+0.0056%,$148.9k
39,SafePal-SFP,$0.4057,+2.41%,$93.1m,$6.7m,+8.21%,0.03%,0.07,+0.0073%,+0.0077%,$230.8k
40,Gala-GALA,$0.0504,-0.86%,$92.5m,$34.2m,+3.22%,0.15%,0.37,+0.0066%,+0.0061%,$326.7k
41,Helium-HNT,$4.81,-10.69%,$92.5m,$14.6m,+5.27%,0.06%,0.16,-0.0159%,-0.0325%,$374.5k
42,Kyber Network Crystal-KNC,$1.77,+1.08%,$92.0m,$22.0m,+4.79%,0.09%,0.24,+0.0025%,+0.0035%,$75.8k
43,Celsius-CEL,$1.39,+22.92%,$88.7m,$27.3m,+19.89%,0.12%,0.31,-0.0606%,-0.1773%,$906.9k
44,Monero-XMR,$152.74,+1.78%,$87.5m,$43.6m,+5.64%,0.19%,0.50,+0.0184%,+0.0143%,$46.1k
