,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,552.15",-6.68%,$36.7b,$6.9b,-5.62%,29.68%,0.19,-0.0176%,-0.0217%,$97.3m
1,Bitcoin-BTC,"$18,940.10",-4.13%,$32.9b,$9.9b,-1.14%,42.54%,0.30,-0.0034%,-0.0050%,$91.7m
2,Ethereum Classic-ETC,$35.41,-13.62%,$6.7b,$497.8m,-31.09%,2.14%,0.07,-0.0413%,-0.0523%,$36.3m
3,Solana-SOL,$31.58,-5.69%,$1.5b,$377.5m,-8.61%,1.62%,0.25,-0.0050%,-0.0040%,$2.8m
4,EOS-EOS,$1.58,+3.81%,$1.4b,$227.9m,+23.52%,0.98%,0.16,-0.0197%,-0.0187%,$4.1m
5,Cardano-ADA,$0.4684,-5.39%,$1.1b,$282.7m,-7.73%,1.21%,0.27,+0.0022%,+0.0017%,$2.5m
6,Binance Coin-BNB,$267.82,-4.37%,$897.4m,$276.3m,+4.30%,1.19%,0.31,-0.0082%,-0.0051%,$1.3m
7,Polygon-MATIC,$0.8222,-7.11%,$839.6m,$190.8m,-12.45%,0.82%,0.23,-0.0078%,-0.0101%,$2.0m
8,Ripple-XRP,$0.3248,-2.69%,$768.8m,$323.6m,-1.65%,1.39%,0.42,-0.0070%,-0.0046%,$2.2m
9,Helium-HNT,$4.76,+31.41%,$709.7m,$35.7m,+61.45%,0.15%,0.05,-0.2302%,-0.2274%,$1.8m
10,Litecoin-LTC,$55.39,-5.61%,$659.1m,$191.5m,-8.13%,0.82%,0.29,-0.0014%,+0.0010%,$3.0m
11,Avalanche-AVAX,$18.60,-6.39%,$650.6m,$131.1m,-8.66%,0.56%,0.20,+0.0038%,-0.0004%,$1.6m
12,Cosmos-ATOM,$12.14,-1.65%,$628.2m,$111.4m,-8.88%,0.48%,0.18,-0.0095%,-0.0146%,$1.3m
13,Chiliz-CHZ,$0.1879,-8.11%,$571.0m,$75.9m,-21.87%,0.33%,0.13,-0.0012%,-0.0019%,$1.9m
14,Polkadot-DOT,$7.12,-5.47%,$559.2m,$264.1m,-6.74%,1.13%,0.47,-0.0097%,-0.0032%,$2.0m
15,NEAR Protocol-NEAR,$4.17,-6.78%,$550.3m,$90.3m,-13.13%,0.39%,0.16,-0.0054%,-0.0096%,$1.4m
16,Stargate Finance-STG,$0.7030,+10.26%,$543.1m,$29.8m,+75.61%,0.13%,0.05,-0.0001%,-0.0001%,$767.9k
17,Dogecoin-DOGE,$0.0604,-3.14%,$533.4m,$119.8m,-4.56%,0.51%,0.22,+0.0022%,+0.0056%,$2.8m
18,Optimism-OP,$1.13,-6.52%,$485.9m,$61.6m,-5.86%,0.26%,0.13,-0.0005%,-0.0070%,$1.5m
19,Filecoin-FIL,$5.79,-4.49%,$462.3m,$103.4m,-6.07%,0.44%,0.22,-0.0021%,+0.0026%,$2.7m
20,Chainlink-LINK,$6.81,-5.03%,$381.0m,$103.5m,-6.29%,0.44%,0.27,+0.0024%,-0.0099%,$1.6m
21,STEPN-GMT,$0.6402,-7.61%,$350.6m,$105.3m,-6.99%,0.45%,0.30,-0.0074%,-0.0070%,$1.1m
22,Ravencoin-RVN,$0.0367,-10.24%,$334.0m,$20.3m,-48.72%,0.09%,0.06,-0.0023%,+0.0083%,$1.0m
23,Bitcoin Cash-BCH,$114.05,-8.60%,$317.8m,$167.0m,-9.89%,0.72%,0.53,-0.0122%,-0.0133%,$831.9k
24,1000SHIB-1000SHIB,$0.0121,-3.05%,$313.7m,$41.4m,-7.71%,0.18%,0.13,+0.0100%,+0.0100%,$760.1k
25,Curve DAO Token-CRV,$1.06,-8.71%,$304.6m,$56.5m,-16.08%,0.24%,0.19,+0.0023%,-0.0044%,$900.0k
26,The Sandbox-SAND,$0.8838,-7.67%,$278.4m,$73.6m,-12.31%,0.32%,0.26,-0.0049%,-0.0174%,$1.4m
27,ApeCoin-APE,$4.33,-8.26%,$261.4m,$64.4m,-5.92%,0.28%,0.25,-0.0112%,-0.0119%,$1.1m
28,Tellor-TRB,$16.34,-3.94%,$239.2m,$43.2m,-8.89%,0.19%,0.18,-0.0735%,+0.0108%,$531.1k
29,Fantom-FTM,$0.2503,-6.19%,$185.0m,$48.5m,-2.64%,0.21%,0.26,+0.0003%,+0.0004%,$740.1k
30,Axie Infinity-AXS,$13.24,-6.71%,$182.9m,$78.6m,-5.58%,0.34%,0.43,-0.0377%,-0.0331%,$993.4k
31,Unifi Protocol DAO-UNFI,$7.11,-7.72%,$173.7m,$18.1m,-9.99%,0.08%,0.10,+0.0100%,+0.0100%,$398.5k
32,Ethereum Name Service-ENS,$13.69,-9.16%,$170.0m,$26.6m,-23.44%,0.11%,0.16,+0.0046%,+0.0001%,$395.4k
33,Project Galaxy-GAL,$2.47,-12.63%,$169.8m,$14.7m,-27.86%,0.06%,0.09,-0.0098%,-0.0205%,$456.9k
34,Aave-AAVE,$84.04,-7.77%,$143.6m,$44.1m,-11.25%,0.19%,0.31,-0.0216%,-0.0150%,$267.3k
35,Tron-TRX,$0.0608,-3.21%,$131.9m,$141.9m,+0.00%,0.61%,1.08,-0.0159%,-0.0182%,$308.9k
36,Decentraland-MANA,$0.7488,-5.13%,$127.7m,$38.3m,-5.39%,0.16%,0.30,-0.0071%,-0.0059%,$517.3k
37,Uniswap-UNI,$5.96,-6.21%,$127.6m,$45.0m,-4.64%,0.19%,0.35,-0.0078%,-0.0085%,$452.0k
38,Gala-GALA,$0.0480,-5.22%,$127.2m,$33.4m,-6.29%,0.14%,0.26,+0.0002%,+0.0049%,$449.3k
39,Kyber Network Crystal-KNC,$1.69,-1.07%,$123.5m,$19.6m,+5.21%,0.08%,0.16,+0.0002%,+0.0006%,$257.1k
40,Waves-WAVES,$4.34,-5.01%,$121.7m,$48.3m,-6.35%,0.21%,0.40,+0.0060%,+0.0055%,$526.7k
41,dYdX-DYDX,$1.42,-9.73%,$106.2m,$36.4m,-1.17%,0.16%,0.34,-0.0041%,+0.0011%,$513.9k
42,Monero-XMR,$148.27,-4.18%,$100.1m,$40.6m,-10.32%,0.17%,0.41,-0.0043%,+0.0038%,$307.4k
43,SushiSwap-SUSHI,$1.13,-8.11%,$96.7m,$27.1m,-21.50%,0.12%,0.28,-0.0156%,-0.0134%,$257.0k
44,Algorand-ALGO,$0.2980,-0.77%,$95.5m,$29.0m,-1.89%,0.12%,0.30,-0.0029%,-0.0151%,$192.9k
45,Synthetix Network Token-SNX,$2.89,-2.75%,$90.1m,$33.0m,-3.59%,0.14%,0.37,-0.0348%,-0.0319%,$447.6k
46,THETA-THETA,$1.09,-6.82%,$89.1m,$22.4m,-1.57%,0.10%,0.25,-0.0155%,-0.0204%,$466.6k
47,Terra-LUNA,$1.93,-1.89%,$87.9m,$6.8m,-11.59%,0.03%,0.08,-0.0088%,-0.0014%,$576.1k
48,ConstitutionDAO-PEOPLE,$0.0205,-2.24%,$83.6m,$23.9m,-4.82%,0.10%,0.29,+0.0075%,-0.0022%,$691.1k
49,yearn.finance-YFI,"$8,860.38",-5.41%,$78.9m,$32.9m,-9.24%,0.14%,0.42,-0.0197%,-0.0268%,$458.8k
50,THORChain-RUNE,$1.80,-6.55%,$78.6m,$20.9m,-10.92%,0.09%,0.27,+0.0062%,+0.0057%,$276.7k
