,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,640.71",+3.80%,$33.7b,$7.0b,+3.65%,30.10%,0.21,-0.0145%,-0.0089%,$102.7m
1,Bitcoin-BTC,"$19,326.26",+1.87%,$24.9b,$9.7b,-0.98%,41.71%,0.39,-0.0050%,-0.0013%,$36.6m
2,Ethereum Classic-ETC,$37.21,+4.17%,$5.4b,$507.1m,-4.12%,2.18%,0.09,-0.0430%,-0.0651%,$19.3m
3,EOS-EOS,$1.66,+18.41%,$1.6b,$240.9m,+45.15%,1.04%,0.15,-0.0143%,-0.0138%,$4.3m
4,Solana-SOL,$32.55,+4.49%,$1.2b,$382.1m,+2.54%,1.65%,0.31,-0.0019%,+0.0051%,$2.3m
5,Helium-HNT,$5.15,+50.63%,$918.8m,$37.9m,+96.70%,0.16%,0.04,-0.1449%,-0.0838%,$1.8m
6,Cardano-ADA,$0.4772,+2.75%,$808.5m,$281.6m,+0.05%,1.21%,0.35,-0.0027%,-0.0065%,$1.0m
7,Binance Coin-BNB,$278.75,+5.17%,$708.3m,$277.9m,+2.02%,1.20%,0.39,-0.0034%,+0.0078%,$986.5k
8,Ripple-XRP,$0.3342,+3.00%,$665.0m,$326.1m,+1.20%,1.40%,0.49,-0.0073%,-0.0028%,$1.6m
9,Polygon-MATIC,$0.8397,+1.71%,$637.9m,$191.5m,-1.18%,0.83%,0.30,-0.0093%,-0.0142%,$1.4m
10,Stargate Finance-STG,$0.7204,+16.19%,$567.3m,$26.3m,+71.70%,0.11%,0.05,+0.0052%,+0.0056%,$682.7k
11,Cosmos-ATOM,$12.88,+7.33%,$548.1m,$120.3m,+5.91%,0.52%,0.22,-0.0099%,-0.0184%,$1.1m
12,Litecoin-LTC,$57.24,+4.18%,$514.5m,$193.3m,+2.18%,0.83%,0.38,-0.0033%,+0.0049%,$1.2m
13,Avalanche-AVAX,$18.98,+2.74%,$505.9m,$130.5m,-0.10%,0.56%,0.26,+0.0053%,+0.0001%,$1.1m
14,NEAR Protocol-NEAR,$4.37,+6.20%,$419.2m,$93.3m,+3.60%,0.40%,0.22,-0.0046%,-0.0055%,$806.3k
15,Polkadot-DOT,$7.23,+4.42%,$410.8m,$264.6m,+2.61%,1.14%,0.64,-0.0104%,-0.0026%,$537.1k
16,Chiliz-CHZ,$0.1906,+2.25%,$406.9m,$74.2m,-5.33%,0.32%,0.18,+0.0027%,+0.0052%,$479.9k
17,Optimism-OP,$1.16,+4.29%,$389.3m,$59.8m,+3.90%,0.26%,0.15,+0.0020%,+0.0015%,$561.3k
18,Dogecoin-DOGE,$0.0609,+3.28%,$364.4m,$118.1m,-3.47%,0.51%,0.32,+0.0023%,+0.0046%,$815.2k
19,Chainlink-LINK,$7.04,+5.11%,$310.4m,$105.5m,+6.01%,0.45%,0.34,-0.0018%,-0.0031%,$544.6k
20,Filecoin-FIL,$5.89,+4.66%,$299.0m,$102.4m,+4.04%,0.44%,0.34,-0.0018%,+0.0095%,$770.5k
21,Curve DAO Token-CRV,$1.17,+12.82%,$260.0m,$62.5m,+15.06%,0.27%,0.24,+0.0014%,-0.0180%,$825.5k
22,STEPN-GMT,$0.6512,+2.45%,$242.9m,$105.9m,+2.15%,0.46%,0.44,-0.0079%,-0.0048%,$471.0k
23,Ravencoin-RVN,$0.0370,+0.43%,$233.2m,$19.6m,-27.46%,0.08%,0.08,-0.0023%,+0.0166%,$605.4k
24,1000SHIB-1000SHIB,$0.0123,+2.75%,$231.7m,$41.7m,+3.74%,0.18%,0.18,+0.0100%,+0.0028%,$253.5k
25,Bitcoin Cash-BCH,$117.85,+3.93%,$222.0m,$168.3m,+2.65%,0.73%,0.76,-0.0146%,-0.0048%,$419.2k
26,Tellor-TRB,$16.74,+5.80%,$198.0m,$41.0m,-4.93%,0.18%,0.21,-0.0735%,+0.0066%,$235.9k
27,The Sandbox-SAND,$0.9054,+2.34%,$180.3m,$73.2m,-0.07%,0.32%,0.41,-0.0055%,-0.0144%,$566.2k
28,ApeCoin-APE,$4.42,+1.40%,$179.4m,$63.7m,+0.52%,0.27%,0.36,-0.0053%,+0.0015%,$664.8k
29,Fantom-FTM,$0.2549,+3.12%,$154.7m,$47.8m,+1.28%,0.21%,0.31,-0.0050%,-0.0029%,$358.6k
30,Ethereum Name Service-ENS,$14.76,+3.27%,$136.6m,$28.8m,-4.94%,0.12%,0.21,+0.0047%,+0.0038%,$307.6k
31,Axie Infinity-AXS,$13.46,+0.99%,$134.8m,$79.0m,+0.84%,0.34%,0.59,-0.0320%,-0.0310%,$317.3k
32,Unifi Protocol DAO-UNFI,$7.21,+6.23%,$125.6m,$18.0m,+9.05%,0.08%,0.14,+0.0100%,+0.0026%,$113.3k
33,Aave-AAVE,$87.86,+4.85%,$118.0m,$45.7m,+1.26%,0.20%,0.39,-0.0213%,+0.0130%,$94.3k
34,Kyber Network Crystal-KNC,$1.73,+2.79%,$106.1m,$19.7m,-0.47%,0.09%,0.19,-0.0012%,-0.0084%,$199.4k
35,Project Galaxy-GAL,$2.52,-2.11%,$101.9m,$14.1m,-7.09%,0.06%,0.14,-0.0142%,-0.0088%,$278.5k
36,Tron-TRX,$0.0616,+1.10%,$98.0m,$141.9m,+1.36%,0.61%,1.45,-0.0152%,-0.0133%,$317.0k
37,Uniswap-UNI,$6.14,+4.50%,$97.6m,$45.7m,+4.75%,0.20%,0.47,-0.0078%,-0.0080%,$158.6k
38,dYdX-DYDX,$1.46,+1.12%,$94.6m,$36.4m,+9.73%,0.16%,0.38,-0.0044%,+0.0000%,$129.7k
39,Decentraland-MANA,$0.7641,+2.99%,$91.7m,$37.9m,-0.03%,0.16%,0.41,-0.0070%,-0.0011%,$195.0k
40,SushiSwap-SUSHI,$1.25,+10.35%,$89.4m,$31.0m,+7.18%,0.13%,0.35,-0.0163%,-0.0018%,$260.1k
41,yearn.finance-YFI,"$9,468.60",+9.28%,$86.8m,$37.5m,+13.33%,0.16%,0.43,-0.0202%,-0.0164%,$238.3k
42,Monero-XMR,$150.22,+2.75%,$82.5m,$40.4m,-0.94%,0.17%,0.49,-0.0021%,+0.0014%,$171.4k
43,iExec RLC-RLC,$1.24,+19.33%,$80.2m,$7.9m,+44.44%,0.03%,0.10,-0.0993%,-0.0399%,$266.6k
44,Terra Classic-LUNC,$0.0005,+18.45%,$80.2m,$7.5m,+344.70%,0.03%,0.09,+0.0021%,+0.0029%,$347.4k
45,Gala-GALA,$0.0489,+3.15%,$79.1m,$33.4m,+1.05%,0.14%,0.42,+0.0004%,+0.0041%,$112.6k
46,CertiK-CTK,$1.06,+12.77%,$76.3m,$12.2m,+49.87%,0.05%,0.16,-0.0321%,-0.0353%,$202.1k
47,Waves-WAVES,$4.41,+2.45%,$76.2m,$48.4m,+2.00%,0.21%,0.63,+0.0059%,+0.0028%,$120.9k
48,Algorand-ALGO,$0.2989,+4.84%,$75.8m,$29.0m,+4.37%,0.13%,0.38,+0.0001%,+0.0037%,$36.6k
49,Terra-LUNA,$1.92,+3.96%,$75.8m,$6.5m,+8.17%,0.03%,0.09,-0.0090%,-0.0060%,$177.4k
50,Synthetix Network Token-SNX,$2.99,+7.17%,$73.5m,$33.2m,+0.62%,0.14%,0.45,-0.0255%,+0.0079%,$72.0k
51,ConstitutionDAO-PEOPLE,$0.0217,+12.67%,$70.5m,$25.6m,+11.25%,0.11%,0.36,+0.0079%,-0.0022%,$123.4k
52,Ocean Protocol-OCEAN,$0.1812,+12.29%,$64.3m,$7.2m,+82.45%,0.03%,0.11,+0.0041%,+0.0052%,$213.0k
53,THETA-THETA,$1.11,+2.79%,$64.1m,$22.0m,+0.15%,0.09%,0.34,-0.0152%,-0.0068%,$156.4k
54,ZCash-ZEC,$59.60,+1.11%,$54.6m,$20.9m,+8.98%,0.09%,0.38,+0.0077%,-0.0050%,$109.2k
55,Stellar Lumens-XLM,$0.1024,+2.33%,$54.6m,$37.6m,+5.21%,0.16%,0.69,-0.0144%,-0.0043%,$99.1k
56,API3-API3,$1.80,+12.00%,$53.1m,$6.1m,+28.04%,0.03%,0.12,-0.0367%,-0.0239%,$104.4k
57,THORChain-RUNE,$1.84,+3.36%,$52.4m,$20.3m,+0.27%,0.09%,0.39,+0.0037%,-0.0042%,$95.6k
58,BinaryX-BNX,$137.63,+0.19%,$50.9m,$29.4m,-1.59%,0.13%,0.58,+0.0100%,+0.0100%,$113.6k
59,FOOTBALL-FOOTBALL,"$1,117.63",+6.41%,$48.2m,$5.9m,+13.69%,0.03%,0.12,+0.0340%,+0.2360%,$56.6k
60,Lido DAO Token-LDO,$1.98,+4.98%,$47.1m,$18.7m,+4.33%,0.08%,0.40,+0.0046%,+0.0049%,$195.0k
61,1inch-1INCH,$0.6291,+2.22%,$45.8m,$20.2m,+0.79%,0.09%,0.44,-0.0091%,-0.0104%,$107.7k
62,Celsius-CEL,$1.31,-3.60%,$45.4m,$22.9m,-2.84%,0.10%,0.50,-0.0406%,-0.0300%,$245.7k
