,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,552.67",-5.38%,$24.8b,$6.9b,-5.77%,29.51%,0.28,-0.0045%,-0.0128%,$50.1m
1,Bitcoin-BTC,"$19,818.13",-2.84%,$20.0b,$9.9b,+1.16%,42.12%,0.49,+0.0021%,-0.0015%,$16.9m
2,Litecoin-LTC,$60.36,+0.39%,$1.1b,$236.2m,+13.57%,1.01%,0.21,+0.0003%,+0.0011%,$1.7m
3,Filecoin-FIL,$6.48,+8.88%,$1.1b,$151.8m,+49.76%,0.65%,0.14,+0.0038%,-0.0014%,$1.5m
4,Ethereum Classic-ETC,$32.36,-3.88%,$1.0b,$381.9m,-4.19%,1.63%,0.37,-0.0058%,-0.0089%,$2.7m
5,EOS-EOS,$1.52,-1.93%,$976.2m,$197.3m,-5.96%,0.84%,0.20,-0.0011%,-0.0015%,$1.7m
6,Cardano-ADA,$0.4768,+3.00%,$832.2m,$300.0m,+8.84%,1.28%,0.36,+0.0179%,+0.0041%,$1.3m
7,Solana-SOL,$31.12,-3.60%,$741.5m,$388.9m,-2.75%,1.66%,0.52,+0.0013%,+0.0004%,$950.2k
8,Polygon-MATIC,$0.8775,-2.36%,$685.7m,$236.5m,-11.83%,1.01%,0.34,+0.0068%,-0.0024%,$947.0k
9,Optimism-OP,$1.18,-4.31%,$679.4m,$71.5m,-2.40%,0.30%,0.11,+0.0098%,+0.0053%,$1.1m
10,Chiliz-CHZ,$0.2187,-0.70%,$665.3m,$99.2m,-6.10%,0.42%,0.15,+0.0059%,+0.0061%,$770.8k
11,Cosmos-ATOM,$12.23,-4.80%,$504.2m,$124.5m,-7.29%,0.53%,0.25,-0.0022%,-0.0155%,$885.8k
12,Binance Coin-BNB,$276.79,-1.92%,$452.8m,$260.4m,-3.69%,1.11%,0.58,-0.0018%,-0.0002%,$248.1k
13,Ripple-XRP,$0.3299,-0.54%,$421.7m,$319.8m,-0.13%,1.36%,0.76,-0.0005%,+0.0050%,$417.7k
14,Avalanche-AVAX,$18.85,-3.81%,$375.4m,$136.0m,-0.84%,0.58%,0.36,-0.0069%,+0.0051%,$731.3k
15,Dogecoin-DOGE,$0.0627,+0.06%,$367.1m,$128.8m,+3.12%,0.55%,0.35,+0.0112%,+0.0023%,$649.8k
16,Tellor-TRB,$19.15,-3.12%,$361.0m,$69.8m,+3.38%,0.30%,0.19,-0.6154%,-0.4691%,$321.0k
17,Polkadot-DOT,$7.27,-2.58%,$341.2m,$267.8m,-3.77%,1.14%,0.78,-0.0002%,+0.0015%,$297.0k
18,Axie Infinity-AXS,$14.99,+3.29%,$306.1m,$120.7m,+44.43%,0.51%,0.39,-0.0152%,-0.0239%,$347.6k
19,yearn.finance-YFI,"$9,509.20",-1.22%,$256.2m,$41.7m,+5.50%,0.18%,0.16,+0.0084%,+0.0019%,$594.9k
20,STEPN-GMT,$0.6720,-3.10%,$241.0m,$108.8m,-2.55%,0.46%,0.45,-0.0008%,-0.0016%,$315.7k
21,NEAR Protocol-NEAR,$4.18,-3.74%,$231.8m,$89.9m,-6.85%,0.38%,0.39,+0.0041%,+0.0042%,$393.6k
22,Chainlink-LINK,$6.84,-4.56%,$220.1m,$100.5m,-10.06%,0.43%,0.46,+0.0078%,+0.0052%,$387.2k
23,Curve DAO Token-CRV,$1.07,-8.48%,$190.7m,$57.5m,-8.41%,0.24%,0.30,-0.0005%,-0.0172%,$420.8k
24,Bitcoin Cash-BCH,$117.44,-1.14%,$187.1m,$168.4m,+0.44%,0.72%,0.90,-0.0105%,-0.0140%,$103.8k
25,1000SHIB-1000SHIB,$0.0123,-1.34%,$185.3m,$40.4m,+3.49%,0.17%,0.22,+0.0092%,+0.0100%,$240.8k
26,ApeCoin-APE,$4.73,-2.21%,$158.8m,$68.6m,+2.37%,0.29%,0.43,+0.0056%,-0.0010%,$134.4k
27,Synthetix Network Token-SNX,$2.92,-4.50%,$158.2m,$34.8m,-10.68%,0.15%,0.22,-0.0005%,-0.0049%,$257.0k
28,Aave-AAVE,$86.47,-4.60%,$147.5m,$45.8m,-11.45%,0.20%,0.31,-0.0057%,-0.0252%,$130.8k
29,The Sandbox-SAND,$0.9238,-3.08%,$126.6m,$76.9m,-1.57%,0.33%,0.61,-0.0003%,-0.0016%,$166.0k
30,1inch-1INCH,$0.6838,-5.71%,$123.5m,$26.3m,-27.26%,0.11%,0.21,-0.0256%,+0.0085%,$256.8k
31,Unifi Protocol DAO-UNFI,$7.70,-0.69%,$119.9m,$21.6m,+7.25%,0.09%,0.18,+0.0100%,+0.0087%,$128.7k
32,FOOTBALL-FOOTBALL,"$1,177.21",+0.25%,$113.4m,$8.9m,+7.74%,0.04%,0.08,+0.1933%,+0.0100%,$246.2k
33,Fantom-FTM,$0.2686,-2.76%,$110.7m,$48.5m,-0.93%,0.21%,0.44,+0.0086%,+0.0092%,$101.1k
34,Uniswap-UNI,$6.31,-4.69%,$93.9m,$47.4m,-8.65%,0.20%,0.51,-0.0022%,-0.0068%,$202.7k
35,Ethereum Name Service-ENS,$14.04,+0.85%,$92.4m,$30.3m,+16.41%,0.13%,0.33,-0.0003%,-0.0015%,$46.3k
36,SushiSwap-SUSHI,$1.10,-0.90%,$90.7m,$29.4m,-1.35%,0.13%,0.32,+0.0065%,-0.0034%,$70.8k
37,Gala-GALA,$0.0501,-2.03%,$72.6m,$35.8m,+1.53%,0.15%,0.49,+0.0072%,+0.0091%,$53.1k
38,Celsius-CEL,$1.42,-5.38%,$72.0m,$26.0m,-9.73%,0.11%,0.36,-0.0242%,-0.0291%,$518.3k
39,dYdX-DYDX,$1.54,-2.48%,$70.0m,$36.9m,-4.23%,0.16%,0.53,+0.0002%,+0.0020%,$19.3k
40,Stargate Finance-STG,$0.6487,-4.68%,$68.2m,$16.2m,-19.77%,0.07%,0.24,-0.0220%,-0.0091%,$122.8k
41,Helium-HNT,$4.58,-3.63%,$68.1m,$15.7m,+5.48%,0.07%,0.23,-0.0013%,-0.0050%,$121.2k
42,Decentraland-MANA,$0.7751,-2.60%,$67.9m,$38.7m,-4.35%,0.16%,0.57,-0.0011%,-0.0112%,$74.1k
