,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,512.26",-9.23%,$39.1b,$6.8b,-7.44%,29.36%,0.17,-0.0162%,-0.0178%,$95.5m
1,Bitcoin-BTC,"$18,729.43",-5.91%,$35.8b,$9.9b,+0.20%,43.05%,0.28,-0.0028%,-0.0019%,$93.5m
2,Ethereum Classic-ETC,$33.97,-16.56%,$6.9b,$492.1m,-28.75%,2.13%,0.07,-0.0185%,-0.0338%,$36.0m
3,Solana-SOL,$31.13,-6.07%,$1.8b,$371.3m,-6.33%,1.61%,0.21,-0.0075%,-0.0103%,$2.8m
4,Cardano-ADA,$0.4625,-7.38%,$1.1b,$281.0m,-9.58%,1.22%,0.26,+0.0179%,+0.0081%,$2.7m
5,EOS-EOS,$1.49,-2.91%,$1.0b,$192.3m,+2.72%,0.83%,0.19,-0.0022%,-0.0126%,$3.3m
6,Binance Coin-BNB,$263.08,-6.67%,$913.1m,$283.1m,+6.66%,1.23%,0.31,-0.0126%,-0.0151%,$1.3m
7,Polygon-MATIC,$0.8040,-10.09%,$863.8m,$187.1m,-14.27%,0.81%,0.22,-0.0034%,-0.0031%,$2.0m
8,Ripple-XRP,$0.3223,-3.92%,$780.7m,$324.4m,-2.10%,1.41%,0.42,-0.0052%,-0.0125%,$2.2m
9,Litecoin-LTC,$54.11,-9.40%,$752.8m,$189.5m,-12.42%,0.82%,0.25,+0.0055%,-0.0001%,$3.2m
10,Avalanche-AVAX,$18.26,-9.56%,$733.6m,$128.6m,-13.47%,0.56%,0.18,-0.0095%,+0.0009%,$1.7m
11,NEAR Protocol-NEAR,$4.08,-8.53%,$631.6m,$90.4m,-12.01%,0.39%,0.14,-0.0008%,-0.0030%,$1.5m
12,Cosmos-ATOM,$11.81,-5.16%,$622.9m,$109.0m,-11.25%,0.47%,0.17,-0.0007%,-0.0099%,$1.3m
13,Chiliz-CHZ,$0.1846,-11.20%,$595.1m,$76.3m,-22.77%,0.33%,0.13,+0.0089%,+0.0040%,$2.0m
14,Polkadot-DOT,$6.97,-8.42%,$558.9m,$259.3m,-9.33%,1.12%,0.46,-0.0123%,-0.0130%,$1.9m
15,Dogecoin-DOGE,$0.0593,-6.21%,$538.0m,$119.0m,-6.94%,0.52%,0.22,+0.0006%,+0.0002%,$2.7m
16,Ravencoin-RVN,$0.0356,-5.71%,$530.5m,$20.3m,-33.47%,0.09%,0.04,+0.0257%,-0.0034%,$1.7m
17,Optimism-OP,$1.09,-10.85%,$508.9m,$59.7m,-12.52%,0.26%,0.12,+0.0016%,-0.0018%,$1.5m
18,Stargate Finance-STG,$0.7216,+13.01%,$502.5m,$37.5m,+109.62%,0.16%,0.07,-0.0065%,-0.0010%,$783.7k
19,Filecoin-FIL,$5.69,-7.17%,$497.4m,$101.1m,-8.59%,0.44%,0.20,+0.0049%,-0.0014%,$2.8m
20,Chainlink-LINK,$6.75,-7.55%,$402.4m,$102.8m,-10.73%,0.45%,0.26,+0.0059%,+0.0056%,$1.6m
21,Helium-HNT,$4.21,+13.38%,$382.9m,$29.8m,+38.01%,0.13%,0.08,-0.0088%,-0.0293%,$1.1m
22,STEPN-GMT,$0.6295,-9.33%,$363.0m,$104.5m,-6.51%,0.45%,0.29,-0.0091%,-0.0099%,$1.1m
23,Curve DAO Token-CRV,$1.04,-11.68%,$343.3m,$56.0m,-18.70%,0.24%,0.16,-0.0071%,+0.0002%,$880.0k
24,1000SHIB-1000SHIB,$0.0121,-4.53%,$325.6m,$41.2m,-7.63%,0.18%,0.13,+0.0100%,+0.0100%,$792.6k
25,Bitcoin Cash-BCH,$112.37,-10.11%,$324.4m,$164.5m,-12.45%,0.71%,0.51,-0.0042%,-0.0086%,$830.1k
26,The Sandbox-SAND,$0.8682,-9.82%,$297.3m,$72.2m,-12.40%,0.31%,0.24,+0.0015%,-0.0020%,$1.3m
27,ApeCoin-APE,$4.26,-10.39%,$272.9m,$63.7m,-7.18%,0.28%,0.23,-0.0108%,-0.0017%,$1.1m
28,Tellor-TRB,$16.28,-4.71%,$261.0m,$43.1m,-10.50%,0.19%,0.17,+0.0235%,-0.0990%,$594.2k
29,Project Galaxy-GAL,$2.37,-5.36%,$251.3m,$14.1m,+19.19%,0.06%,0.06,+0.0038%,-0.0071%,$703.7k
30,Ethereum Name Service-ENS,$13.31,-9.64%,$204.5m,$26.2m,-18.91%,0.11%,0.13,+0.0090%,+0.0070%,$527.9k
31,Axie Infinity-AXS,$13.07,-9.05%,$191.3m,$77.7m,-9.10%,0.34%,0.41,-0.0173%,-0.0378%,$1.1m
32,Fantom-FTM,$0.2458,-8.63%,$191.3m,$48.1m,-4.81%,0.21%,0.25,+0.0020%,-0.0045%,$698.7k
33,Unifi Protocol DAO-UNFI,$7.15,-8.64%,$175.1m,$18.3m,-8.78%,0.08%,0.10,+0.0021%,+0.0062%,$412.9k
34,Aave-AAVE,$82.68,-10.42%,$148.7m,$43.9m,-15.35%,0.19%,0.30,-0.0303%,-0.0308%,$314.7k
35,Tron-TRX,$0.0602,-5.75%,$141.0m,$140.0m,-2.73%,0.61%,0.99,-0.0363%,-0.0224%,$308.0k
