,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,776.31",+0.19%,$18.6b,$10.1b,-1.53%,42.37%,0.54,-0.0010%,+0.0011%,$9.1m
1,Ethereum-ETH,"$1,564.95",+0.68%,$17.6b,$7.0b,+0.14%,29.34%,0.40,-0.0028%,-0.0041%,$29.2m
2,Cardano-ADA,$0.4882,-1.24%,$1.2b,$326.1m,-6.25%,1.37%,0.28,+0.0020%,+0.0035%,$1.5m
3,Ethereum Classic-ETC,$32.12,+0.13%,$793.7m,$388.6m,+1.50%,1.63%,0.49,-0.0109%,-0.0079%,$593.0k
4,Solana-SOL,$31.68,+1.23%,$712.3m,$394.1m,+1.33%,1.65%,0.55,+0.0151%,+0.0078%,$1.2m
5,1000SHIB-1000SHIB,$0.0124,+0.56%,$665.9m,$50.3m,+24.27%,0.21%,0.08,+0.0100%,+0.0085%,$1.1m
6,Litecoin-LTC,$60.01,+0.20%,$538.5m,$225.9m,-1.15%,0.95%,0.42,+0.0063%,+0.0100%,$867.3k
7,Cosmos-ATOM,$12.64,-0.91%,$536.4m,$140.6m,-3.83%,0.59%,0.26,-0.0133%,-0.0025%,$1.0m
8,Chainlink-LINK,$7.17,+4.15%,$459.5m,$125.6m,+24.32%,0.53%,0.27,+0.0095%,+0.0067%,$438.5k
9,Polygon-MATIC,$0.8787,-0.11%,$456.1m,$227.3m,-4.10%,0.95%,0.50,+0.0030%,+0.0025%,$335.6k
10,Binance Coin-BNB,$275.28,-0.68%,$454.4m,$268.4m,+2.88%,1.13%,0.59,-0.0002%,-0.0119%,$171.0k
11,Ravencoin-RVN,$0.0325,+9.31%,$451.1m,$23.7m,+165.13%,0.10%,0.05,-0.0580%,-0.2958%,$855.7k
12,EOS-EOS,$1.46,-1.86%,$433.7m,$185.4m,-1.48%,0.78%,0.43,+0.0058%,+0.0080%,$445.0k
13,The Sandbox-SAND,$0.9522,+2.59%,$387.4m,$86.1m,+12.00%,0.36%,0.22,+0.0072%,+0.0092%,$662.2k
14,Polkadot-DOT,$7.49,+3.66%,$371.4m,$287.2m,+8.25%,1.21%,0.77,+0.0067%,+0.0065%,$518.0k
15,Ripple-XRP,$0.3264,-0.89%,$358.0m,$327.5m,+3.18%,1.37%,0.91,+0.0055%,+0.0026%,$262.2k
16,Avalanche-AVAX,$18.78,-0.86%,$348.2m,$148.7m,+8.60%,0.62%,0.43,+0.0007%,-0.0182%,$264.7k
17,Dogecoin-DOGE,$0.0621,-0.49%,$336.8m,$129.7m,+2.62%,0.54%,0.38,+0.0088%,+0.0139%,$518.6k
18,Filecoin-FIL,$6.09,-2.62%,$336.1m,$118.7m,-10.32%,0.50%,0.35,+0.0116%,+0.0142%,$538.1k
19,Chiliz-CHZ,$0.2069,-3.04%,$322.4m,$99.0m,-0.62%,0.42%,0.31,+0.0017%,+0.0088%,$421.4k
20,STEPN-GMT,$0.6917,+0.46%,$314.5m,$112.7m,+0.49%,0.47%,0.36,+0.0009%,-0.0003%,$304.5k
21,Optimism-OP,$1.14,-0.90%,$251.5m,$71.2m,+5.29%,0.30%,0.28,+0.0027%,+0.0038%,$80.8k
22,Axie Infinity-AXS,$14.18,-2.02%,$192.4m,$87.4m,-10.68%,0.37%,0.45,-0.0201%,-0.0043%,$570.8k
23,NEAR Protocol-NEAR,$4.20,+1.21%,$189.2m,$90.1m,+1.78%,0.38%,0.48,+0.0018%,+0.0069%,$258.4k
24,Tellor-TRB,$18.46,+0.16%,$183.0m,$60.1m,-11.17%,0.25%,0.33,-0.2458%,-0.2527%,$181.7k
25,ApeCoin-APE,$4.72,-0.86%,$147.8m,$68.3m,+0.21%,0.29%,0.46,+0.0009%,+0.0011%,$77.4k
26,Curve DAO Token-CRV,$1.07,+0.38%,$145.5m,$58.0m,-1.88%,0.24%,0.40,+0.0004%,+0.0091%,$88.9k
27,Decentraland-MANA,$0.7910,+0.16%,$144.8m,$41.4m,+2.65%,0.17%,0.29,+0.0037%,+0.0072%,$277.4k
28,Bitcoin Cash-BCH,$117.50,+0.60%,$142.8m,$171.2m,+1.45%,0.72%,1.20,+0.0010%,-0.0045%,$105.2k
29,SHIBA INU-SHIB,$0.0000,+0.14%,$141.6m,$20.8m,+0.71%,0.09%,0.15,+0.0064%,+0.0095%,$687.2k
30,Unifi Protocol DAO-UNFI,$7.67,-3.64%,$141.1m,$20.8m,-9.17%,0.09%,0.15,+0.0098%,+0.0100%,$260.9k
31,Helium-HNT,$4.02,-3.31%,$120.4m,$22.0m,+1.82%,0.09%,0.18,+0.0069%,+0.0064%,$282.9k
32,Fantom-FTM,$0.2656,-1.51%,$117.0m,$51.3m,+4.95%,0.22%,0.44,+0.0072%,+0.0052%,$139.9k
33,Uniswap-UNI,$6.34,+0.60%,$95.7m,$47.0m,-0.47%,0.20%,0.49,-0.0121%,+0.0046%,$71.6k
34,Gala-GALA,$0.0503,-0.39%,$83.9m,$35.3m,-0.77%,0.15%,0.42,+0.0085%,+0.0095%,$85.7k
35,Tron-TRX,$0.0630,+0.27%,$81.2m,$142.2m,+0.76%,0.60%,1.75,-0.0114%,-0.0092%,$6.4k
36,Monero-XMR,$156.50,+1.04%,$79.0m,$50.5m,+10.07%,0.21%,0.64,+0.0007%,+0.0079%,$45.1k
37,Aave-AAVE,$87.93,+1.18%,$78.4m,$46.5m,+2.28%,0.20%,0.59,+0.0055%,+0.0076%,$14.0k
38,Waves-WAVES,$4.51,-0.96%,$75.7m,$51.9m,-2.58%,0.22%,0.69,+0.0035%,+0.0041%,$65.5k
39,Ethereum Name Service-ENS,$13.45,-1.79%,$58.9m,$26.0m,-6.94%,0.11%,0.44,+0.0068%,+0.0126%,$14.1k
40,yearn.finance-YFI,"$9,380.52",-0.66%,$58.1m,$38.2m,-3.84%,0.16%,0.66,+0.0073%,+0.0051%,$39.5k
41,ConstitutionDAO-PEOPLE,$0.0209,-0.13%,$57.6m,$26.3m,-8.79%,0.11%,0.46,-0.0055%,+0.0207%,$24.0k
42,Kusama-KSM,$49.67,-0.85%,$56.2m,$17.1m,-4.01%,0.07%,0.30,-0.0028%,+0.0051%,$58.6k
43,Serum-SRM,$0.7912,+0.28%,$55.8m,$25.7m,+1.26%,0.11%,0.46,-0.0124%,-0.0012%,$48.4k
44,Algorand-ALGO,$0.3021,-2.16%,$55.2m,$30.2m,-4.78%,0.13%,0.55,-0.0066%,+0.0016%,$79.2k
45,SushiSwap-SUSHI,$1.13,+0.92%,$54.6m,$29.8m,+1.02%,0.12%,0.55,-0.0235%,+0.0017%,$29.0k
46,THETA-THETA,$1.17,+2.27%,$54.5m,$23.0m,+4.26%,0.10%,0.42,-0.0074%,-0.0018%,$36.2k
47,dYdX-DYDX,$1.55,-0.74%,$53.9m,$36.9m,-1.48%,0.15%,0.68,-0.0017%,+0.0006%,$99.4k
48,Stargate Finance-STG,$0.6035,-1.26%,$52.2m,$16.1m,+3.15%,0.07%,0.31,-0.2373%,-0.2660%,$56.4k
49,ZCash-ZEC,$62.85,+0.41%,$51.1m,$22.2m,-6.22%,0.09%,0.43,-0.0054%,+0.0190%,$97.7k
50,Ankr-ANKR,$0.0346,-0.11%,$50.6m,$15.4m,+4.24%,0.06%,0.30,-0.0530%,-0.0482%,$98.8k
51,CertiK-CTK,$1.02,-0.36%,$49.8m,$12.4m,+1.96%,0.05%,0.25,-0.0062%,-0.0062%,$78.7k
52,Synthetix Network Token-SNX,$2.98,+0.27%,$49.4m,$35.6m,-2.48%,0.15%,0.72,-0.0241%,-0.0127%,$6.5k
53,Holo-HOT,$0.0021,+1.34%,$47.5m,$6.4m,+21.59%,0.03%,0.13,-0.0006%,-0.0002%,$137.0k
54,Harmony-ONE,$0.0208,+3.23%,$43.2m,$15.6m,+9.07%,0.07%,0.36,+0.0074%,+0.0066%,$57.6k
55,Kyber Network Crystal-KNC,$1.66,-1.51%,$42.4m,$18.6m,+1.59%,0.08%,0.44,-0.0026%,+0.0086%,$34.3k
56,OmiseGO-OMG,$1.84,+2.18%,$42.1m,$13.9m,+15.21%,0.06%,0.33,+0.0102%,+0.0008%,$13.9k
57,1inch-1INCH,$0.6628,-1.36%,$41.9m,$23.7m,-4.14%,0.10%,0.57,-0.0026%,+0.0076%,$55.3k
58,THORChain-RUNE,$1.90,-0.27%,$41.1m,$21.9m,-0.42%,0.09%,0.53,+0.0052%,+0.0053%,$40.0k
59,Stellar Lumens-XLM,$0.1042,-2.11%,$39.9m,$37.0m,-0.77%,0.16%,0.93,+0.0052%,-0.0161%,$27.6k
60,Flow (Dapper labs)-FLOW,$1.89,-2.83%,$37.8m,$26.0m,-2.33%,0.11%,0.69,-0.0005%,-0.0005%,$18.2k
61,NEO-NEO,$9.20,+0.84%,$37.2m,$14.7m,+5.85%,0.06%,0.39,-0.0131%,-0.0154%,$22.2k
62,FOOTBALL-FOOTBALL,"$1,168.48",+1.70%,$36.4m,$7.5m,-4.29%,0.03%,0.21,+0.0100%,+0.0382%,$51.5k
63,Bella Protocol-BEL,$0.6762,+0.53%,$36.3m,$4.1m,+4.20%,0.02%,0.11,+0.0100%,+0.0100%,$68.7k
64,Celsius-CEL,$1.44,-0.33%,$35.4m,$26.4m,-1.75%,0.11%,0.75,-0.0883%,-0.0915%,$82.1k
65,Balancer-BAL,$7.16,+0.64%,$34.4m,$15.8m,-12.18%,0.07%,0.46,-0.0008%,+0.0038%,$26.7k
66,Lido DAO Token-LDO,$1.94,-2.19%,$34.3m,$17.0m,-2.03%,0.07%,0.50,-0.0183%,-0.0186%,$48.9k
67,VeChain-VET,$0.0243,+0.00%,$33.9m,$17.1m,+3.79%,0.07%,0.50,+0.0083%,+0.0082%,$13.0k
68,Tezos-XTZ,$1.52,+0.24%,$33.2m,$27.6m,+6.08%,0.12%,0.83,+0.0057%,+0.0111%,$56.9k
69,Flamingo-FLM,$0.1179,-0.25%,$32.3m,$19.1m,-6.50%,0.08%,0.59,-0.0186%,-0.0316%,$12.7k
70,Loopring-LRC,$0.3586,+0.38%,$31.2m,$13.8m,+2.47%,0.06%,0.44,+0.0061%,+0.0123%,$32.5k
