,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,593.33",+1.64%,$19.1b,$7.2b,+3.03%,29.80%,0.38,-0.0050%,-0.0025%,$32.0m
1,Bitcoin-BTC,"$19,819.66",-0.21%,$17.9b,$10.0b,+0.59%,41.39%,0.56,+0.0038%,+0.0002%,$9.6m
2,Ethereum Classic-ETC,$36.10,+11.73%,$3.2b,$590.5m,+53.20%,2.44%,0.18,-0.0132%,-0.0145%,$6.7m
3,Cardano-ADA,$0.4917,-2.31%,$917.5m,$314.9m,-12.00%,1.30%,0.34,+0.0064%,-0.0011%,$1.2m
4,Solana-SOL,$31.87,+0.38%,$771.5m,$390.5m,-0.92%,1.62%,0.51,+0.0092%,+0.0080%,$1.3m
5,Ravencoin-RVN,$0.0371,+22.67%,$757.6m,$33.5m,+198.08%,0.14%,0.04,-0.2937%,-0.2679%,$1.8m
6,EOS-EOS,$1.53,+2.74%,$626.4m,$197.4m,+4.60%,0.82%,0.32,+0.0081%,+0.0064%,$1.3m
7,Litecoin-LTC,$60.35,+1.40%,$545.9m,$224.1m,+1.42%,0.93%,0.41,+0.0125%,+0.0030%,$921.3k
8,Polygon-MATIC,$0.8774,-0.90%,$533.6m,$221.3m,-4.52%,0.92%,0.41,-0.0018%,-0.0024%,$573.1k
9,Binance Coin-BNB,$275.92,-1.08%,$500.6m,$267.1m,+1.50%,1.11%,0.53,-0.0031%,-0.0005%,$265.8k
10,Cosmos-ATOM,$12.67,-1.12%,$487.4m,$139.6m,-7.70%,0.58%,0.29,+0.0005%,-0.0151%,$964.9k
11,Chainlink-LINK,$7.24,+0.74%,$442.2m,$124.1m,-0.37%,0.51%,0.28,+0.0038%,+0.0073%,$472.8k
12,Ripple-XRP,$0.3295,-0.52%,$439.4m,$328.6m,+2.72%,1.36%,0.75,+0.0084%,+0.0045%,$436.9k
13,Polkadot-DOT,$7.43,+2.26%,$436.8m,$287.9m,+7.10%,1.19%,0.66,+0.0087%,+0.0031%,$521.5k
14,The Sandbox-SAND,$0.9488,-2.13%,$388.4m,$83.9m,-7.06%,0.35%,0.22,+0.0088%,+0.0038%,$632.0k
15,Avalanche-AVAX,$18.74,-1.35%,$378.6m,$145.8m,+4.33%,0.60%,0.39,-0.0069%,-0.0126%,$333.1k
16,Filecoin-FIL,$6.05,-2.79%,$377.7m,$113.8m,-8.44%,0.47%,0.30,+0.0103%,+0.0091%,$647.6k
17,Chiliz-CHZ,$0.2038,-3.95%,$339.2m,$99.0m,-1.80%,0.41%,0.29,+0.0133%,+0.0083%,$567.6k
18,Optimism-OP,$1.16,+0.47%,$316.1m,$72.4m,+3.07%,0.30%,0.23,+0.0048%,+0.0041%,$568.4k
19,1000SHIB-1000SHIB,$0.0124,-3.19%,$311.3m,$47.2m,-17.16%,0.20%,0.15,-0.0032%,-0.0028%,$483.5k
20,Dogecoin-DOGE,$0.0622,-1.71%,$285.8m,$128.8m,-0.43%,0.53%,0.45,+0.0107%,+0.0084%,$514.5k
21,STEPN-GMT,$0.6864,-1.09%,$255.1m,$111.2m,-3.08%,0.46%,0.44,+0.0030%,+0.0022%,$257.2k
22,Bitcoin Cash-BCH,$122.72,+4.61%,$250.7m,$190.5m,+12.54%,0.79%,0.76,-0.0015%,-0.0003%,$316.1k
23,NEAR Protocol-NEAR,$4.17,-0.65%,$202.9m,$89.7m,-0.77%,0.37%,0.44,+0.0026%,-0.0018%,$325.1k
24,Axie Infinity-AXS,$14.15,-2.41%,$192.4m,$85.5m,-7.37%,0.35%,0.44,-0.0124%,-0.0327%,$669.9k
25,Tellor-TRB,$18.04,-3.71%,$169.0m,$60.3m,-6.53%,0.25%,0.36,-0.1155%,-0.1425%,$139.3k
26,ApeCoin-APE,$4.72,-1.17%,$150.5m,$68.0m,-1.19%,0.28%,0.45,+0.0026%,-0.0015%,$194.4k
27,Unifi Protocol DAO-UNFI,$7.64,-4.49%,$149.8m,$22.2m,+2.17%,0.09%,0.15,+0.0030%,+0.0033%,$287.6k
28,Helium-HNT,$3.90,-9.31%,$146.6m,$22.4m,+4.01%,0.09%,0.15,+0.0025%,-0.0025%,$324.7k
29,Curve DAO Token-CRV,$1.09,-0.40%,$145.8m,$58.2m,-1.91%,0.24%,0.40,+0.0109%,+0.0093%,$80.6k
30,Fantom-FTM,$0.2626,-3.32%,$139.2m,$52.5m,+6.05%,0.22%,0.38,+0.0049%,+0.0063%,$230.6k
31,Decentraland-MANA,$0.7921,-1.97%,$96.4m,$40.9m,-8.05%,0.17%,0.42,+0.0074%,+0.0074%,$89.0k
32,Uniswap-UNI,$6.36,-1.82%,$94.2m,$47.6m,-1.67%,0.20%,0.51,+0.0089%,+0.0064%,$85.9k
33,Tron-TRX,$0.0627,-1.15%,$90.8m,$141.6m,-1.38%,0.59%,1.56,-0.0047%,-0.0077%,$10.7k
34,Ethereum Name Service-ENS,$14.12,+3.58%,$90.6m,$29.2m,+5.64%,0.12%,0.32,+0.0005%,-0.0043%,$114.7k
35,Stargate Finance-STG,$0.6000,-3.97%,$88.6m,$17.9m,+13.09%,0.07%,0.20,-0.1939%,-0.1833%,$168.7k
36,Waves-WAVES,$4.52,-1.55%,$87.2m,$52.7m,-0.16%,0.22%,0.60,+0.0078%,+0.0032%,$97.9k
37,Aave-AAVE,$89.20,+1.18%,$86.9m,$47.9m,+3.27%,0.20%,0.55,+0.0060%,-0.0081%,$20.7k
38,Monero-XMR,$157.67,+1.02%,$84.5m,$51.3m,+6.16%,0.21%,0.61,+0.0015%,-0.0193%,$28.2k
39,SushiSwap-SUSHI,$1.21,+6.35%,$82.0m,$35.0m,+15.58%,0.14%,0.43,-0.0032%,-0.0348%,$146.1k
40,Gala-GALA,$0.0504,-1.54%,$75.7m,$34.9m,-3.96%,0.14%,0.46,+0.0045%,+0.0056%,$88.3k
41,CertiK-CTK,$1.05,+5.03%,$71.7m,$12.9m,+19.72%,0.05%,0.18,-0.0044%,-0.0001%,$125.8k
42,SHIBA INU-SHIB,$0.0000,-2.43%,$68.5m,$21.4m,-4.33%,0.09%,0.31,+0.0092%,+0.0043%,$299.4k
43,THETA-THETA,$1.16,+0.20%,$66.4m,$23.7m,+5.65%,0.10%,0.36,+0.0121%,+0.0105%,$26.5k
44,Terra-LUNA,$1.93,+6.23%,$63.8m,$8.1m,+12.57%,0.03%,0.13,+0.0007%,-0.0001%,$136.6k
45,yearn.finance-YFI,"$9,442.16",+0.01%,$63.4m,$38.4m,-2.84%,0.16%,0.61,+0.0019%,+0.0053%,$91.8k
46,Ankr-ANKR,$0.0354,+1.80%,$62.0m,$16.6m,+12.30%,0.07%,0.27,-0.0930%,-0.1125%,$180.3k
47,Synthetix Network Token-SNX,$3.02,+1.23%,$59.9m,$35.7m,-1.55%,0.15%,0.60,-0.0026%,-0.0100%,$15.9k
48,ConstitutionDAO-PEOPLE,$0.0210,-0.68%,$58.3m,$25.7m,-7.73%,0.11%,0.44,+0.0086%,-0.0095%,$90.3k
49,Serum-SRM,$0.7962,-2.19%,$55.7m,$25.6m,-11.58%,0.11%,0.46,-0.0164%,-0.0288%,$49.5k
50,dYdX-DYDX,$1.57,-0.65%,$54.2m,$38.4m,+0.92%,0.16%,0.71,+0.0039%,-0.0162%,$102.8k
51,Algorand-ALGO,$0.3018,-2.09%,$52.8m,$29.6m,-6.37%,0.12%,0.56,+0.0076%,+0.0025%,$91.1k
52,Holo-HOT,$0.0021,-1.19%,$52.7m,$6.2m,+12.56%,0.03%,0.12,-0.0075%,-0.0081%,$147.0k
53,Harmony-ONE,$0.0206,-0.09%,$50.2m,$15.0m,+5.40%,0.06%,0.30,+0.0046%,+0.0062%,$74.2k
54,Balancer-BAL,$7.32,+2.92%,$47.4m,$18.0m,+4.94%,0.07%,0.38,+0.0011%,-0.0049%,$74.1k
55,ZCash-ZEC,$63.04,-1.04%,$45.7m,$22.2m,-7.78%,0.09%,0.49,+0.0189%,+0.0024%,$102.2k
56,THORChain-RUNE,$1.89,-1.90%,$45.2m,$22.3m,+2.52%,0.09%,0.49,+0.0078%,+0.0077%,$54.3k
57,Kusama-KSM,$49.68,-1.83%,$45.1m,$16.2m,-18.73%,0.07%,0.36,-0.0161%,-0.0077%,$45.1k
58,Flow (Dapper labs)-FLOW,$1.91,-2.43%,$44.7m,$24.8m,-6.77%,0.10%,0.56,+0.0010%,+0.0024%,$72.2k
59,OmiseGO-OMG,$1.83,-1.82%,$43.9m,$12.1m,-8.16%,0.05%,0.28,-0.0055%,-0.0014%,$26.4k
60,BitDAO-BIT,$0.6179,-2.34%,$43.6m,$26.8m,+6.60%,0.11%,0.61,-0.2414%,-0.2385%,$287.1k
61,Kyber Network Crystal-KNC,$1.66,-1.39%,$43.5m,$18.1m,-1.22%,0.07%,0.42,-0.0007%,-0.0116%,$46.5k
62,Dusk Network-DUSK,$0.1432,+5.42%,$42.9m,$5.6m,+54.77%,0.02%,0.13,-0.0471%,-0.0512%,$94.3k
63,Lido DAO Token-LDO,$2.00,-1.08%,$42.9m,$18.1m,+4.01%,0.07%,0.42,-0.0048%,-0.0038%,$57.7k
64,FOOTBALL-FOOTBALL,"$1,125.39",-0.78%,$40.8m,$7.4m,-1.31%,0.03%,0.18,+0.2480%,+0.1942%,$68.8k
65,Celsius-CEL,$1.51,+4.25%,$40.4m,$27.3m,+2.47%,0.11%,0.67,-0.1527%,-0.0961%,$291.5k
66,Zilliqa-ZIL,$0.0359,-0.72%,$40.3m,$23.9m,+1.63%,0.10%,0.59,+0.0032%,+0.0069%,$16.4k
67,1inch-1INCH,$0.6601,-1.46%,$39.0m,$23.5m,-5.30%,0.10%,0.60,+0.0141%,-0.0007%,$43.8k
68,Stellar Lumens-XLM,$0.1047,-0.54%,$38.0m,$37.6m,+1.56%,0.16%,0.99,-0.0050%,+0.0008%,$28.2k
69,Tezos-XTZ,$1.52,-2.00%,$37.4m,$27.2m,-2.44%,0.11%,0.73,+0.0077%,-0.0034%,$41.1k
70,Internet Computer-ICP,$6.60,+2.36%,$34.4m,$13.9m,+4.22%,0.06%,0.40,+0.0034%,+0.0045%,$70.3k
71,Flamingo-FLM,$0.1171,-2.13%,$34.3m,$18.7m,-7.07%,0.08%,0.55,-0.0353%,-0.0562%,$43.2k
72,NEO-NEO,$9.21,-1.80%,$33.5m,$14.0m,-9.16%,0.06%,0.42,+0.0121%,-0.0049%,$15.2k
73,Compound-COMP,$47.78,-0.73%,$32.9m,$22.1m,-8.61%,0.09%,0.67,+0.0262%,+0.0052%,$24.9k
74,VeChain-VET,$0.0243,-2.00%,$32.0m,$17.0m,-1.09%,0.07%,0.53,+0.0078%,+0.0080%,$17.7k
75,Enjin Coin-ENJ,$0.5237,-1.77%,$31.0m,$15.1m,-3.91%,0.06%,0.49,+0.0015%,+0.0011%,$83.5k
76,The Graph-GRT,$0.1023,-0.53%,$30.8m,$21.6m,-1.65%,0.09%,0.70,-0.0103%,+0.0033%,$30.0k
77,Dash-DASH,$47.17,-0.05%,$30.0m,$15.8m,-1.03%,0.07%,0.53,-0.0120%,+0.0184%,$21.6k
78,Storj-STORJ,$0.5478,+0.01%,$28.8m,$11.5m,-0.91%,0.05%,0.40,+0.0111%,+0.0081%,$30.4k
79,Icon-ICX,$0.2743,+2.28%,$26.6m,$4.8m,+12.67%,0.02%,0.18,+0.0000%,-0.0025%,$39.2k
80,Elrond-EGLD,$51.07,-0.35%,$26.6m,$16.1m,-2.14%,0.07%,0.61,+0.0091%,+0.0068%,$26.4k
81,Cartesi-CTSI,$0.1389,-3.87%,$25.5m,$3.5m,+5.77%,0.01%,0.14,-0.1152%,-0.1076%,$22.0k
82,Loopring-LRC,$0.3551,-3.04%,$25.4m,$13.6m,-7.95%,0.06%,0.54,+0.0069%,+0.0043%,$14.2k
83,SKALE Network-SKL,$0.0489,-1.26%,$24.4m,$6.0m,-1.17%,0.02%,0.24,+0.0064%,+0.0067%,$77.7k
84,Hedera-HBAR,$0.0613,+0.36%,$24.3m,$9.2m,+0.21%,0.04%,0.38,+0.0073%,+0.0068%,$37.2k
