,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,582.36",+1.11%,$20.0b,$7.1b,+1.25%,29.40%,0.35,-0.0060%,-0.0031%,$34.8m
1,Bitcoin-BTC,"$19,716.87",-0.57%,$18.8b,$10.0b,+1.22%,41.76%,0.53,+0.0035%,-0.0018%,$11.2m
2,Ethereum Classic-ETC,$36.37,+12.73%,$3.4b,$585.3m,+52.77%,2.44%,0.17,-0.0115%,-0.0103%,$6.9m
3,Cardano-ADA,$0.4887,-2.40%,$916.1m,$312.5m,-11.71%,1.30%,0.34,+0.0064%,-0.0013%,$1.3m
4,Solana-SOL,$31.77,+0.21%,$789.4m,$389.1m,-1.42%,1.62%,0.49,+0.0092%,+0.0076%,$1.3m
5,Ravencoin-RVN,$0.0365,+18.62%,$786.1m,$33.0m,+173.20%,0.14%,0.04,-0.2678%,-0.1907%,$1.8m
6,EOS-EOS,$1.54,+3.57%,$653.8m,$199.3m,+5.45%,0.83%,0.30,+0.0081%,+0.0069%,$1.3m
7,Litecoin-LTC,$59.78,+0.67%,$552.6m,$222.2m,+0.94%,0.92%,0.40,+0.0125%,-0.0004%,$940.4k
8,Polygon-MATIC,$0.8738,-1.71%,$527.3m,$220.4m,-5.73%,0.92%,0.42,-0.0012%,-0.0012%,$482.1k
9,Binance Coin-BNB,$274.18,-1.51%,$511.3m,$266.7m,+1.45%,1.11%,0.52,-0.0028%,+0.0000%,$333.1k
10,Cosmos-ATOM,$12.71,-0.51%,$494.3m,$140.0m,-6.96%,0.58%,0.28,+0.0014%,-0.0142%,$976.9k
11,Polkadot-DOT,$7.31,+0.61%,$467.8m,$280.5m,+4.48%,1.17%,0.60,+0.0080%,-0.0013%,$577.4k
12,Ripple-XRP,$0.3288,-0.65%,$444.4m,$326.8m,+2.52%,1.36%,0.74,+0.0073%,+0.0017%,$459.9k
13,Chainlink-LINK,$7.23,+0.43%,$422.9m,$123.7m,-0.61%,0.51%,0.29,+0.0047%,+0.0073%,$436.7k
14,Avalanche-AVAX,$18.73,-0.92%,$383.8m,$145.5m,+4.50%,0.61%,0.38,-0.0069%,-0.0153%,$335.4k
15,Filecoin-FIL,$6.02,-3.21%,$382.4m,$113.0m,-9.04%,0.47%,0.30,+0.0103%,+0.0084%,$688.8k
16,The Sandbox-SAND,$0.9468,-2.32%,$381.0m,$83.2m,-7.85%,0.35%,0.22,+0.0088%,+0.0032%,$643.5k
17,Chiliz-CHZ,$0.2027,-4.50%,$357.2m,$98.7m,-2.01%,0.41%,0.28,+0.0132%,+0.0065%,$601.4k
18,Optimism-OP,$1.16,+0.21%,$322.7m,$71.5m,+1.78%,0.30%,0.22,+0.0057%,+0.0032%,$577.6k
