,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,615.44",+5.42%,$32.8b,$7.2b,+4.72%,30.67%,0.22,-0.0031%,+0.0022%,$72.2m
1,Bitcoin-BTC,"$20,175.61",+2.63%,$27.4b,$9.7b,-2.42%,40.99%,0.35,-0.0003%,-0.0037%,$21.9m
2,Ethereum Classic-ETC,$33.37,+4.60%,$1.4b,$397.2m,+3.54%,1.68%,0.28,+0.0023%,+0.0003%,$2.1m
3,Polygon-MATIC,$0.8848,+4.01%,$1.2b,$261.0m,+19.85%,1.11%,0.21,-0.0191%,-0.0210%,$2.7m
4,EOS-EOS,$1.53,+7.36%,$1.2b,$205.6m,+13.88%,0.87%,0.18,+0.0051%,-0.0077%,$2.5m
5,Solana-SOL,$31.89,+4.09%,$1.0b,$394.4m,+1.48%,1.67%,0.39,+0.0088%,+0.0024%,$1.7m
6,Litecoin-LTC,$61.21,+11.05%,$783.5m,$225.3m,+20.22%,0.96%,0.29,+0.0015%,+0.0053%,$2.6m
7,Tellor-TRB,$19.57,+3.70%,$764.5m,$66.3m,+2.61%,0.28%,0.09,-0.4702%,-0.5923%,$1.3m
8,Chiliz-CHZ,$0.2175,+6.39%,$733.2m,$105.2m,+12.17%,0.45%,0.14,+0.0050%,+0.0140%,$1.1m
9,Cosmos-ATOM,$12.80,+6.87%,$691.8m,$138.4m,+4.27%,0.59%,0.20,-0.0070%,-0.0129%,$1.5m
10,Optimism-OP,$1.27,+15.18%,$680.7m,$83.7m,+36.90%,0.35%,0.12,-0.0045%,-0.0106%,$1.3m
11,Binance Coin-BNB,$279.53,+2.72%,$644.9m,$264.5m,-3.20%,1.12%,0.41,+0.0059%,+0.0039%,$307.5k
12,Ripple-XRP,$0.3281,+1.45%,$546.4m,$317.8m,-0.50%,1.35%,0.58,+0.0109%,+0.0106%,$825.9k
13,Cardano-ADA,$0.4589,+2.74%,$511.3m,$273.0m,+0.76%,1.16%,0.53,+0.0107%,+0.0113%,$257.1k
14,Avalanche-AVAX,$19.30,+4.16%,$501.8m,$135.6m,+0.11%,0.57%,0.27,-0.0045%,-0.0169%,$643.2k
15,Polkadot-DOT,$7.48,+7.40%,$411.2m,$281.7m,+8.30%,1.19%,0.69,+0.0055%,-0.0020%,$831.1k
16,Chainlink-LINK,$7.10,+8.55%,$357.9m,$110.7m,+12.75%,0.47%,0.31,+0.0041%,+0.0088%,$685.7k
17,NEAR Protocol-NEAR,$4.28,-0.01%,$320.0m,$94.3m,-5.77%,0.40%,0.29,+0.0072%,+0.0064%,$554.0k
18,Dogecoin-DOGE,$0.0619,+1.16%,$308.1m,$123.6m,+1.02%,0.52%,0.40,+0.0098%,+0.0073%,$264.7k
19,STEPN-GMT,$0.6891,+3.89%,$298.1m,$110.8m,+2.94%,0.47%,0.37,+0.0090%,+0.0010%,$774.3k
20,Filecoin-FIL,$5.88,+3.96%,$259.7m,$100.9m,+0.48%,0.43%,0.39,+0.0076%,+0.0099%,$191.5k
21,Curve DAO Token-CRV,$1.15,+5.40%,$230.1m,$60.4m,+3.79%,0.26%,0.26,-0.0081%,-0.0006%,$460.1k
22,1000SHIB-1000SHIB,$0.0123,+2.47%,$222.5m,$38.5m,-2.01%,0.16%,0.17,+0.0030%,+0.0028%,$329.1k
23,Stargate Finance-STG,$0.6642,+4.82%,$208.9m,$19.6m,+1.29%,0.08%,0.09,-0.0723%,-0.0734%,$301.3k
24,1inch-1INCH,$0.7210,+10.53%,$203.8m,$35.7m,+80.58%,0.15%,0.18,-0.0614%,-0.0206%,$377.9k
