,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,512.93",-9.06%,$39.6b,$6.8b,-7.05%,29.37%,0.17,-0.0166%,-0.0203%,$95.8m
1,Bitcoin-BTC,"$18,745.90",-5.91%,$35.9b,$9.9b,+0.16%,43.05%,0.28,-0.0030%,-0.0015%,$93.8m
2,Ethereum Classic-ETC,$33.94,-15.43%,$7.1b,$490.0m,-27.50%,2.12%,0.07,-0.0188%,-0.0356%,$36.6m
3,Solana-SOL,$31.13,-5.81%,$1.8b,$372.3m,-5.20%,1.61%,0.21,-0.0078%,-0.0113%,$2.7m
4,Cardano-ADA,$0.4626,-7.49%,$1.1b,$280.4m,-10.52%,1.21%,0.25,+0.0195%,+0.0090%,$2.7m
5,EOS-EOS,$1.49,-3.37%,$964.5m,$191.3m,+1.57%,0.83%,0.20,-0.0014%,-0.0106%,$3.2m
6,Binance Coin-BNB,$263.37,-6.31%,$927.9m,$283.5m,+6.86%,1.23%,0.31,-0.0137%,-0.0175%,$1.3m
7,Polygon-MATIC,$0.8050,-10.10%,$860.5m,$187.0m,-14.64%,0.81%,0.22,-0.0032%,-0.0037%,$2.0m
8,Ripple-XRP,$0.3218,-4.08%,$775.4m,$323.4m,-2.69%,1.40%,0.42,-0.0049%,-0.0111%,$2.2m
9,Litecoin-LTC,$54.28,-9.24%,$756.3m,$190.7m,-12.21%,0.83%,0.25,+0.0054%,+0.0002%,$3.2m
10,Avalanche-AVAX,$18.34,-9.10%,$743.1m,$129.6m,-12.03%,0.56%,0.17,-0.0101%,-0.0023%,$1.7m
11,NEAR Protocol-NEAR,$4.09,-8.35%,$650.4m,$90.4m,-11.05%,0.39%,0.14,-0.0009%,-0.0040%,$1.5m
12,Cosmos-ATOM,$11.87,-4.90%,$622.1m,$108.3m,-11.82%,0.47%,0.17,-0.0007%,-0.0087%,$1.3m
13,Chiliz-CHZ,$0.1866,-9.38%,$594.5m,$77.1m,-21.23%,0.33%,0.13,+0.0089%,+0.0035%,$2.0m
14,Polkadot-DOT,$6.97,-8.78%,$561.7m,$259.3m,-9.68%,1.12%,0.46,-0.0127%,-0.0137%,$1.9m
15,Ravencoin-RVN,$0.0357,-4.07%,$545.9m,$20.5m,-30.53%,0.09%,0.04,+0.0257%,-0.0055%,$1.7m
16,Dogecoin-DOGE,$0.0593,-6.19%,$534.8m,$119.1m,-6.81%,0.52%,0.22,+0.0005%,+0.0006%,$2.7m
17,Optimism-OP,$1.09,-10.68%,$512.9m,$59.5m,-13.22%,0.26%,0.12,+0.0011%,-0.0021%,$1.5m
18,Filecoin-FIL,$5.70,-7.35%,$499.4m,$101.4m,-7.87%,0.44%,0.20,+0.0049%,-0.0027%,$2.8m
19,Stargate Finance-STG,$0.7192,+12.74%,$491.2m,$38.1m,+111.57%,0.16%,0.08,-0.0142%,-0.0093%,$776.3k
20,Chainlink-LINK,$6.72,-7.98%,$398.4m,$101.9m,-11.66%,0.44%,0.26,+0.0059%,+0.0069%,$1.6m
21,STEPN-GMT,$0.6316,-9.18%,$367.5m,$104.3m,-6.68%,0.45%,0.28,-0.0092%,-0.0102%,$1.1m
22,Curve DAO Token-CRV,$1.04,-10.30%,$361.2m,$56.0m,-15.90%,0.24%,0.16,-0.0068%,-0.0027%,$956.4k
23,Helium-HNT,$4.17,+11.80%,$328.2m,$27.2m,+24.99%,0.12%,0.08,+0.0036%,-0.0097%,$983.0k
24,1000SHIB-1000SHIB,$0.0121,-4.44%,$325.3m,$41.3m,-7.99%,0.18%,0.13,+0.0100%,+0.0100%,$791.6k
25,Bitcoin Cash-BCH,$112.44,-10.08%,$323.2m,$164.5m,-12.45%,0.71%,0.51,-0.0042%,-0.0066%,$808.2k
26,The Sandbox-SAND,$0.8693,-9.76%,$298.6m,$71.9m,-13.60%,0.31%,0.24,+0.0019%,+0.0027%,$1.3m
27,ApeCoin-APE,$4.25,-10.40%,$278.9m,$63.7m,-6.71%,0.28%,0.23,-0.0096%,+0.0001%,$1.1m
28,Tellor-TRB,$16.41,-3.64%,$253.9m,$44.1m,-7.85%,0.19%,0.17,+0.0237%,-0.0929%,$598.4k
29,Project Galaxy-GAL,$2.38,-4.60%,$247.4m,$14.3m,+19.20%,0.06%,0.06,+0.0036%,-0.0066%,$689.2k
30,Ethereum Name Service-ENS,$13.40,-9.17%,$205.9m,$26.6m,-17.85%,0.12%,0.13,+0.0090%,+0.0084%,$508.6k
31,Axie Infinity-AXS,$13.06,-9.17%,$191.3m,$77.4m,-9.71%,0.34%,0.40,-0.0160%,-0.0351%,$1.1m
32,Fantom-FTM,$0.2457,-8.71%,$189.7m,$48.4m,-4.37%,0.21%,0.26,+0.0026%,-0.0033%,$702.1k
33,Unifi Protocol DAO-UNFI,$6.94,-10.91%,$167.5m,$17.4m,-13.26%,0.08%,0.10,+0.0021%,+0.0049%,$374.9k
34,Aave-AAVE,$82.92,-10.43%,$146.1m,$44.2m,-15.20%,0.19%,0.30,-0.0303%,-0.0329%,$315.4k
35,Tron-TRX,$0.0603,-5.50%,$142.9m,$140.1m,-2.54%,0.61%,0.98,-0.0368%,-0.0235%,$309.9k
36,Gala-GALA,$0.0473,-7.41%,$137.7m,$33.2m,-8.14%,0.14%,0.24,+0.0008%,-0.0006%,$455.6k
37,Uniswap-UNI,$5.85,-10.02%,$135.6m,$44.6m,-8.13%,0.19%,0.33,-0.0051%,-0.0115%,$483.7k
38,Decentraland-MANA,$0.7334,-8.28%,$133.2m,$37.9m,-6.34%,0.16%,0.28,+0.0015%,-0.0030%,$520.7k
39,Waves-WAVES,$4.28,-7.36%,$123.7m,$48.0m,-8.60%,0.21%,0.39,+0.0043%,+0.0044%,$567.5k
40,Kyber Network Crystal-KNC,$1.68,-0.59%,$117.9m,$19.9m,+11.94%,0.09%,0.17,+0.0061%,+0.0120%,$200.4k
41,SushiSwap-SUSHI,$1.12,-9.02%,$105.6m,$27.3m,-22.36%,0.12%,0.26,-0.0100%,-0.0129%,$284.9k
42,BinaryX-BNX,$136.96,+5.29%,$103.6m,$29.6m,+21.85%,0.13%,0.29,+0.0100%,+0.0093%,$286.5k
43,Monero-XMR,$144.04,-7.91%,$102.7m,$40.3m,-14.57%,0.17%,0.39,+0.0051%,-0.0018%,$403.3k
