,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,844.86",+0.25%,$17.9b,$9.9b,-0.83%,41.76%,0.55,+0.0003%,-0.0018%,$9.1m
1,Ethereum-ETH,"$1,575.85",+1.33%,$16.3b,$7.0b,+0.89%,29.45%,0.43,+0.0021%,+0.0024%,$28.5m
2,Cardano-ADA,$0.4986,+2.39%,$1.3b,$346.8m,+7.37%,1.46%,0.26,-0.0083%,-0.0033%,$1.7m
3,Ethereum Classic-ETC,$32.48,+0.69%,$810.2m,$385.2m,+1.08%,1.63%,0.48,-0.0084%,-0.0045%,$1.4m
4,Solana-SOL,$32.16,+2.09%,$662.7m,$404.0m,+3.05%,1.71%,0.61,+0.0108%,+0.0158%,$1.1m
5,1000SHIB-1000SHIB,$0.0128,+3.20%,$615.6m,$53.0m,+32.23%,0.22%,0.09,+0.0091%,+0.0100%,$882.7k
6,Cosmos-ATOM,$12.92,+3.44%,$548.9m,$151.5m,+14.96%,0.64%,0.28,-0.0116%,-0.0116%,$1.2m
7,Litecoin-LTC,$60.37,+0.31%,$510.4m,$227.3m,-0.65%,0.96%,0.45,+0.0101%,+0.0069%,$826.2k
8,EOS-EOS,$1.49,-2.69%,$457.1m,$188.6m,-3.61%,0.80%,0.41,+0.0031%,+0.0073%,$534.5k
9,Polygon-MATIC,$0.8903,+0.48%,$441.7m,$234.2m,-2.20%,0.99%,0.53,-0.0064%,-0.0024%,$285.5k
10,Filecoin-FIL,$6.23,-1.30%,$400.2m,$121.9m,-14.41%,0.51%,0.30,+0.0025%,+0.0134%,$674.8k
11,Binance Coin-BNB,$278.67,+0.01%,$400.0m,$261.1m,+0.26%,1.10%,0.65,+0.0030%,+0.0079%,$151.2k
12,Ravencoin-RVN,$0.0335,+14.73%,$390.2m,$23.4m,+291.77%,0.10%,0.06,-0.5976%,-0.2148%,$732.5k
13,Chainlink-LINK,$7.20,+4.36%,$385.8m,$119.8m,+18.74%,0.51%,0.31,+0.0036%,+0.0110%,$406.7k
14,STEPN-GMT,$0.7012,+2.23%,$342.4m,$115.2m,+3.22%,0.49%,0.34,-0.0063%,-0.0048%,$351.0k
15,Chiliz-CHZ,$0.2089,-2.56%,$340.1m,$98.5m,+0.16%,0.42%,0.29,-0.0049%,-0.0098%,$512.5k
16,Polkadot-DOT,$7.54,+2.94%,$330.0m,$286.3m,+6.36%,1.21%,0.87,+0.0021%,+0.0129%,$418.5k
17,Dogecoin-DOGE,$0.0631,+0.18%,$327.1m,$128.3m,+0.00%,0.54%,0.39,+0.0046%,+0.0078%,$432.4k
18,Avalanche-AVAX,$19.06,+0.28%,$325.2m,$149.3m,+9.89%,0.63%,0.46,-0.0064%,+0.0028%,$134.1k
19,Ripple-XRP,$0.3310,+0.14%,$313.6m,$321.8m,+0.87%,1.36%,1.03,+0.0072%,+0.0079%,$141.1k
20,Optimism-OP,$1.16,-3.16%,$310.2m,$70.0m,-6.93%,0.30%,0.23,-0.0112%,-0.0114%,$261.9k
21,The Sandbox-SAND,$0.9721,+4.21%,$305.3m,$88.8m,+13.57%,0.37%,0.29,+0.0065%,+0.0083%,$515.9k
22,Tellor-TRB,$18.60,-1.70%,$215.2m,$60.3m,-11.38%,0.25%,0.28,-0.1068%,-0.2085%,$278.0k
23,Axie Infinity-AXS,$14.50,-1.42%,$210.5m,$91.1m,-17.27%,0.38%,0.43,-0.0169%,-0.0254%,$274.7k
24,Unifi Protocol DAO-UNFI,$7.93,+1.69%,$187.4m,$20.7m,-5.99%,0.09%,0.11,+0.0032%,+0.0034%,$204.7k
