,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,578.29",+1.11%,$32.5b,$7.0b,+2.02%,30.10%,0.22,+0.0064%,+0.0090%,$69.5m
1,Bitcoin-BTC,"$20,042.18",-0.48%,$28.0b,$9.7b,+1.67%,41.82%,0.35,+0.0029%,+0.0044%,$24.8m
2,Ethereum Classic-ETC,$32.64,+0.56%,$1.4b,$393.1m,+1.94%,1.69%,0.28,-0.0032%,-0.0036%,$3.3m
3,EOS-EOS,$1.50,+9.42%,$1.1b,$197.3m,+15.67%,0.85%,0.17,+0.0005%,-0.0026%,$2.1m
4,Polygon-MATIC,$0.8775,+3.29%,$1.1b,$238.6m,+17.13%,1.03%,0.22,-0.0154%,-0.0176%,$2.7m
5,Solana-SOL,$31.39,-0.76%,$1.0b,$391.7m,+2.11%,1.68%,0.38,+0.0071%,+0.0064%,$1.8m
6,Tellor-TRB,$20.24,+6.05%,$998.5m,$66.2m,+1.28%,0.28%,0.07,-1.2500%,-1.2500%,$2.2m
7,Binance Coin-BNB,$276.34,-1.11%,$763.4m,$273.2m,+4.75%,1.18%,0.36,-0.0071%,-0.0097%,$590.3k
8,Cosmos-ATOM,$12.50,+6.88%,$720.4m,$132.5m,+15.00%,0.57%,0.18,-0.0094%,-0.0040%,$1.5m
9,Litecoin-LTC,$56.99,+5.30%,$661.7m,$198.9m,+13.26%,0.86%,0.30,+0.0049%,+0.0047%,$1.0m
10,Cardano-ADA,$0.4552,+1.75%,$607.7m,$274.4m,+2.11%,1.18%,0.45,+0.0034%,-0.0016%,$693.5k
11,Chiliz-CHZ,$0.2112,-2.14%,$581.6m,$93.5m,-11.76%,0.40%,0.16,+0.0090%,+0.0093%,$817.6k
12,Avalanche-AVAX,$19.07,-0.79%,$536.0m,$135.6m,+2.16%,0.58%,0.25,-0.0063%,-0.0056%,$859.8k
13,Ripple-XRP,$0.3300,+1.00%,$503.0m,$325.2m,+0.78%,1.40%,0.65,-0.0042%,-0.0023%,$761.2k
14,Optimism-OP,$1.17,+2.82%,$425.4m,$63.7m,+0.71%,0.27%,0.15,+0.0139%,+0.0151%,$639.3k
15,NEAR Protocol-NEAR,$4.28,-0.69%,$388.6m,$96.6m,-11.87%,0.42%,0.25,+0.0047%,+0.0016%,$589.5k
16,Dogecoin-DOGE,$0.0622,+0.92%,$360.8m,$122.7m,-0.12%,0.53%,0.34,+0.0093%,+0.0071%,$484.4k
17,Polkadot-DOT,$7.16,+1.53%,$305.9m,$264.8m,+2.02%,1.14%,0.87,-0.0015%,-0.0093%,$217.1k
