,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,660.18",+6.09%,$30.6b,$7.3b,+5.03%,30.08%,0.24,-0.0050%,-0.0010%,$87.2m
1,Bitcoin-BTC,"$19,976.76",+1.02%,$25.0b,$10.0b,-0.81%,41.07%,0.40,+0.0034%,+0.0057%,$19.6m
2,Ethereum Classic-ETC,$40.36,+25.74%,$7.7b,$690.7m,+77.76%,2.83%,0.09,+0.0013%,+0.0023%,$20.5m
3,Solana-SOL,$33.02,+4.31%,$1.2b,$390.4m,-0.91%,1.60%,0.33,+0.0101%,+0.0121%,$2.1m
4,Cardano-ADA,$0.5036,+3.08%,$1.1b,$314.9m,-3.43%,1.29%,0.29,+0.0059%,+0.0117%,$1.6m
5,EOS-EOS,$1.54,+5.89%,$843.5m,$192.4m,+4.14%,0.79%,0.23,+0.0098%,+0.0120%,$2.1m
6,Ripple-XRP,$0.3346,+2.53%,$720.4m,$332.5m,+1.53%,1.36%,0.46,+0.0076%,+0.0060%,$1.4m
7,Polygon-MATIC,$0.8952,+1.90%,$712.0m,$220.6m,-2.74%,0.90%,0.31,-0.0016%,-0.0074%,$1.1m
8,Binance Coin-BNB,$281.00,+1.98%,$700.7m,$263.3m,-1.90%,1.08%,0.38,+0.0064%,+0.0108%,$728.9k
9,Ravencoin-RVN,$0.0373,+15.01%,$629.2m,$29.8m,+26.25%,0.12%,0.05,-0.0263%,+0.0335%,$1.5m
10,Litecoin-LTC,$59.94,-0.09%,$616.7m,$219.7m,-2.60%,0.90%,0.36,+0.0059%,+0.0075%,$1.1m
11,Avalanche-AVAX,$20.07,+6.95%,$584.8m,$145.8m,-2.04%,0.60%,0.25,+0.0134%,+0.0112%,$1.3m
12,Optimism-OP,$1.22,+6.63%,$538.1m,$68.2m,-4.26%,0.28%,0.13,+0.0120%,+0.0093%,$1.2m
13,Polkadot-DOT,$7.60,+1.49%,$493.3m,$283.9m,-1.17%,1.16%,0.58,+0.0064%,+0.0028%,$456.2k
14,Cosmos-ATOM,$12.44,-1.59%,$492.9m,$122.0m,-13.23%,0.50%,0.25,+0.0054%,+0.0057%,$765.1k
15,Filecoin-FIL,$6.18,+1.58%,$426.8m,$111.8m,-5.72%,0.46%,0.26,+0.0041%,+0.0108%,$886.0k
16,Dogecoin-DOGE,$0.0633,+2.07%,$418.0m,$128.8m,-0.68%,0.53%,0.31,+0.0109%,+0.0130%,$725.3k
17,Chainlink-LINK,$7.33,+2.36%,$410.2m,$116.5m,-7.47%,0.48%,0.28,+0.0061%,+0.0066%,$2.9m
