,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,620.95",+6.11%,$33.6b,$7.0b,+5.63%,30.20%,0.21,-0.0044%,+0.0037%,$91.0m
1,Bitcoin-BTC,"$19,264.50",+2.74%,$24.3b,$9.6b,-2.55%,41.55%,0.40,-0.0010%,+0.0022%,$31.2m
2,Ethereum Classic-ETC,$37.04,+7.03%,$5.1b,$505.9m,+0.47%,2.18%,0.10,-0.0562%,-0.0336%,$15.5m
3,EOS-EOS,$1.65,+18.87%,$1.8b,$249.7m,+47.85%,1.08%,0.14,-0.0112%,-0.0085%,$5.0m
4,Solana-SOL,$32.52,+5.38%,$1.2b,$384.5m,+4.92%,1.66%,0.33,-0.0003%,+0.0068%,$2.2m
5,Helium-HNT,$5.17,+46.99%,$1.1b,$38.4m,+91.27%,0.17%,0.03,-0.1487%,-0.1414%,$2.1m
6,Cardano-ADA,$0.4769,+3.83%,$752.3m,$279.3m,+1.05%,1.20%,0.37,-0.0060%,-0.0013%,$874.5k
7,Binance Coin-BNB,$278.39,+6.13%,$683.1m,$277.1m,-0.29%,1.20%,0.41,+0.0061%,+0.0105%,$810.1k
8,Ripple-XRP,$0.3344,+4.27%,$663.9m,$329.8m,+1.90%,1.42%,0.50,-0.0058%,-0.0054%,$1.5m
9,Stargate Finance-STG,$0.8225,+29.86%,$637.2m,$33.6m,+112.32%,0.14%,0.05,-0.0279%,-0.0280%,$944.9k
10,Polygon-MATIC,$0.8372,+3.11%,$596.0m,$189.8m,-0.34%,0.82%,0.32,-0.0143%,-0.0098%,$1.1m
11,Cosmos-ATOM,$12.81,+9.60%,$586.6m,$129.7m,+19.00%,0.56%,0.22,-0.0060%,+0.0080%,$1.3m
12,Litecoin-LTC,$56.76,+5.60%,$511.6m,$192.0m,+2.52%,0.83%,0.38,+0.0058%,-0.0013%,$583.5k
13,Avalanche-AVAX,$18.91,+4.28%,$486.3m,$128.7m,+0.47%,0.56%,0.26,-0.0010%,-0.0002%,$896.2k
14,NEAR Protocol-NEAR,$4.45,+8.15%,$404.6m,$98.2m,+9.56%,0.42%,0.24,-0.0042%,-0.0002%,$918.1k
15,Polkadot-DOT,$7.20,+4.54%,$390.7m,$264.7m,+3.06%,1.14%,0.68,-0.0010%,-0.0060%,$441.4k
16,Optimism-OP,$1.17,+5.43%,$385.3m,$59.5m,-0.12%,0.26%,0.15,+0.0068%,+0.0103%,$607.8k
17,Chiliz-CHZ,$0.1913,+2.51%,$374.6m,$74.1m,-4.69%,0.32%,0.20,+0.0025%,+0.0004%,$419.7k
18,Dogecoin-DOGE,$0.0610,+4.04%,$340.9m,$117.9m,-2.82%,0.51%,0.35,+0.0020%,+0.0084%,$709.2k
19,Chainlink-LINK,$7.05,+6.08%,$288.7m,$105.7m,+6.46%,0.46%,0.37,+0.0024%,+0.0062%,$459.0k
20,Filecoin-FIL,$5.87,+4.66%,$285.7m,$101.7m,+1.91%,0.44%,0.36,+0.0114%,+0.0077%,$771.6k
