,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,596.34",+1.55%,$20.7b,$7.1b,+1.98%,29.46%,0.34,-0.0057%,-0.0051%,$33.9m
1,Bitcoin-BTC,"$19,737.18",-0.68%,$19.2b,$10.0b,+1.40%,41.67%,0.52,+0.0006%,-0.0005%,$11.2m
2,Ethereum Classic-ETC,$36.71,+13.29%,$3.8b,$595.3m,+55.31%,2.47%,0.16,-0.0113%,-0.0106%,$7.5m
3,Cardano-ADA,$0.4953,-0.86%,$927.8m,$313.7m,-10.03%,1.30%,0.34,+0.0035%,+0.0007%,$1.3m
4,Solana-SOL,$32.08,+0.29%,$802.6m,$389.6m,-2.75%,1.62%,0.49,+0.0072%,+0.0066%,$1.4m
5,EOS-EOS,$1.55,+3.93%,$693.7m,$198.0m,+5.12%,0.82%,0.29,+0.0102%,+0.0109%,$1.4m
6,Ravencoin-RVN,$0.0367,+8.03%,$633.9m,$32.3m,+41.25%,0.13%,0.05,-0.2313%,-0.0607%,$1.4m
7,Litecoin-LTC,$60.11,+0.24%,$536.6m,$221.6m,-0.73%,0.92%,0.41,+0.0074%,+0.0011%,$910.4k
8,Binance Coin-BNB,$275.27,-1.05%,$517.7m,$270.1m,+3.22%,1.12%,0.52,-0.0018%,+0.0008%,$356.1k
9,Polkadot-DOT,$7.32,+0.48%,$505.3m,$275.8m,+2.88%,1.15%,0.55,+0.0061%,-0.0082%,$591.4k
10,Polygon-MATIC,$0.8747,-2.00%,$502.1m,$219.6m,-6.40%,0.91%,0.44,-0.0003%,-0.0010%,$455.3k
11,Cosmos-ATOM,$12.58,-2.36%,$486.4m,$135.9m,-10.31%,0.56%,0.28,+0.0041%,-0.0097%,$922.7k
12,Ripple-XRP,$0.3311,-0.13%,$455.6m,$328.6m,+3.19%,1.37%,0.72,+0.0010%,-0.0037%,$491.5k
13,Chainlink-LINK,$7.28,+1.77%,$415.9m,$124.4m,+1.65%,0.52%,0.30,+0.0058%,+0.0071%,$474.2k
14,Filecoin-FIL,$6.05,-3.27%,$379.4m,$113.5m,-7.57%,0.47%,0.30,+0.0106%,+0.0100%,$673.7k
15,Avalanche-AVAX,$18.86,-0.62%,$378.4m,$145.3m,+1.51%,0.60%,0.38,-0.0066%,-0.0144%,$336.3k
16,The Sandbox-SAND,$0.9488,-1.99%,$371.1m,$83.0m,-7.09%,0.34%,0.22,+0.0089%,+0.0052%,$642.1k
17,Chiliz-CHZ,$0.2031,-4.52%,$364.1m,$100.4m,+1.15%,0.42%,0.28,+0.0134%,+0.0055%,$601.4k
18,Optimism-OP,$1.17,+0.27%,$327.3m,$71.8m,+2.51%,0.30%,0.22,+0.0080%,+0.0036%,$573.5k
19,1000SHIB-1000SHIB,$0.0124,-2.65%,$294.8m,$45.5m,-17.49%,0.19%,0.15,-0.0032%,+0.0015%,$522.7k
20,Dogecoin-DOGE,$0.0622,-1.82%,$286.7m,$128.5m,+0.23%,0.53%,0.45,+0.0102%,+0.0043%,$535.4k
21,Bitcoin Cash-BCH,$124.10,+5.49%,$266.6m,$193.1m,+13.82%,0.80%,0.72,-0.0040%,-0.0088%,$340.8k
22,STEPN-GMT,$0.6853,-2.19%,$239.3m,$110.7m,-3.91%,0.46%,0.46,+0.0053%,+0.0011%,$258.5k
23,NEAR Protocol-NEAR,$4.17,-1.43%,$199.9m,$89.2m,-1.41%,0.37%,0.45,+0.0037%,-0.0019%,$355.0k
24,Axie Infinity-AXS,$14.14,-2.53%,$193.0m,$85.0m,-7.85%,0.35%,0.44,-0.0086%,-0.0226%,$670.4k
25,Tellor-TRB,$18.20,-3.04%,$163.0m,$61.4m,-1.80%,0.26%,0.38,-0.0924%,-0.1151%,$123.2k
26,Curve DAO Token-CRV,$1.10,+0.03%,$160.9m,$58.5m,-1.28%,0.24%,0.36,+0.0086%,-0.0093%,$75.5k
27,ApeCoin-APE,$4.71,-1.47%,$153.2m,$67.9m,-1.70%,0.28%,0.44,-0.0037%,-0.0014%,$195.0k
28,Helium-HNT,$3.89,-10.48%,$143.4m,$22.2m,+8.75%,0.09%,0.15,+0.0022%,-0.0053%,$295.9k
29,Fantom-FTM,$0.2627,-3.65%,$140.7m,$52.3m,+5.44%,0.22%,0.37,+0.0052%,+0.0029%,$230.6k
30,Unifi Protocol DAO-UNFI,$7.68,-4.63%,$121.0m,$21.7m,+1.46%,0.09%,0.18,+0.0030%,+0.0002%,$164.7k
31,Ethereum Name Service-ENS,$14.26,+4.24%,$100.8m,$31.6m,+16.48%,0.13%,0.31,+0.0039%,+0.0037%,$113.8k
32,Uniswap-UNI,$6.47,+0.61%,$97.3m,$49.6m,+2.33%,0.21%,0.51,+0.0107%,+0.0043%,$91.1k
33,Decentraland-MANA,$0.7866,-2.60%,$96.6m,$40.8m,-6.17%,0.17%,0.42,+0.0075%,+0.0084%,$110.8k
34,SushiSwap-SUSHI,$1.21,+6.12%,$95.4m,$35.9m,+16.21%,0.15%,0.38,+0.0049%,-0.0332%,$143.4k
35,Stargate Finance-STG,$0.5963,-4.62%,$91.5m,$17.2m,+10.02%,0.07%,0.19,-0.1577%,-0.1287%,$168.7k
36,Aave-AAVE,$90.15,+1.64%,$91.1m,$48.9m,+4.97%,0.20%,0.54,+0.0049%,-0.0154%,$25.2k
37,Waves-WAVES,$4.54,-1.36%,$88.7m,$52.5m,-1.80%,0.22%,0.59,+0.0076%,+0.0046%,$102.9k
38,Tron-TRX,$0.0626,-1.23%,$87.4m,$142.0m,-0.73%,0.59%,1.63,-0.0048%,-0.0109%,$10.0k
39,Monero-XMR,$157.21,+1.44%,$84.7m,$50.7m,+7.14%,0.21%,0.60,+0.0049%,-0.0094%,$29.1k
40,Gala-GALA,$0.0504,-2.09%,$75.7m,$34.6m,-4.92%,0.14%,0.46,+0.0046%,+0.0057%,$88.3k
