,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,519.46",-8.47%,$39.7b,$6.8b,-7.19%,29.44%,0.17,-0.0173%,-0.0214%,$95.8m
1,Bitcoin-BTC,"$18,783.90",-5.73%,$36.1b,$9.9b,-0.26%,42.98%,0.27,-0.0029%,-0.0007%,$93.7m
2,Ethereum Classic-ETC,$34.18,-14.04%,$7.1b,$496.4m,-26.19%,2.15%,0.07,-0.0190%,-0.0346%,$36.7m
3,Solana-SOL,$31.18,-5.49%,$1.8b,$371.8m,-4.81%,1.61%,0.21,-0.0076%,-0.0093%,$2.9m
4,Cardano-ADA,$0.4614,-8.08%,$1.1b,$279.6m,-10.20%,1.21%,0.25,+0.0198%,+0.0091%,$2.7m
5,Binance Coin-BNB,$264.63,-5.64%,$925.4m,$284.5m,+8.29%,1.23%,0.31,-0.0145%,-0.0197%,$1.3m
6,EOS-EOS,$1.48,-2.88%,$900.5m,$185.8m,-2.27%,0.80%,0.21,+0.0010%,-0.0061%,$3.2m
7,Polygon-MATIC,$0.8069,-9.50%,$863.8m,$187.3m,-14.46%,0.81%,0.22,-0.0023%,-0.0022%,$2.0m
8,Ripple-XRP,$0.3209,-4.01%,$783.6m,$322.3m,-2.49%,1.40%,0.41,-0.0042%,-0.0087%,$2.2m
9,Avalanche-AVAX,$18.43,-7.69%,$763.5m,$130.2m,-9.83%,0.56%,0.17,-0.0099%,-0.0038%,$1.7m
10,Litecoin-LTC,$54.40,-8.89%,$759.0m,$191.3m,-11.97%,0.83%,0.25,+0.0063%,+0.0019%,$3.2m
11,NEAR Protocol-NEAR,$4.10,-6.79%,$686.3m,$91.2m,-5.07%,0.39%,0.13,-0.0012%,-0.0034%,$1.6m
12,Cosmos-ATOM,$11.92,-4.31%,$626.7m,$108.4m,-11.64%,0.47%,0.17,-0.0006%,-0.0072%,$1.3m
13,Chiliz-CHZ,$0.1880,-8.35%,$593.7m,$78.1m,-20.85%,0.34%,0.13,+0.0092%,+0.0052%,$1.9m
14,Polkadot-DOT,$6.96,-8.54%,$570.1m,$258.9m,-8.84%,1.12%,0.45,-0.0127%,-0.0131%,$2.0m
15,Ravencoin-RVN,$0.0361,-2.71%,$548.0m,$21.1m,-27.83%,0.09%,0.04,+0.0257%,-0.0082%,$1.7m
16,Dogecoin-DOGE,$0.0592,-6.37%,$535.2m,$119.0m,-7.08%,0.52%,0.22,+0.0006%,+0.0019%,$2.7m
17,Optimism-OP,$1.11,-8.56%,$518.4m,$59.6m,-12.06%,0.26%,0.12,+0.0014%,+0.0011%,$1.5m
18,Filecoin-FIL,$5.71,-7.25%,$499.0m,$102.1m,-7.85%,0.44%,0.20,+0.0048%,-0.0022%,$2.8m
19,Stargate Finance-STG,$0.7227,+13.67%,$478.5m,$38.1m,+112.87%,0.17%,0.08,-0.0170%,-0.0121%,$797.5k
20,Chainlink-LINK,$6.70,-8.08%,$400.3m,$101.5m,-11.74%,0.44%,0.25,+0.0060%,+0.0087%,$1.6m
21,STEPN-GMT,$0.6335,-8.58%,$369.4m,$104.8m,-5.79%,0.45%,0.28,-0.0091%,-0.0107%,$1.1m
22,Curve DAO Token-CRV,$1.04,-10.47%,$362.5m,$56.0m,-15.30%,0.24%,0.15,-0.0069%,-0.0054%,$956.6k
23,1000SHIB-1000SHIB,$0.0121,-4.07%,$329.1m,$41.7m,-5.59%,0.18%,0.13,+0.0100%,+0.0100%,$814.9k
24,Bitcoin Cash-BCH,$112.79,-9.68%,$323.1m,$164.9m,-12.30%,0.71%,0.51,-0.0041%,-0.0066%,$808.2k
25,Helium-HNT,$4.01,+7.78%,$300.8m,$25.3m,+17.47%,0.11%,0.08,+0.0046%,+0.0012%,$918.9k
26,The Sandbox-SAND,$0.8724,-9.27%,$298.8m,$72.1m,-13.07%,0.31%,0.24,+0.0021%,+0.0049%,$1.3m
27,ApeCoin-APE,$4.26,-10.01%,$280.6m,$64.0m,-5.85%,0.28%,0.23,-0.0081%,+0.0041%,$1.0m
28,Project Galaxy-GAL,$2.41,-2.74%,$244.5m,$14.5m,+21.04%,0.06%,0.06,+0.0041%,-0.0063%,$688.3k
