,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,569.47",-1.17%,$33.9b,$6.9b,-2.10%,29.93%,0.20,-0.0048%,-0.0009%,$69.0m
1,Bitcoin-BTC,"$19,951.58",-0.66%,$26.4b,$9.6b,-1.09%,41.52%,0.36,-0.0001%,+0.0039%,$25.0m
2,Ethereum Classic-ETC,$32.63,-0.51%,$1.4b,$381.8m,-3.21%,1.65%,0.27,-0.0118%,-0.0041%,$3.7m
3,EOS-EOS,$1.58,+2.60%,$1.2b,$208.5m,-1.71%,0.90%,0.18,-0.0093%,-0.0030%,$2.5m
4,Litecoin-LTC,$61.29,+7.45%,$1.0b,$241.6m,+21.73%,1.04%,0.23,+0.0026%,+0.0028%,$2.7m
5,Polygon-MATIC,$0.8811,+0.14%,$1.0b,$238.4m,-1.54%,1.03%,0.23,-0.0051%,+0.0090%,$1.6m
6,Solana-SOL,$31.19,-1.12%,$1.0b,$389.4m,-0.75%,1.68%,0.39,-0.0026%,+0.0031%,$1.5m
7,Chiliz-CHZ,$0.2222,+3.25%,$859.0m,$104.8m,+9.30%,0.45%,0.12,+0.0108%,+0.0057%,$1.2m
8,Optimism-OP,$1.20,+2.75%,$787.7m,$71.8m,+12.11%,0.31%,0.09,+0.0110%,+0.0095%,$1.3m
9,Cardano-ADA,$0.4720,+3.47%,$723.1m,$288.2m,+4.68%,1.24%,0.40,-0.0025%,+0.0183%,$762.2k
10,Cosmos-ATOM,$12.47,+0.56%,$606.6m,$128.0m,+1.06%,0.55%,0.21,-0.0023%,-0.0007%,$923.2k
11,Binance Coin-BNB,$277.13,-0.15%,$595.0m,$260.7m,-3.02%,1.12%,0.44,-0.0042%,-0.0009%,$295.1k
12,Ripple-XRP,$0.3307,-0.63%,$556.0m,$319.6m,-2.90%,1.38%,0.57,+0.0037%,-0.0012%,$523.4k
13,Filecoin-FIL,$6.43,+11.15%,$515.8m,$127.1m,+27.08%,0.55%,0.25,+0.0076%,+0.0094%,$852.8k
14,Avalanche-AVAX,$18.91,-1.59%,$471.6m,$136.0m,+1.08%,0.59%,0.29,-0.0287%,-0.0198%,$960.1k
15,Polkadot-DOT,$7.29,+0.81%,$459.2m,$270.2m,+0.29%,1.16%,0.59,+0.0040%,+0.0046%,$834.9k
16,Tellor-TRB,$19.18,-4.41%,$424.0m,$72.9m,+7.94%,0.31%,0.17,-1.1714%,-0.9706%,$244.2k
17,Dogecoin-DOGE,$0.0633,+1.90%,$349.8m,$127.3m,+3.99%,0.55%,0.36,+0.0016%,+0.0096%,$599.7k
18,Chainlink-LINK,$6.92,+0.58%,$329.0m,$102.2m,-1.96%,0.44%,0.31,+0.0131%,+0.0126%,$664.6k
19,NEAR Protocol-NEAR,$4.19,-2.50%,$319.2m,$90.2m,-6.53%,0.39%,0.28,+0.0016%,+0.0023%,$702.4k
20,STEPN-GMT,$0.6783,-0.63%,$284.8m,$109.7m,+1.49%,0.47%,0.39,-0.0020%,+0.0015%,$650.4k
21,1inch-1INCH,$0.6914,+1.34%,$267.7m,$27.5m,+31.76%,0.12%,0.10,+0.0053%,-0.0293%,$571.3k
22,yearn.finance-YFI,"$9,676.91",+4.76%,$248.6m,$45.0m,+21.20%,0.19%,0.18,+0.0048%,+0.0101%,$580.0k
23,Curve DAO Token-CRV,$1.09,-4.57%,$227.3m,$58.0m,-4.23%,0.25%,0.26,-0.0177%,-0.0004%,$451.3k
24,Bitcoin Cash-BCH,$118.07,+1.14%,$221.9m,$168.1m,+0.01%,0.72%,0.76,-0.0048%,-0.0059%,$267.0k
25,1000SHIB-1000SHIB,$0.0123,+0.83%,$206.8m,$39.3m,+5.10%,0.17%,0.19,-0.0053%,+0.0089%,$313.4k
26,ApeCoin-APE,$4.74,-0.92%,$187.1m,$67.5m,+1.90%,0.29%,0.36,-0.0028%,+0.0048%,$155.8k
27,Aave-AAVE,$88.14,+2.67%,$184.1m,$47.4m,+8.13%,0.20%,0.26,+0.0054%,-0.0034%,$250.9k
28,Synthetix Network Token-SNX,$2.98,-1.04%,$180.6m,$36.1m,-8.28%,0.16%,0.20,+0.0064%,+0.0027%,$251.0k
29,The Sandbox-SAND,$0.9268,-1.59%,$160.3m,$75.2m,-2.75%,0.32%,0.47,-0.0066%,-0.0023%,$206.6k
30,FOOTBALL-FOOTBALL,"$1,230.04",+7.03%,$144.0m,$12.7m,+100.15%,0.05%,0.09,+0.3368%,+0.0100%,$251.2k
31,Uniswap-UNI,$6.38,+1.46%,$134.9m,$48.0m,-0.43%,0.21%,0.36,+0.0020%,-0.0018%,$304.9k
32,Axie Infinity-AXS,$14.18,-0.69%,$130.0m,$83.3m,+1.01%,0.36%,0.64,-0.0081%,-0.0055%,$378.1k
33,Fantom-FTM,$0.2697,-0.99%,$127.5m,$48.2m,-0.71%,0.21%,0.38,+0.0027%,+0.0070%,$140.3k
34,Stargate Finance-STG,$0.6481,-3.78%,$123.1m,$17.2m,-17.19%,0.07%,0.14,-0.0688%,-0.0503%,$224.0k
35,Unifi Protocol DAO-UNFI,$7.66,+1.23%,$107.9m,$21.3m,+6.62%,0.09%,0.20,-0.0006%,+0.0087%,$83.7k
36,Celsius-CEL,$1.44,-2.82%,$100.8m,$26.3m,-9.40%,0.11%,0.26,-0.0555%,-0.0168%,$709.0k
37,SushiSwap-SUSHI,$1.12,+4.90%,$96.9m,$30.9m,+13.88%,0.13%,0.32,+0.0028%,+0.0080%,$91.9k
38,dYdX-DYDX,$1.55,+1.69%,$92.9m,$37.9m,+7.53%,0.16%,0.41,-0.0016%,+0.0060%,$30.8k
39,Ethereum Name Service-ENS,$13.88,+3.90%,$86.5m,$26.6m,+15.65%,0.11%,0.31,+0.0032%,+0.0028%,$69.4k
40,Gala-GALA,$0.0503,+0.02%,$84.8m,$35.3m,+3.86%,0.15%,0.42,+0.0011%,+0.0054%,$83.9k
41,Decentraland-MANA,$0.7762,-0.57%,$84.8m,$39.2m,-0.87%,0.17%,0.46,-0.0088%,-0.0021%,$108.5k
42,Lido DAO Token-LDO,$2.02,-0.67%,$83.8m,$17.3m,-3.73%,0.07%,0.21,-0.0173%,-0.0173%,$279.0k
43,Tron-TRX,$0.0629,-0.54%,$82.9m,$138.0m,-3.92%,0.59%,1.67,-0.0181%,-0.0101%,$50.8k
44,Algorand-ALGO,$0.3029,+3.18%,$76.3m,$29.6m,+8.60%,0.13%,0.39,+0.0060%,+0.0073%,$52.6k
45,Helium-HNT,$4.57,-5.75%,$75.0m,$16.2m,+12.52%,0.07%,0.22,-0.0283%,+0.0029%,$175.7k
46,Balancer-BAL,$7.67,+0.90%,$74.2m,$22.9m,-9.83%,0.10%,0.31,-0.0132%,+0.0090%,$93.7k
47,Terra-LUNA,$1.83,-8.36%,$74.0m,$7.4m,-16.98%,0.03%,0.10,+0.0107%,+0.0151%,$286.4k
48,Waves-WAVES,$4.49,-0.47%,$73.5m,$52.7m,-0.17%,0.23%,0.72,-0.0018%,-0.0038%,$96.6k
49,Monero-XMR,$153.48,+0.73%,$70.6m,$43.0m,+0.17%,0.19%,0.61,-0.0498%,-0.0617%,$45.6k
50,THETA-THETA,$1.14,-1.74%,$69.1m,$22.1m,+0.87%,0.10%,0.32,-0.0148%,-0.0040%,$114.5k
51,Kyber Network Crystal-KNC,$1.77,+0.58%,$68.7m,$20.4m,-0.71%,0.09%,0.30,+0.0100%,+0.0087%,$61.9k
52,Flow (Dapper labs)-FLOW,$1.93,-4.53%,$67.4m,$26.7m,-11.97%,0.12%,0.40,+0.0039%,+0.0032%,$86.0k
53,ZCash-ZEC,$61.16,+3.58%,$66.0m,$22.5m,+5.02%,0.10%,0.34,+0.0066%,-0.0016%,$193.0k
54,ConstitutionDAO-PEOPLE,$0.0206,+0.78%,$65.9m,$26.2m,+0.97%,0.11%,0.40,-0.0036%,+0.0025%,$132.2k
