,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,844.90",+0.15%,$13.1b,$10.1b,+2.12%,42.26%,0.77,+0.0001%,+0.0049%,$6.9m
1,Ethereum-ETH,"$1,566.02",+0.84%,$12.7b,$7.0b,+0.47%,29.29%,0.55,-0.0030%,+0.0026%,$16.3m
2,Cardano-ADA,$0.5013,+6.69%,$1.5b,$362.6m,+25.55%,1.52%,0.25,-0.0338%,-0.0288%,$2.8m
3,Filecoin-FIL,$6.25,-3.27%,$823.7m,$126.7m,-14.70%,0.53%,0.15,-0.0063%,-0.0033%,$1.2m
4,Ethereum Classic-ETC,$32.22,-0.60%,$678.8m,$384.8m,+0.64%,1.61%,0.57,-0.0037%,-0.0112%,$1.1m
5,Solana-SOL,$31.73,+1.95%,$561.8m,$393.7m,+1.32%,1.65%,0.70,+0.0106%,+0.0083%,$961.4k
6,Cosmos-ATOM,$12.88,+4.98%,$505.6m,$148.9m,+19.43%,0.62%,0.29,-0.0077%,-0.0034%,$811.9k
7,Litecoin-LTC,$60.11,-0.71%,$500.3m,$227.5m,-2.76%,0.95%,0.45,+0.0118%,+0.0051%,$685.6k
8,EOS-EOS,$1.49,-3.12%,$491.5m,$187.7m,-6.14%,0.79%,0.38,+0.0036%,+0.0071%,$617.1k
9,1000SHIB-1000SHIB,$0.0129,+5.04%,$459.8m,$62.8m,+55.65%,0.26%,0.14,+0.0100%,+0.0100%,$625.7k
10,Polygon-MATIC,$0.8818,+0.70%,$437.6m,$233.1m,-1.09%,0.98%,0.53,-0.0037%,+0.0043%,$297.9k
11,Axie Infinity-AXS,$14.58,-2.80%,$390.9m,$94.5m,-19.40%,0.40%,0.24,-0.0004%,-0.0184%,$598.7k
12,Chiliz-CHZ,$0.2144,-2.78%,$381.7m,$99.2m,-4.18%,0.42%,0.26,+0.0093%,+0.0081%,$502.4k
13,Binance Coin-BNB,$278.36,+0.60%,$344.9m,$261.4m,-0.20%,1.09%,0.76,+0.0050%,+0.0032%,$81.3k
14,Dogecoin-DOGE,$0.0633,+1.66%,$344.4m,$130.7m,+2.91%,0.55%,0.38,+0.0119%,+0.0080%,$495.1k
15,Optimism-OP,$1.16,-1.85%,$322.7m,$69.5m,-2.92%,0.29%,0.22,+0.0051%,+0.0031%,$321.1k
16,Avalanche-AVAX,$19.06,+0.96%,$267.9m,$140.0m,+3.26%,0.59%,0.52,-0.0002%,+0.0018%,$159.6k
17,Ripple-XRP,$0.3311,+0.71%,$266.8m,$320.5m,+0.79%,1.34%,1.20,+0.0059%,+0.0071%,$188.5k
18,Tellor-TRB,$18.47,-3.83%,$250.3m,$67.1m,-4.89%,0.28%,0.27,-0.2210%,-0.2407%,$189.7k
19,STEPN-GMT,$0.7001,+3.85%,$248.4m,$116.4m,+6.95%,0.49%,0.47,-0.0011%,-0.0014%,$460.0k
20,Polkadot-DOT,$7.28,+0.43%,$226.2m,$265.8m,-0.51%,1.11%,1.18,-0.0051%,-0.0113%,$230.6k
21,Chainlink-LINK,$7.11,+3.94%,$188.3m,$108.6m,+8.17%,0.45%,0.58,+0.0088%,+0.0110%,$223.8k
22,The Sandbox-SAND,$0.9664,+4.46%,$171.7m,$85.4m,+10.50%,0.36%,0.50,+0.0068%,+0.0110%,$341.3k
23,Unifi Protocol DAO-UNFI,$7.92,+2.68%,$148.6m,$22.3m,+0.58%,0.09%,0.15,+0.0092%,+0.0070%,$70.3k
24,NEAR Protocol-NEAR,$4.18,+0.19%,$146.4m,$90.3m,-0.07%,0.38%,0.62,+0.0054%,+0.0052%,$222.7k
25,ApeCoin-APE,$4.77,+0.32%,$144.2m,$69.2m,+1.52%,0.29%,0.48,+0.0019%,+0.0067%,$249.2k
26,Bitcoin Cash-BCH,$117.80,-0.02%,$132.7m,$171.2m,+1.44%,0.72%,1.29,-0.0028%,-0.0029%,$56.2k
27,Curve DAO Token-CRV,$1.08,+0.22%,$121.2m,$59.0m,+3.01%,0.25%,0.49,+0.0025%,-0.0167%,$140.0k
28,Helium-HNT,$4.24,-7.49%,$115.9m,$21.5m,+34.90%,0.09%,0.19,+0.0117%,+0.0067%,$376.4k
29,Decentraland-MANA,$0.8106,+4.57%,$114.2m,$45.8m,+17.74%,0.19%,0.40,+0.0088%,+0.0100%,$247.8k
