,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,638.22",+3.90%,$26.9b,$7.2b,+2.67%,29.78%,0.27,-0.0058%,+0.0014%,$77.1m
1,Bitcoin-BTC,"$19,769.05",-0.41%,$23.6b,$10.0b,+0.77%,41.45%,0.42,-0.0010%,+0.0055%,$21.0m
2,Ethereum Classic-ETC,$39.96,+22.97%,$6.4b,$644.5m,+67.35%,2.68%,0.10,-0.0033%,-0.0010%,$18.6m
3,Solana-SOL,$32.62,+1.57%,$1.1b,$386.9m,-4.16%,1.61%,0.36,+0.0072%,+0.0114%,$2.3m
4,Cardano-ADA,$0.4929,-1.17%,$1.1b,$303.4m,-12.45%,1.26%,0.29,+0.0022%,+0.0047%,$1.7m
5,EOS-EOS,$1.53,+2.80%,$823.2m,$192.6m,+2.66%,0.80%,0.23,+0.0071%,+0.0089%,$2.3m
6,Ripple-XRP,$0.3339,+0.87%,$700.2m,$331.3m,+2.97%,1.38%,0.47,-0.0041%,+0.0042%,$1.5m
7,Binance Coin-BNB,$280.27,+0.54%,$697.4m,$266.4m,+2.08%,1.11%,0.38,+0.0048%,+0.0068%,$760.3k
8,Polygon-MATIC,$0.8872,-0.40%,$668.8m,$220.0m,-5.94%,0.92%,0.33,+0.0001%,+0.0049%,$1.2m
9,Ravencoin-RVN,$0.0369,+10.25%,$640.6m,$30.5m,+30.49%,0.13%,0.05,+0.0168%,-0.0444%,$1.6m
10,Litecoin-LTC,$60.05,-0.63%,$607.0m,$218.1m,-3.81%,0.91%,0.36,+0.0010%,+0.0046%,$1.1m
11,Avalanche-AVAX,$19.91,+4.48%,$545.1m,$143.0m,-4.02%,0.59%,0.26,-0.0072%,+0.0141%,$1.5m
12,Polkadot-DOT,$7.52,-0.21%,$529.1m,$279.4m,-2.19%,1.16%,0.53,-0.0025%,+0.0118%,$605.6k
13,Cosmos-ATOM,$12.54,-2.91%,$497.6m,$126.3m,-16.50%,0.53%,0.25,-0.0076%,+0.0052%,$902.4k
14,Optimism-OP,$1.20,+3.40%,$473.2m,$67.5m,-3.40%,0.28%,0.14,+0.0008%,+0.0103%,$1.1m
15,Chainlink-LINK,$7.27,+0.93%,$472.0m,$116.7m,-2.43%,0.49%,0.25,+0.0082%,+0.0057%,$2.9m
16,Filecoin-FIL,$6.14,-1.45%,$439.5m,$110.2m,-9.60%,0.46%,0.25,+0.0098%,+0.0032%,$1.1m
17,Dogecoin-DOGE,$0.0631,-0.06%,$424.4m,$127.3m,-0.69%,0.53%,0.30,+0.0077%,+0.0123%,$871.1k
