,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,597.41",+1.72%,$20.7b,$7.1b,+1.71%,29.44%,0.34,-0.0052%,-0.0052%,$35.7m
1,Bitcoin-BTC,"$19,766.63",-0.66%,$19.1b,$10.1b,+1.32%,41.72%,0.53,+0.0005%,-0.0011%,$11.1m
2,Ethereum Classic-ETC,$36.71,+13.24%,$3.7b,$593.8m,+54.38%,2.46%,0.16,-0.0117%,-0.0122%,$7.4m
3,Cardano-ADA,$0.4946,-1.00%,$923.3m,$313.2m,-10.90%,1.30%,0.34,+0.0034%,-0.0003%,$1.3m
4,Solana-SOL,$31.91,-0.05%,$794.0m,$391.4m,-1.87%,1.62%,0.49,+0.0073%,+0.0073%,$1.4m
5,EOS-EOS,$1.53,+3.11%,$689.8m,$196.7m,+4.13%,0.82%,0.29,+0.0103%,+0.0103%,$1.4m
6,Ravencoin-RVN,$0.0366,+7.76%,$651.8m,$32.1m,+41.77%,0.13%,0.05,-0.2401%,-0.0955%,$1.4m
7,Litecoin-LTC,$60.24,+0.65%,$546.0m,$222.4m,-0.27%,0.92%,0.41,+0.0073%,+0.0013%,$912.7k
8,Binance Coin-BNB,$274.96,-1.09%,$514.5m,$270.7m,+3.19%,1.12%,0.53,-0.0019%,-0.0007%,$332.5k
9,Polygon-MATIC,$0.8748,-2.09%,$505.5m,$219.5m,-6.84%,0.91%,0.43,-0.0009%,-0.0006%,$456.2k
10,Polkadot-DOT,$7.32,+0.43%,$497.3m,$276.8m,+3.05%,1.15%,0.56,+0.0061%,-0.0074%,$581.0k
11,Cosmos-ATOM,$12.64,-2.25%,$493.8m,$137.4m,-9.91%,0.57%,0.28,+0.0033%,-0.0112%,$941.0k
12,Ripple-XRP,$0.3305,-0.38%,$452.8m,$328.3m,+2.76%,1.36%,0.72,+0.0024%,-0.0012%,$466.9k
13,Chainlink-LINK,$7.26,+1.39%,$412.6m,$124.1m,+0.44%,0.51%,0.30,+0.0057%,+0.0063%,$442.8k
14,Avalanche-AVAX,$18.80,-1.10%,$382.3m,$145.0m,+1.34%,0.60%,0.38,-0.0073%,-0.0167%,$335.2k
15,Filecoin-FIL,$6.05,-3.37%,$380.3m,$113.6m,-8.13%,0.47%,0.30,+0.0105%,+0.0093%,$681.4k
16,The Sandbox-SAND,$0.9519,-1.66%,$371.3m,$83.4m,-6.93%,0.35%,0.22,+0.0088%,+0.0049%,$642.1k
17,Chiliz-CHZ,$0.2029,-4.63%,$365.1m,$100.3m,+0.14%,0.42%,0.27,+0.0132%,+0.0064%,$603.9k
18,Optimism-OP,$1.17,+0.08%,$325.5m,$72.2m,+2.92%,0.30%,0.22,+0.0078%,+0.0068%,$573.5k
19,1000SHIB-1000SHIB,$0.0124,-2.91%,$296.9m,$45.8m,-18.12%,0.19%,0.15,-0.0032%,+0.0020%,$518.8k
20,Dogecoin-DOGE,$0.0621,-1.89%,$288.1m,$128.4m,-0.08%,0.53%,0.45,+0.0101%,+0.0041%,$559.1k
21,Bitcoin Cash-BCH,$123.88,+5.15%,$260.1m,$193.1m,+13.66%,0.80%,0.74,-0.0031%,-0.0079%,$319.0k
22,STEPN-GMT,$0.6849,-2.46%,$242.9m,$110.7m,-4.11%,0.46%,0.46,+0.0050%,+0.0041%,$258.5k
23,NEAR Protocol-NEAR,$4.16,-1.32%,$201.7m,$89.3m,-1.37%,0.37%,0.44,+0.0036%,-0.0023%,$365.6k
24,Axie Infinity-AXS,$14.15,-2.46%,$193.6m,$85.2m,-6.75%,0.35%,0.44,-0.0094%,-0.0259%,$670.4k
25,Tellor-TRB,$18.18,-2.74%,$162.9m,$61.2m,-2.13%,0.25%,0.38,-0.0959%,-0.1250%,$123.2k
26,Curve DAO Token-CRV,$1.10,+0.48%,$158.3m,$58.3m,-1.53%,0.24%,0.37,+0.0084%,-0.0086%,$92.1k
27,ApeCoin-APE,$4.72,-1.37%,$154.2m,$68.3m,-1.61%,0.28%,0.44,-0.0042%,-0.0040%,$195.8k
28,Helium-HNT,$3.89,-10.54%,$142.4m,$22.3m,+9.35%,0.09%,0.16,+0.0020%,-0.0094%,$296.1k
29,Fantom-FTM,$0.2628,-3.58%,$141.2m,$52.5m,+5.74%,0.22%,0.37,+0.0052%,+0.0030%,$230.6k
30,Unifi Protocol DAO-UNFI,$7.67,-4.87%,$123.5m,$21.7m,-0.06%,0.09%,0.18,+0.0030%,+0.0010%,$164.7k
31,Ethereum Name Service-ENS,$14.21,+3.85%,$98.3m,$31.2m,+13.87%,0.13%,0.32,+0.0042%,+0.0043%,$113.8k
32,Decentraland-MANA,$0.7883,-2.35%,$97.2m,$41.0m,-6.41%,0.17%,0.42,+0.0075%,+0.0093%,$110.8k
33,Uniswap-UNI,$6.45,+0.20%,$94.2m,$49.7m,+1.89%,0.21%,0.53,+0.0105%,+0.0027%,$88.9k
34,SushiSwap-SUSHI,$1.21,+5.57%,$92.3m,$36.0m,+16.12%,0.15%,0.39,+0.0045%,-0.0352%,$136.7k
35,Stargate Finance-STG,$0.5997,-3.73%,$91.7m,$17.4m,+11.14%,0.07%,0.19,-0.1682%,-0.1504%,$168.7k
36,Aave-AAVE,$90.06,+1.62%,$89.9m,$48.5m,+4.12%,0.20%,0.54,+0.0049%,-0.0139%,$22.5k
37,Tron-TRX,$0.0626,-1.11%,$88.8m,$142.0m,-0.90%,0.59%,1.60,-0.0051%,-0.0123%,$10.5k
38,Waves-WAVES,$4.53,-1.38%,$88.5m,$52.6m,-0.50%,0.22%,0.59,+0.0078%,+0.0040%,$102.9k
39,Monero-XMR,$156.65,+1.42%,$85.3m,$50.6m,+6.65%,0.21%,0.59,+0.0046%,-0.0111%,$29.1k
40,Gala-GALA,$0.0505,-1.92%,$76.4m,$34.8m,-4.37%,0.14%,0.46,+0.0045%,+0.0056%,$88.3k
41,CertiK-CTK,$1.04,+5.85%,$73.6m,$12.4m,+27.49%,0.05%,0.17,-0.0273%,-0.0279%,$115.1k
42,Terra-LUNA,$1.90,+5.27%,$67.4m,$7.6m,+12.30%,0.03%,0.11,+0.0007%,+0.0023%,$149.7k
43,SHIBA INU-SHIB,$0.0000,-2.14%,$66.9m,$21.3m,-3.65%,0.09%,0.32,+0.0091%,+0.0044%,$300.3k
44,THETA-THETA,$1.17,+0.71%,$66.6m,$24.1m,+8.29%,0.10%,0.36,+0.0119%,+0.0084%,$25.9k
45,yearn.finance-YFI,"$9,427.39",+0.09%,$63.7m,$38.0m,-2.41%,0.16%,0.60,+0.0022%,+0.0035%,$85.9k
46,Synthetix Network Token-SNX,$2.97,-1.14%,$61.7m,$34.7m,-4.89%,0.14%,0.56,+0.0017%,-0.0094%,$17.2k
47,ConstitutionDAO-PEOPLE,$0.0211,-1.51%,$57.2m,$25.8m,-7.59%,0.11%,0.45,+0.0088%,-0.0088%,$87.1k
48,dYdX-DYDX,$1.56,-1.28%,$55.8m,$37.7m,-0.42%,0.16%,0.68,+0.0044%,-0.0095%,$102.8k
49,Algorand-ALGO,$0.3021,-2.75%,$53.6m,$29.7m,-6.34%,0.12%,0.55,+0.0076%,+0.0001%,$89.0k
50,Ankr-ANKR,$0.0351,-0.72%,$50.4m,$16.1m,-2.43%,0.07%,0.32,-0.0815%,-0.1005%,$118.0k
51,Harmony-ONE,$0.0205,-1.47%,$49.8m,$14.8m,+3.93%,0.06%,0.30,+0.0051%,+0.0019%,$73.4k
52,Balancer-BAL,$7.30,+2.55%,$48.7m,$17.6m,+3.99%,0.07%,0.36,+0.0053%,-0.0001%,$79.2k
53,Serum-SRM,$0.7967,-2.46%,$47.7m,$25.5m,-15.39%,0.11%,0.54,-0.0110%,-0.0257%,$47.7k
54,THORChain-RUNE,$1.89,-2.40%,$47.0m,$22.2m,+2.35%,0.09%,0.47,+0.0080%,+0.0082%,$55.6k
55,BitDAO-BIT,$0.6153,-3.10%,$46.2m,$25.9m,+1.55%,0.11%,0.56,-0.1556%,-0.1538%,$285.0k
56,Flow (Dapper labs)-FLOW,$1.91,-2.63%,$46.1m,$24.7m,-7.21%,0.10%,0.54,+0.0010%,+0.0037%,$70.1k
57,Dusk Network-DUSK,$0.1422,+3.50%,$44.6m,$5.4m,+46.74%,0.02%,0.12,-0.0310%,-0.0330%,$94.6k
58,Lido DAO Token-LDO,$2.01,-0.09%,$44.4m,$18.2m,+5.25%,0.08%,0.41,+0.0017%,+0.0015%,$61.6k
59,ZCash-ZEC,$62.82,-1.31%,$44.1m,$22.0m,-7.93%,0.09%,0.50,+0.0188%,-0.0008%,$111.8k
60,Kyber Network Crystal-KNC,$1.66,-1.21%,$43.9m,$18.2m,-0.55%,0.08%,0.41,+0.0053%,-0.0017%,$56.3k
61,Celsius-CEL,$1.49,+3.85%,$42.7m,$27.0m,+1.55%,0.11%,0.63,-0.1571%,-0.1203%,$307.9k
62,OmiseGO-OMG,$1.84,-1.94%,$41.3m,$12.1m,-12.56%,0.05%,0.29,-0.0032%,+0.0055%,$23.9k
63,FOOTBALL-FOOTBALL,"$1,136.91",+0.06%,$41.2m,$7.4m,-0.78%,0.03%,0.18,+0.2480%,+0.2991%,$72.9k
64,Zilliqa-ZIL,$0.0359,-0.95%,$40.1m,$23.7m,+0.39%,0.10%,0.59,+0.0029%,+0.0039%,$14.4k
65,Kusama-KSM,$50.01,-1.67%,$38.8m,$16.4m,-16.74%,0.07%,0.42,-0.0164%,-0.0020%,$29.4k
66,1inch-1INCH,$0.6583,-1.98%,$38.8m,$23.5m,-4.32%,0.10%,0.60,+0.0141%,-0.0015%,$44.7k
67,Stellar Lumens-XLM,$0.1045,-0.99%,$38.3m,$37.4m,+1.05%,0.16%,0.98,-0.0051%,+0.0011%,$28.2k
