,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Bitcoin-BTC,"$19,782.34",-0.37%,$13.4b,$10.1b,+1.67%,42.23%,0.75,+0.0001%,+0.0039%,$6.9m
1,Ethereum-ETH,"$1,559.63",+0.15%,$12.9b,$7.0b,+0.23%,29.30%,0.54,-0.0038%,+0.0001%,$16.2m
2,Cardano-ADA,$0.4989,+4.85%,$1.5b,$361.3m,+22.64%,1.52%,0.24,-0.0330%,-0.0270%,$2.8m
3,Filecoin-FIL,$6.23,-5.23%,$746.4m,$126.5m,-18.99%,0.53%,0.17,-0.0064%,-0.0022%,$1.1m
4,Ethereum Classic-ETC,$32.19,-0.80%,$699.0m,$384.9m,+0.43%,1.62%,0.55,-0.0042%,-0.0111%,$1.1m
5,Solana-SOL,$31.66,+1.66%,$572.5m,$393.4m,+0.90%,1.65%,0.69,+0.0107%,+0.0096%,$962.1k
6,Cosmos-ATOM,$12.77,+3.84%,$515.8m,$147.6m,+18.30%,0.62%,0.29,-0.0072%,-0.0058%,$810.3k
7,Litecoin-LTC,$59.40,-2.29%,$501.7m,$223.8m,-4.76%,0.94%,0.45,+0.0118%,+0.0045%,$673.2k
8,1000SHIB-1000SHIB,$0.0127,+2.85%,$493.1m,$59.9m,+46.66%,0.25%,0.12,+0.0100%,+0.0100%,$759.3k
9,EOS-EOS,$1.48,-3.19%,$482.7m,$187.4m,-5.22%,0.79%,0.39,+0.0037%,+0.0050%,$615.1k
10,Polygon-MATIC,$0.8805,+0.20%,$433.4m,$232.7m,-1.85%,0.98%,0.54,-0.0030%,+0.0049%,$282.3k
11,Chiliz-CHZ,$0.2131,-3.42%,$373.9m,$99.1m,-3.46%,0.42%,0.27,+0.0093%,+0.0073%,$504.2k
12,Axie Infinity-AXS,$14.54,-3.16%,$366.7m,$93.4m,-22.31%,0.39%,0.25,-0.0005%,-0.0189%,$606.2k
13,Binance Coin-BNB,$277.56,+0.23%,$345.9m,$260.9m,-0.22%,1.10%,0.75,+0.0049%,+0.0021%,$80.2k
14,Dogecoin-DOGE,$0.0631,+0.33%,$334.9m,$129.7m,+0.87%,0.54%,0.39,+0.0120%,+0.0070%,$492.4k
15,Optimism-OP,$1.16,-2.87%,$322.1m,$69.0m,-4.35%,0.29%,0.21,+0.0043%,+0.0013%,$315.8k
16,Avalanche-AVAX,$19.03,+0.62%,$273.3m,$140.0m,+2.70%,0.59%,0.51,-0.0001%,+0.0043%,$159.6k
17,STEPN-GMT,$0.6988,+3.45%,$272.7m,$116.5m,+6.20%,0.49%,0.43,-0.0011%,-0.0001%,$458.7k
18,Ripple-XRP,$0.3307,+0.47%,$272.2m,$320.0m,+0.32%,1.34%,1.18,+0.0057%,+0.0073%,$188.9k
19,Tellor-TRB,$18.35,-4.61%,$246.3m,$66.5m,-5.01%,0.28%,0.27,-0.2232%,-0.2553%,$189.0k
20,Polkadot-DOT,$7.26,-0.20%,$230.1m,$265.5m,-0.96%,1.11%,1.15,-0.0052%,-0.0095%,$226.4k
21,Chainlink-LINK,$7.18,+4.73%,$226.2m,$120.2m,+19.42%,0.51%,0.53,+0.0080%,+0.0077%,$275.1k
22,The Sandbox-SAND,$0.9667,+4.41%,$196.3m,$87.6m,+13.04%,0.37%,0.45,+0.0069%,+0.0118%,$355.1k
23,Unifi Protocol DAO-UNFI,$7.92,+2.66%,$148.8m,$22.3m,+0.59%,0.09%,0.15,+0.0092%,+0.0055%,$70.3k
24,NEAR Protocol-NEAR,$4.18,-0.28%,$146.5m,$90.2m,-0.05%,0.38%,0.62,+0.0053%,+0.0056%,$219.9k
25,ApeCoin-APE,$4.76,+0.00%,$144.4m,$69.2m,+1.17%,0.29%,0.48,+0.0021%,+0.0070%,$247.4k
26,Bitcoin Cash-BCH,$117.11,-0.71%,$136.9m,$170.4m,+0.97%,0.72%,1.25,-0.0026%,-0.0028%,$63.4k
27,Curve DAO Token-CRV,$1.08,+0.08%,$123.7m,$59.0m,+2.29%,0.25%,0.48,+0.0014%,-0.0242%,$136.7k
28,Decentraland-MANA,$0.8093,+4.16%,$120.7m,$44.9m,+15.79%,0.19%,0.37,+0.0088%,+0.0099%,$247.8k
29,Helium-HNT,$4.21,-8.18%,$119.8m,$21.4m,+35.75%,0.09%,0.18,+0.0094%,+0.0052%,$378.7k
30,SHIBA INU-SHIB,$0.0000,+2.78%,$107.0m,$22.7m,+11.22%,0.10%,0.21,+0.0111%,+0.0070%,$502.2k
31,Waves-WAVES,$4.58,+1.95%,$94.4m,$53.5m,+2.57%,0.22%,0.57,+0.0089%,+0.0053%,$71.5k
32,Algorand-ALGO,$0.3099,+2.55%,$91.9m,$31.7m,+5.96%,0.13%,0.34,-0.0093%,-0.0144%,$55.5k
33,yearn.finance-YFI,"$9,447.56",-1.01%,$90.8m,$39.4m,-7.34%,0.17%,0.43,-0.0042%,+0.0121%,$122.2k
34,Synthetix Network Token-SNX,$3.01,+2.72%,$79.0m,$36.1m,+3.47%,0.15%,0.46,-0.0123%,-0.0190%,$26.4k
35,ConstitutionDAO-PEOPLE,$0.0211,+2.45%,$76.0m,$28.1m,+6.11%,0.12%,0.37,+0.0093%,-0.0169%,$117.3k
36,Fantom-FTM,$0.2705,+0.67%,$75.9m,$49.8m,+2.18%,0.21%,0.66,+0.0112%,+0.0093%,$29.4k
37,ZCash-ZEC,$63.63,+2.80%,$73.5m,$24.4m,+8.94%,0.10%,0.33,+0.0055%,-0.0031%,$133.3k
38,Uniswap-UNI,$6.46,+1.93%,$69.2m,$48.4m,+3.41%,0.20%,0.70,-0.0006%,-0.0005%,$41.8k
39,Aave-AAVE,$87.86,+1.07%,$67.5m,$46.2m,+0.48%,0.19%,0.68,-0.0166%,-0.0100%,$3.8k
40,Tron-TRX,$0.0630,+0.21%,$67.0m,$142.2m,+2.50%,0.60%,2.12,-0.0025%,-0.0023%,$4.3k
41,Gala-GALA,$0.0512,+1.91%,$66.0m,$36.7m,+2.58%,0.15%,0.56,+0.0097%,+0.0097%,$50.7k
42,Ethereum Name Service-ENS,$13.68,-2.07%,$64.8m,$28.1m,-6.67%,0.12%,0.43,+0.0053%,+0.0111%,$12.7k
43,CertiK-CTK,$1.02,-0.41%,$58.6m,$11.9m,-0.73%,0.05%,0.20,+0.0100%,+0.0100%,$152.5k
44,Celsius-CEL,$1.43,+0.87%,$57.5m,$26.2m,-0.50%,0.11%,0.46,-0.0747%,-0.0888%,$336.3k
45,Monero-XMR,$154.63,+0.25%,$57.1m,$47.6m,+4.39%,0.20%,0.83,-0.0702%,-0.0580%,$44.2k
46,Stargate Finance-STG,$0.6181,-4.85%,$54.6m,$15.6m,-5.49%,0.07%,0.29,-0.0786%,-0.0779%,$101.7k
