,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,572.50",-0.32%,$36.2b,$6.9b,-1.39%,30.01%,0.19,-0.0044%,-0.0009%,$72.1m
1,Bitcoin-BTC,"$19,937.54",-0.53%,$28.8b,$9.6b,-1.51%,41.65%,0.33,-0.0022%,+0.0001%,$27.4m
2,Ethereum Classic-ETC,$32.46,-0.49%,$1.5b,$375.7m,-4.22%,1.63%,0.25,-0.0122%,-0.0154%,$4.0m
3,EOS-EOS,$1.52,+1.46%,$1.2b,$196.7m,-0.47%,0.86%,0.16,-0.0120%,-0.0120%,$2.4m
4,Polygon-MATIC,$0.8794,+0.20%,$1.1b,$235.9m,-0.94%,1.03%,0.21,-0.0085%,+0.0010%,$1.7m
5,Solana-SOL,$31.13,-0.89%,$1.1b,$384.8m,-1.55%,1.67%,0.36,-0.0025%,-0.0003%,$1.7m
6,Litecoin-LTC,$60.64,+6.42%,$972.2m,$231.6m,+17.03%,1.01%,0.24,+0.0048%,+0.0025%,$2.8m
7,Chiliz-CHZ,$0.2188,+3.63%,$812.5m,$100.3m,+7.73%,0.44%,0.12,+0.0091%,+0.0001%,$1.2m
8,Optimism-OP,$1.23,+5.44%,$774.7m,$74.0m,+16.45%,0.32%,0.10,+0.0138%,+0.0118%,$1.2m
9,Binance Coin-BNB,$277.25,+0.32%,$661.7m,$259.9m,-4.81%,1.13%,0.39,-0.0055%,-0.0022%,$346.0k
10,Cosmos-ATOM,$12.61,+1.07%,$621.2m,$131.2m,-0.79%,0.57%,0.21,-0.0018%,+0.0025%,$865.0k
11,Ripple-XRP,$0.3295,-0.12%,$588.2m,$319.5m,-1.64%,1.39%,0.54,+0.0062%,+0.0005%,$594.6k
12,Cardano-ADA,$0.4601,+1.08%,$581.3m,$269.7m,-1.69%,1.17%,0.46,-0.0038%,+0.0111%,$472.2k
13,Avalanche-AVAX,$18.82,-1.35%,$497.2m,$136.5m,+0.90%,0.59%,0.27,-0.0266%,-0.0277%,$1.0m
14,Tellor-TRB,$18.91,-6.58%,$461.1m,$70.2m,+6.59%,0.31%,0.15,-1.2500%,-1.1245%,$352.7k
15,Polkadot-DOT,$7.26,+1.52%,$448.7m,$270.6m,+2.31%,1.18%,0.60,+0.0047%,+0.0010%,$910.6k
16,Chainlink-LINK,$6.91,+0.75%,$346.3m,$102.8m,-1.81%,0.45%,0.30,+0.0098%,+0.0106%,$696.3k
17,NEAR Protocol-NEAR,$4.17,-2.52%,$337.5m,$89.8m,-6.98%,0.39%,0.27,+0.0016%,+0.0000%,$742.2k
18,Dogecoin-DOGE,$0.0616,-1.03%,$312.4m,$122.0m,-0.38%,0.53%,0.39,-0.0004%,+0.0063%,$457.7k
