,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,628.29",+3.65%,$39.7b,$7.2b,+3.27%,30.79%,0.18,-0.0075%,-0.0064%,$88.0m
1,Bitcoin-BTC,"$19,185.90",+0.85%,$28.0b,$9.6b,-2.41%,40.78%,0.34,+0.0024%,+0.0026%,$29.7m
2,Ethereum Classic-ETC,$36.45,+1.29%,$4.2b,$492.1m,-1.88%,2.09%,0.12,-0.0044%,-0.0022%,$11.9m
3,EOS-EOS,$1.61,-1.19%,$1.8b,$220.1m,-7.70%,0.94%,0.12,+0.0134%,+0.0091%,$3.8m
4,Solana-SOL,$33.09,+3.21%,$1.5b,$405.9m,+5.92%,1.73%,0.27,+0.0130%,+0.0107%,$2.0m
5,Helium-HNT,$4.89,+3.26%,$1.2b,$34.9m,-3.57%,0.15%,0.03,+0.0036%,+0.0042%,$1.8m
6,Cosmos-ATOM,$13.78,+13.36%,$1.0b,$177.4m,+58.07%,0.75%,0.17,-0.0150%,-0.0013%,$2.3m
7,Binance Coin-BNB,$279.27,+3.83%,$818.3m,$282.7m,+1.26%,1.20%,0.35,+0.0069%,+0.0009%,$686.8k
8,Cardano-ADA,$0.4718,+0.19%,$788.4m,$273.9m,-3.70%,1.16%,0.35,+0.0121%,+0.0107%,$871.0k
9,Ripple-XRP,$0.3351,+1.00%,$708.0m,$320.8m,-2.10%,1.36%,0.45,+0.0043%,+0.0017%,$1.0m
10,NEAR Protocol-NEAR,$4.51,+4.93%,$700.6m,$120.5m,+29.27%,0.51%,0.17,+0.0075%,+0.0052%,$1.5m
11,Polygon-MATIC,$0.8344,+0.68%,$602.7m,$186.3m,-3.85%,0.79%,0.31,+0.0022%,-0.0113%,$745.6k
12,Bitcoin Cash-BCH,$127.79,+10.98%,$571.4m,$206.6m,+23.16%,0.88%,0.36,+0.0012%,+0.0024%,$1.0m
13,Avalanche-AVAX,$18.80,+0.02%,$534.8m,$131.7m,-1.07%,0.56%,0.25,+0.0117%,+0.0076%,$592.8k
14,Litecoin-LTC,$57.38,+2.91%,$531.4m,$188.2m,-1.67%,0.80%,0.35,-0.0002%,-0.0007%,$418.7k
15,Polkadot-DOT,$7.27,+1.35%,$458.5m,$266.3m,+0.19%,1.13%,0.58,-0.0004%,+0.0016%,$580.5k
16,Stargate Finance-STG,$0.7933,+12.62%,$412.6m,$29.2m,+2.86%,0.12%,0.07,+0.0006%,+0.0003%,$969.0k
17,Chainlink-LINK,$7.37,+6.47%,$404.6m,$117.1m,+11.32%,0.50%,0.29,+0.0087%,+0.0081%,$687.2k
18,Chiliz-CHZ,$0.1851,-2.31%,$391.2m,$76.4m,+1.06%,0.32%,0.20,+0.0070%,+0.0068%,$544.7k
19,Optimism-OP,$1.16,+1.24%,$348.4m,$57.3m,-5.75%,0.24%,0.16,+0.0073%,+0.0132%,$564.9k
20,Filecoin-FIL,$5.80,+0.10%,$322.3m,$104.2m,+0.67%,0.44%,0.32,+0.0086%,+0.0066%,$726.2k
