,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,510.23",-9.81%,$38.2b,$6.8b,-8.37%,29.32%,0.18,-0.0190%,-0.0139%,$94.0m
1,Bitcoin-BTC,"$18,733.67",-5.85%,$35.3b,$10.0b,+0.38%,43.10%,0.28,-0.0004%,-0.0019%,$93.6m
2,Ethereum Classic-ETC,$33.98,-16.29%,$6.7b,$491.5m,-28.43%,2.13%,0.07,-0.0185%,-0.0322%,$35.4m
3,Solana-SOL,$31.00,-6.32%,$1.8b,$370.3m,-6.91%,1.60%,0.21,-0.0057%,-0.0042%,$2.8m
4,Cardano-ADA,$0.4595,-7.72%,$1.1b,$280.3m,-9.29%,1.21%,0.26,+0.0168%,+0.0104%,$2.7m
5,EOS-EOS,$1.50,-2.03%,$1.0b,$194.4m,+4.22%,0.84%,0.19,-0.0029%,-0.0138%,$3.3m
6,Binance Coin-BNB,$263.23,-6.29%,$907.8m,$282.9m,+6.56%,1.22%,0.31,-0.0129%,-0.0115%,$1.3m
7,Polygon-MATIC,$0.7988,-10.98%,$843.9m,$186.9m,-15.78%,0.81%,0.22,-0.0018%,-0.0024%,$2.0m
8,Ripple-XRP,$0.3225,-3.95%,$784.4m,$323.4m,-2.49%,1.40%,0.41,-0.0075%,-0.0109%,$2.2m
9,Litecoin-LTC,$54.67,-8.79%,$735.2m,$190.8m,-11.43%,0.83%,0.26,+0.0054%,+0.0008%,$3.1m
10,Avalanche-AVAX,$18.18,-9.21%,$723.5m,$129.1m,-12.31%,0.56%,0.18,-0.0087%,+0.0056%,$1.7m
11,NEAR Protocol-NEAR,$4.06,-8.84%,$628.6m,$89.4m,-13.91%,0.39%,0.14,-0.0008%,-0.0020%,$1.6m
12,Cosmos-ATOM,$11.81,-5.43%,$611.9m,$109.4m,-11.80%,0.47%,0.18,-0.0007%,-0.0086%,$1.3m
13,Chiliz-CHZ,$0.1844,-10.39%,$595.3m,$75.9m,-21.78%,0.33%,0.13,+0.0092%,+0.0053%,$2.0m
14,Polkadot-DOT,$6.97,-8.11%,$557.0m,$259.8m,-9.00%,1.12%,0.47,-0.0108%,-0.0146%,$1.9m
15,Dogecoin-DOGE,$0.0593,-6.31%,$534.7m,$118.9m,-7.02%,0.51%,0.22,+0.0002%,+0.0054%,$2.7m
16,Stargate Finance-STG,$0.7073,+6.88%,$512.0m,$34.9m,+80.00%,0.15%,0.07,-0.0044%,+0.0009%,$756.8k
17,Optimism-OP,$1.08,-12.66%,$503.6m,$59.4m,-14.60%,0.26%,0.12,+0.0053%,+0.0003%,$1.5m
