,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,573.45",-0.72%,$36.1b,$6.9b,-1.12%,30.01%,0.19,-0.0018%,-0.0077%,$72.0m
1,Bitcoin-BTC,"$19,922.17",-0.76%,$28.7b,$9.6b,-2.32%,41.69%,0.33,+0.0012%,-0.0012%,$27.4m
2,Ethereum Classic-ETC,$32.38,-1.31%,$1.5b,$373.1m,-5.32%,1.63%,0.24,+0.0005%,-0.0099%,$4.0m
3,EOS-EOS,$1.55,+5.89%,$1.3b,$199.2m,+8.81%,0.87%,0.16,+0.0035%,-0.0083%,$2.7m
4,Polygon-MATIC,$0.8700,-1.48%,$1.1b,$235.6m,-1.16%,1.03%,0.21,-0.0127%,-0.0108%,$1.7m
5,Solana-SOL,$31.06,-1.18%,$1.1b,$382.9m,-2.49%,1.67%,0.36,+0.0076%,-0.0037%,$1.7m
6,Litecoin-LTC,$61.32,+7.65%,$947.2m,$231.5m,+17.15%,1.01%,0.24,+0.0007%,+0.0020%,$2.7m
7,Optimism-OP,$1.24,+4.78%,$780.4m,$75.1m,+15.45%,0.33%,0.10,+0.0062%,+0.0063%,$1.2m
8,Chiliz-CHZ,$0.2175,+2.80%,$764.4m,$101.1m,+8.57%,0.44%,0.13,+0.0050%,+0.0127%,$1.1m
9,Binance Coin-BNB,$276.87,-0.16%,$664.7m,$260.2m,-6.20%,1.13%,0.39,+0.0015%,-0.0055%,$335.5k
10,Cosmos-ATOM,$12.40,-2.42%,$623.1m,$127.3m,-4.30%,0.55%,0.20,-0.0035%,-0.0039%,$699.1k
11,Cardano-ADA,$0.4544,-0.28%,$562.6m,$266.4m,-2.97%,1.16%,0.47,+0.0138%,-0.0077%,$416.7k
12,Ripple-XRP,$0.3300,-0.55%,$544.1m,$317.9m,-2.14%,1.39%,0.58,+0.0086%,+0.0058%,$573.6k
13,Tellor-TRB,$19.06,-8.56%,$510.4m,$67.9m,+1.48%,0.30%,0.13,-0.6438%,-1.1562%,$408.5k
14,Avalanche-AVAX,$18.78,-2.50%,$503.0m,$136.1m,-0.96%,0.59%,0.27,-0.0060%,-0.0306%,$1.0m
15,Polkadot-DOT,$7.29,+2.00%,$444.8m,$272.5m,+2.58%,1.19%,0.61,+0.0029%,+0.0043%,$901.0k
16,Chainlink-LINK,$6.90,+0.59%,$369.4m,$102.5m,-1.59%,0.45%,0.28,+0.0047%,+0.0119%,$729.8k
17,NEAR Protocol-NEAR,$4.14,-4.26%,$342.9m,$90.1m,-7.65%,0.39%,0.26,+0.0070%,+0.0026%,$831.8k
18,Dogecoin-DOGE,$0.0613,-1.31%,$316.2m,$121.3m,-0.36%,0.53%,0.38,+0.0086%,-0.0040%,$419.7k
19,STEPN-GMT,$0.6699,-1.70%,$313.9m,$107.0m,-2.86%,0.47%,0.34,+0.0084%,-0.0066%,$800.8k
20,Filecoin-FIL,$5.76,+0.37%,$277.8m,$100.3m,-0.99%,0.44%,0.36,+0.0075%,+0.0079%,$336.7k
21,1inch-1INCH,$0.7037,+4.54%,$248.4m,$30.6m,+49.62%,0.13%,0.12,-0.0494%,+0.0004%,$472.6k
22,Curve DAO Token-CRV,$1.09,-5.26%,$237.2m,$56.0m,-8.75%,0.24%,0.24,-0.0149%,-0.0269%,$524.4k
23,yearn.finance-YFI,"$10,038.67",+8.53%,$228.7m,$47.2m,+27.08%,0.21%,0.21,+0.0086%,+0.0043%,$455.4k
24,1000SHIB-1000SHIB,$0.0121,-1.43%,$220.8m,$38.0m,-2.02%,0.17%,0.17,+0.0026%,-0.0120%,$281.0k
25,Bitcoin Cash-BCH,$116.02,-0.40%,$216.6m,$164.6m,-1.85%,0.72%,0.76,-0.0082%,-0.0054%,$296.0k
26,Stargate Finance-STG,$0.6475,+2.29%,$212.8m,$17.0m,-12.65%,0.07%,0.08,-0.0790%,-0.1011%,$402.3k
27,ApeCoin-APE,$4.68,-1.67%,$207.8m,$66.5m,+1.55%,0.29%,0.32,-0.0011%,-0.0040%,$208.7k
28,Synthetix Network Token-SNX,$3.05,+1.21%,$183.6m,$38.9m,-1.69%,0.17%,0.21,-0.0117%,+0.0078%,$226.6k
29,Aave-AAVE,$87.61,+1.36%,$178.0m,$47.7m,+7.30%,0.21%,0.27,-0.0064%,+0.0039%,$255.4k
30,The Sandbox-SAND,$0.9241,-1.34%,$174.0m,$74.3m,-3.43%,0.32%,0.43,+0.0026%,-0.0080%,$203.3k
31,Uniswap-UNI,$6.35,+1.17%,$142.7m,$47.7m,+0.49%,0.21%,0.33,-0.0015%,+0.0037%,$308.1k
32,Axie Infinity-AXS,$14.03,-0.71%,$137.7m,$81.5m,+0.03%,0.36%,0.59,-0.0129%,-0.0140%,$427.7k
33,Fantom-FTM,$0.2679,-1.48%,$130.8m,$47.8m,-3.06%,0.21%,0.37,+0.0020%,+0.0004%,$147.5k
34,Celsius-CEL,$1.43,+3.16%,$125.5m,$26.5m,-1.86%,0.12%,0.21,-0.1050%,-0.0639%,$1.2m
35,Unifi Protocol DAO-UNFI,$7.47,-0.31%,$116.7m,$20.7m,+4.22%,0.09%,0.18,+0.0063%,-0.0035%,$127.9k
36,FOOTBALL-FOOTBALL,"$1,194.73",+3.14%,$113.9m,$8.5m,+30.71%,0.04%,0.08,+0.1960%,+0.2553%,$210.0k
37,Compound-COMP,$45.95,-3.93%,$110.4m,$22.5m,+0.50%,0.10%,0.20,-0.0111%,-0.0166%,$35.4k
38,Terra-LUNA,$1.85,-6.32%,$101.7m,$7.2m,-10.86%,0.03%,0.07,+0.0165%,+0.0112%,$356.0k
39,Balancer-BAL,$7.65,-1.75%,$99.2m,$22.6m,-18.87%,0.10%,0.23,+0.0182%,-0.0158%,$128.6k
40,Tron-TRX,$0.0625,-0.97%,$91.6m,$137.1m,-4.76%,0.60%,1.50,-0.0109%,-0.0195%,$51.8k
41,dYdX-DYDX,$1.53,+0.52%,$90.9m,$37.1m,+5.58%,0.16%,0.41,+0.0007%,-0.0054%,$34.4k
42,Gala-GALA,$0.0496,-1.47%,$88.8m,$34.4m,+1.00%,0.15%,0.39,+0.0053%,+0.0000%,$85.2k
43,Decentraland-MANA,$0.7716,-0.62%,$88.2m,$38.5m,-2.18%,0.17%,0.44,+0.0069%,-0.0083%,$114.8k
44,Ethereum Name Service-ENS,$13.84,+2.76%,$87.5m,$26.1m,+12.32%,0.11%,0.30,-0.0069%,+0.0030%,$87.4k
45,SushiSwap-SUSHI,$1.10,+4.26%,$84.3m,$29.1m,+7.49%,0.13%,0.35,+0.0099%,+0.0017%,$93.9k
46,Waves-WAVES,$4.47,-1.20%,$82.6m,$52.0m,-1.25%,0.23%,0.63,+0.0081%,+0.0010%,$98.8k
47,Helium-HNT,$4.49,-7.27%,$80.4m,$15.0m,+1.15%,0.07%,0.19,-0.0211%,-0.0356%,$206.3k
48,Lido DAO Token-LDO,$2.15,+1.04%,$79.0m,$19.3m,-0.59%,0.08%,0.24,-0.0096%,-0.0099%,$266.3k
49,Monero-XMR,$152.12,-1.13%,$75.4m,$42.0m,-4.47%,0.18%,0.56,+0.0135%,-0.0463%,$69.9k
50,Algorand-ALGO,$0.2995,+2.43%,$74.6m,$29.0m,+4.69%,0.13%,0.39,+0.0070%,+0.0058%,$67.3k
51,ConstitutionDAO-PEOPLE,$0.0201,-1.97%,$72.9m,$25.7m,-5.94%,0.11%,0.35,+0.0055%,-0.0018%,$137.5k
52,Kyber Network Crystal-KNC,$1.79,+0.98%,$72.2m,$21.7m,-0.56%,0.09%,0.30,+0.0102%,+0.0093%,$77.1k
53,THETA-THETA,$1.13,-2.56%,$71.9m,$22.2m,-0.05%,0.10%,0.31,-0.0059%,-0.0161%,$146.2k
54,Flow (Dapper labs)-FLOW,$1.95,-4.87%,$70.4m,$27.4m,-6.30%,0.12%,0.39,-0.0022%,+0.0055%,$65.5k
55,ZCash-ZEC,$59.81,+1.18%,$67.3m,$20.9m,-6.44%,0.09%,0.31,+0.0004%,+0.0072%,$175.0k
56,1000XEC-1000XEC,$0.0455,-1.09%,$62.4m,$9.9m,-11.97%,0.04%,0.16,-0.0186%,+0.0054%,$89.4k
57,SHIBA INU-SHIB,$0.0000,-1.30%,$60.5m,$19.8m,-0.68%,0.09%,0.33,+0.0025%,-0.0024%,$94.8k
58,THORChain-RUNE,$1.90,-1.47%,$59.6m,$20.7m,-7.81%,0.09%,0.35,+0.0083%,+0.0080%,$85.3k
59,CertiK-CTK,$0.9938,+1.79%,$56.0m,$10.3m,-8.53%,0.04%,0.18,+0.0002%,+0.0100%,$111.2k
60,Oasis Network-ROSE,$0.0643,+0.93%,$54.7m,$12.1m,+1.34%,0.05%,0.22,+0.0059%,+0.0062%,$65.3k
61,BitDAO-BIT,$0.6559,+4.74%,$46.5m,$27.1m,-3.44%,0.12%,0.58,-0.0457%,-0.0466%,$276.3k
62,Bluzelle-BLZ,$0.0956,-2.45%,$44.0m,$7.5m,-2.73%,0.03%,0.17,+0.0100%,+0.0038%,$213.1k
63,Tezos-XTZ,$1.48,-3.55%,$41.7m,$26.0m,+1.79%,0.11%,0.62,-0.0119%,-0.0299%,$58.3k
64,Kava-KAVA,$1.71,-0.97%,$41.6m,$11.4m,-10.14%,0.05%,0.27,+0.0016%,-0.0004%,$118.9k
65,Stellar Lumens-XLM,$0.1037,-1.03%,$40.8m,$35.3m,-2.54%,0.15%,0.87,+0.0112%,-0.0066%,$91.5k
66,Flamingo-FLM,$0.1158,+0.04%,$39.5m,$18.8m,+1.21%,0.08%,0.48,-0.1099%,-0.1501%,$35.7k
67,Reserve Rights-RSR,$0.0061,-3.79%,$39.3m,$15.2m,-4.38%,0.07%,0.39,+0.0124%,+0.0013%,$37.6k
68,DFI.Money-YFII,$989.42,-0.16%,$38.0m,$18.6m,-6.37%,0.08%,0.49,-0.2110%,-0.2860%,$157.0k
69,Zilliqa-ZIL,$0.0356,-1.29%,$36.8m,$22.7m,-0.86%,0.10%,0.62,+0.0079%,+0.0023%,$42.1k
70,Coin98-C98,$0.4350,+1.90%,$35.5m,$14.5m,-3.22%,0.06%,0.41,+0.0065%,+0.0072%,$64.0k
71,LUNA2-LUNA2,n/a,n/a,$35.5m,$3.6m,-20.78%,0.02%,0.10,+0.0100%,+0.0100%,$158.8k
72,The Graph-GRT,$0.1026,-1.76%,$34.4m,$21.6m,-2.93%,0.09%,0.63,+0.0008%,-0.0014%,$59.6k
73,Elrond-EGLD,$51.90,-1.51%,$33.8m,$15.8m,-3.59%,0.07%,0.47,+0.0082%,-0.0018%,$38.8k
74,NEM-XEM,$0.0437,-0.09%,$33.8m,$8.7m,-1.79%,0.04%,0.26,-0.0211%,+0.0106%,$16.7k
75,FTX Token-FTT,$26.27,-2.15%,$33.7m,$67.8m,+0.44%,0.30%,2.01,-0.0094%,-0.0288%,$7.8k
76,Dash-DASH,$45.56,+2.16%,$31.9m,$14.2m,-2.08%,0.06%,0.44,+0.0019%,-0.0026%,$63.9k
77,SafePal-SFP,$0.3707,-7.20%,$31.7m,$6.8m,+2.55%,0.03%,0.21,-0.0459%,-0.0609%,$155.3k
78,VeChain-VET,$0.0240,-0.80%,$31.4m,$15.9m,-0.97%,0.07%,0.51,+0.0072%,+0.0038%,$13.0k
79,Serum-SRM,$0.7782,-2.55%,$30.9m,$24.3m,-2.15%,0.11%,0.79,-0.0053%,-0.0267%,$21.1k
80,Harmony-ONE,$0.0203,-2.27%,$30.6m,$13.9m,-2.41%,0.06%,0.45,+0.0053%,+0.0014%,$20.8k
81,Chromia-CHR,$0.1755,-2.99%,$30.2m,$9.1m,-8.13%,0.04%,0.30,-0.0037%,-0.0127%,$62.1k
82,Enjin Coin-ENJ,$0.5074,-1.47%,$29.9m,$14.0m,+0.88%,0.06%,0.47,+0.0108%,+0.0002%,$54.1k
83,NEO-NEO,$9.00,-1.50%,$29.9m,$13.8m,-1.81%,0.06%,0.46,-0.0024%,-0.0262%,$22.4k
84,iExec RLC-RLC,$1.11,-1.87%,$29.8m,$6.8m,+0.95%,0.03%,0.23,-0.0875%,-0.0953%,$51.3k
85,Terra Classic-LUNC,$0.0002,-10.36%,$29.8m,$1.3m,-8.39%,0.01%,0.04,+0.0100%,+0.0100%,$210.9k
86,MyNeighborAlice-ALICE,$2.02,-1.15%,$29.0m,$10.1m,-0.35%,0.04%,0.35,+0.0076%,+0.0075%,$30.6k
87,Ankr-ANKR,$0.0345,-2.53%,$28.0m,$14.4m,-1.86%,0.06%,0.52,-0.0076%,-0.0312%,$39.0k
88,Loopring-LRC,$0.3532,+0.26%,$26.5m,$13.1m,-3.92%,0.06%,0.50,+0.0044%,+0.0049%,$8.4k
89,Kusama-KSM,$47.49,+0.01%,$25.9m,$15.4m,-0.92%,0.07%,0.60,-0.0068%,-0.0061%,$19.3k
90,Immutable X-IMX,$0.8203,-0.77%,$24.8m,$8.7m,-5.49%,0.04%,0.35,+0.0020%,-0.0018%,$8.7k
91,Arweave-AR,$9.94,-1.23%,$23.8m,$12.8m,-5.27%,0.06%,0.54,+0.0065%,+0.0016%,$17.3k
92,Maker-MKR,$747.55,-1.26%,$22.1m,$15.9m,-7.13%,0.07%,0.72,+0.0003%,-0.0020%,$7.7k
93,Litentry-LIT,$0.6950,-4.14%,$21.9m,$4.9m,-3.97%,0.02%,0.22,+0.0100%,+0.0021%,$24.4k
94,Jasmy-JASMY,$0.0087,+0.24%,$21.5m,$10.9m,-5.12%,0.05%,0.50,+0.0046%,-0.0014%,$17.3k
95,Hedera-HBAR,$0.0617,-2.30%,$20.7m,$8.5m,+5.42%,0.04%,0.41,+0.0064%,-0.0017%,$45.9k
96,BakeryToken-BAKE,$0.2458,-2.79%,$20.7m,$3.9m,+6.72%,0.02%,0.19,+0.0029%,-0.0058%,$34.5k
97,Swipe-SXP,$0.3739,-1.59%,$20.4m,$8.3m,+3.11%,0.04%,0.41,+0.0075%,+0.0021%,$29.4k
98,BinaryX-BNX,$133.82,-0.07%,$20.1m,$26.2m,-0.49%,0.11%,1.30,+0.0100%,+0.0100%,$40.8k
99,Ontology-ONT,$0.2381,-2.92%,$18.7m,$8.4m,-8.80%,0.04%,0.45,-0.0103%,-0.0068%,$21.6k
100,Project Galaxy-GAL,$2.48,-1.57%,$18.4m,$11.4m,+1.97%,0.05%,0.62,-0.0028%,-0.0007%,$22.9k
101,OmiseGO-OMG,$1.78,-0.86%,$18.3m,$11.8m,-0.98%,0.05%,0.64,+0.0122%,+0.0007%,$13.8k
102,Ren-REN,$0.1202,-2.91%,$18.2m,$7.3m,-6.70%,0.03%,0.40,+0.0063%,+0.0018%,$15.8k
103,Ocean Protocol-OCEAN,$0.1594,-5.08%,$18.2m,$3.8m,-13.94%,0.02%,0.21,+0.0069%,+0.0055%,$49.4k
104,Audius-AUDIO,$0.2801,-0.78%,$18.2m,$7.8m,+4.22%,0.03%,0.43,-0.0211%,-0.0267%,$8.1k
105,Bella Protocol-BEL,$0.6643,-1.15%,$18.1m,$3.8m,-3.38%,0.02%,0.21,-0.0014%,-0.0129%,$23.4k
106,Storj-STORJ,$0.5389,-1.10%,$18.0m,$11.2m,-0.49%,0.05%,0.62,+0.0065%,+0.0037%,$23.0k
107,Celo-CELO,$0.8325,-1.44%,$17.9m,$8.8m,-4.44%,0.04%,0.49,+0.0141%,-0.0003%,$7.7k
108,Mask Network-MASK,$1.30,-1.19%,$17.4m,$6.2m,-10.11%,0.03%,0.35,+0.0048%,+0.0147%,$48.7k
109,Qtum-QTUM,$3.13,-1.56%,$17.2m,$14.8m,-4.73%,0.06%,0.86,-0.0025%,+0.0012%,$4.7k
110,Iota-IOTA,$0.2791,-1.14%,$16.5m,$10.4m,-2.17%,0.05%,0.63,+0.0027%,+0.0006%,$15.5k
111,Bitcoin SV-BSV,$53.34,+1.59%,$16.1m,$32.7m,+0.66%,0.14%,2.03,+0.0077%,+0.0187%,$5.3k
112,Band Protocol-BAND,$1.29,+0.60%,$15.6m,$5.2m,+3.24%,0.02%,0.34,+0.0022%,+0.0071%,$30.2k
113,Ravencoin-RVN,$0.0282,-1.70%,$15.4m,$5.4m,-0.49%,0.02%,0.35,+0.0094%,-0.0094%,$13.4k
114,Internet Computer-ICP,$6.26,-0.82%,$15.3m,$12.9m,-1.16%,0.06%,0.84,+0.0066%,+0.0032%,$10.5k
115,Basic Attention Token-BAT,$0.3346,-1.36%,$15.2m,$10.6m,-4.16%,0.05%,0.70,+0.0118%,-0.0103%,$13.4k
116,Origin Protocol-OGN,$0.1673,-1.36%,$14.9m,$7.1m,-2.28%,0.03%,0.47,+0.0100%,+0.0100%,$1.1k
117,LooksRare-LOOKS,$0.2768,-4.89%,$14.8m,$14.3m,-10.31%,0.06%,0.96,-0.0063%,-0.0001%,$52.7k
118,Horizen-ZEN,$15.45,-2.31%,$14.7m,$6.6m,+1.78%,0.03%,0.45,-0.0005%,+0.0064%,$16.5k
119,Gitcoin-GTC,$2.16,-4.01%,$14.5m,$4.0m,-3.65%,0.02%,0.28,+0.0100%,+0.0084%,$22.0k
120,Coti-COTI,$0.0919,-0.56%,$14.5m,$3.9m,-2.04%,0.02%,0.27,-0.0056%,-0.0031%,$37.8k
121,Raydium-RAY,$0.6383,-1.71%,$14.1m,$7.7m,-1.07%,0.03%,0.55,-0.0183%,-0.0163%,$10.4k
122,Linear-LINA,$0.0081,+0.68%,$13.9m,$4.7m,-4.14%,0.02%,0.34,+0.0082%,+0.0070%,$36.8k
