,Coin,Price,Change 24H,Vol. 24H,Open Interest,OI Change 24H,OI Share,OI / VOL24H,Funding (avg),Pred. Funding (avg),Liqs. 24H
0,Ethereum-ETH,"$1,573.40",+0.18%,$30.0b,$7.0b,+2.28%,29.96%,0.23,-0.0160%,-0.0208%,$68.4m
1,Bitcoin-BTC,"$19,079.95",+0.50%,$24.4b,$9.9b,-0.61%,42.14%,0.40,-0.0046%,-0.0074%,$43.6m
2,Ethereum Classic-ETC,$36.16,-1.61%,$5.6b,$500.2m,-13.38%,2.14%,0.09,-0.0420%,-0.0532%,$22.2m
3,EOS-EOS,$1.63,+14.91%,$1.5b,$238.2m,+40.65%,1.02%,0.16,-0.0176%,-0.0197%,$4.0m
4,Solana-SOL,$32.14,+4.04%,$1.2b,$382.6m,+4.74%,1.63%,0.32,-0.0037%,-0.0034%,$2.2m
5,Cardano-ADA,$0.4716,+0.71%,$815.2m,$283.9m,+0.69%,1.21%,0.35,-0.0024%,-0.0074%,$983.5k
6,Helium-HNT,$4.75,+39.99%,$773.6m,$35.7m,+89.08%,0.15%,0.05,-0.1563%,-0.1256%,$1.6m
7,Binance Coin-BNB,$269.70,+1.53%,$654.9m,$279.1m,+5.43%,1.19%,0.43,-0.0079%,-0.0066%,$658.8k
8,Polygon-MATIC,$0.8305,-0.25%,$647.9m,$193.4m,-2.36%,0.83%,0.30,-0.0087%,-0.0156%,$1.3m
9,Ripple-XRP,$0.3314,+2.62%,$647.0m,$327.3m,+2.11%,1.40%,0.51,-0.0081%,-0.0051%,$1.5m
10,Stargate Finance-STG,$0.7047,+16.66%,$541.7m,$28.4m,+94.10%,0.12%,0.05,+0.0026%,+0.0027%,$550.1k
11,Litecoin-LTC,$55.87,+1.28%,$514.7m,$191.3m,-1.02%,0.82%,0.37,-0.0030%,+0.0004%,$1.5m
12,Cosmos-ATOM,$12.15,+1.40%,$509.2m,$112.0m,-2.07%,0.48%,0.22,-0.0112%,-0.0247%,$508.2k
13,Avalanche-AVAX,$18.75,+1.27%,$500.7m,$132.7m,+2.77%,0.57%,0.26,+0.0035%,-0.0042%,$914.0k
14,NEAR Protocol-NEAR,$4.30,+5.60%,$430.7m,$92.7m,+2.71%,0.40%,0.22,-0.0047%,-0.0080%,$939.2k
15,Chiliz-CHZ,$0.1890,+0.06%,$426.7m,$75.1m,-7.91%,0.32%,0.18,+0.0026%,+0.0039%,$499.5k
16,Polkadot-DOT,$7.18,+3.13%,$424.7m,$265.3m,+2.26%,1.13%,0.62,-0.0085%,-0.0057%,$812.2k
17,Dogecoin-DOGE,$0.0606,+2.02%,$395.3m,$119.3m,-3.02%,0.51%,0.30,+0.0022%,+0.0014%,$1.4m
18,Optimism-OP,$1.14,+1.76%,$394.7m,$61.1m,+4.77%,0.26%,0.15,+0.0010%,-0.0032%,$688.4k
19,Filecoin-FIL,$5.81,+2.57%,$316.9m,$103.3m,+2.97%,0.44%,0.33,-0.0019%,+0.0037%,$956.2k
20,Chainlink-LINK,$6.93,+2.54%,$312.2m,$104.9m,+3.11%,0.45%,0.34,+0.0006%,-0.0099%,$707.1k
21,Ravencoin-RVN,$0.0368,-4.27%,$264.2m,$20.1m,-34.56%,0.09%,0.08,-0.0023%,+0.0156%,$696.3k
22,STEPN-GMT,$0.6432,+0.25%,$254.3m,$105.8m,+2.70%,0.45%,0.42,-0.0093%,-0.0104%,$510.7k
23,1000SHIB-1000SHIB,$0.0123,+2.92%,$250.2m,$41.8m,+2.91%,0.18%,0.17,+0.0100%,+0.0072%,$284.7k
24,Curve DAO Token-CRV,$1.09,+4.29%,$242.4m,$56.8m,+2.64%,0.24%,0.23,-0.0004%,-0.0227%,$585.0k
25,Bitcoin Cash-BCH,$115.33,+0.57%,$227.6m,$168.7m,+1.42%,0.72%,0.74,-0.0125%,-0.0124%,$479.7k
26,Tellor-TRB,$16.63,+4.59%,$203.1m,$43.1m,-1.31%,0.18%,0.21,-0.0776%,-0.0045%,$303.5k
27,The Sandbox-SAND,$0.8899,-0.88%,$190.4m,$73.4m,-0.11%,0.31%,0.39,-0.0056%,-0.0127%,$608.8k
28,ApeCoin-APE,$4.36,-1.15%,$180.5m,$64.4m,+2.39%,0.28%,0.36,-0.0105%,-0.0120%,$594.2k
29,Fantom-FTM,$0.2533,+1.72%,$153.2m,$49.3m,+4.04%,0.21%,0.32,-0.0034%,-0.0054%,$355.9k
30,Ethereum Name Service-ENS,$13.86,-2.74%,$138.8m,$27.1m,-11.66%,0.12%,0.20,+0.0043%,+0.0024%,$265.7k
31,Axie Infinity-AXS,$13.36,-0.78%,$137.4m,$79.2m,+0.87%,0.34%,0.58,-0.0351%,-0.0284%,$442.4k
32,Unifi Protocol DAO-UNFI,$7.16,+2.42%,$124.2m,$18.4m,+12.59%,0.08%,0.15,+0.0100%,+0.0080%,$140.0k
33,Project Galaxy-GAL,$2.49,-3.66%,$118.5m,$14.9m,-10.28%,0.06%,0.13,-0.0098%,-0.0177%,$306.2k
34,Aave-AAVE,$85.68,+0.67%,$114.4m,$45.0m,-1.16%,0.19%,0.39,-0.0214%,-0.0096%,$97.9k
35,Kyber Network Crystal-KNC,$1.71,+1.71%,$111.4m,$19.7m,+1.14%,0.08%,0.18,+0.0002%,-0.0038%,$200.6k
36,Tron-TRX,$0.0611,-0.15%,$101.5m,$142.2m,+2.34%,0.61%,1.40,-0.0152%,-0.0136%,$139.1k
37,Uniswap-UNI,$6.00,+0.45%,$97.5m,$45.2m,+2.20%,0.19%,0.46,-0.0078%,-0.0094%,$203.1k
38,Decentraland-MANA,$0.7561,+1.49%,$93.1m,$38.4m,+0.81%,0.16%,0.41,-0.0068%,-0.0077%,$276.9k
39,dYdX-DYDX,$1.44,-1.78%,$92.0m,$36.7m,+8.23%,0.16%,0.40,-0.0042%,+0.0018%,$212.4k
40,Waves-WAVES,$4.38,+1.52%,$83.2m,$48.7m,+3.40%,0.21%,0.59,+0.0060%,+0.0077%,$239.8k
41,Monero-XMR,$149.39,+1.38%,$82.7m,$40.8m,-1.56%,0.17%,0.49,-0.0019%,+0.0075%,$108.2k
42,yearn.finance-YFI,"$9,400.10",+6.56%,$82.0m,$38.1m,+12.44%,0.16%,0.46,-0.0228%,-0.0307%,$251.1k
43,Algorand-ALGO,$0.2968,+3.80%,$79.1m,$29.4m,+6.44%,0.13%,0.37,-0.0005%,-0.0058%,$63.4k
44,Gala-GALA,$0.0484,+1.72%,$79.1m,$33.8m,+2.12%,0.14%,0.43,+0.0002%,+0.0040%,$126.2k
45,SushiSwap-SUSHI,$1.17,+2.85%,$78.0m,$29.0m,-1.32%,0.12%,0.37,-0.0155%,-0.0083%,$165.5k
46,Terra-LUNA,$1.93,+4.27%,$77.5m,$6.8m,+10.99%,0.03%,0.09,-0.0088%,-0.0041%,$147.2k
47,Terra Classic-LUNC,$0.0005,+24.77%,$71.9m,$7.3m,+356.86%,0.03%,0.10,+0.0000%,+0.0018%,$374.1k
48,CertiK-CTK,$1.05,+11.32%,$71.2m,$12.0m,+44.76%,0.05%,0.17,-0.0405%,-0.0446%,$164.4k
49,Synthetix Network Token-SNX,$2.95,+5.96%,$70.3m,$33.3m,+0.78%,0.14%,0.47,-0.0296%,-0.0164%,$95.8k
50,THETA-THETA,$1.10,+0.43%,$66.2m,$22.4m,+4.05%,0.10%,0.34,-0.0154%,-0.0126%,$184.5k
51,Ocean Protocol-OCEAN,$0.1805,+11.34%,$65.0m,$7.4m,+104.16%,0.03%,0.11,+0.0011%,+0.0014%,$210.7k
52,ConstitutionDAO-PEOPLE,$0.0208,+7.49%,$62.6m,$24.2m,+3.36%,0.10%,0.39,+0.0074%,-0.0039%,$197.5k
53,Stellar Lumens-XLM,$0.1020,+1.07%,$57.0m,$37.2m,+3.85%,0.16%,0.65,-0.0152%,-0.0095%,$107.4k
54,ZCash-ZEC,$58.50,-2.14%,$56.4m,$21.0m,+10.17%,0.09%,0.37,+0.0072%,-0.0090%,$153.6k
55,BinaryX-BNX,$138.05,+0.92%,$54.9m,$30.1m,+1.90%,0.13%,0.55,+0.0100%,+0.0100%,$89.5k
56,THORChain-RUNE,$1.82,+1.75%,$53.1m,$20.8m,+1.61%,0.09%,0.39,+0.0035%,+0.0003%,$123.2k
57,API3-API3,$1.79,+10.77%,$51.2m,$6.2m,+23.61%,0.03%,0.12,-0.0409%,-0.0276%,$112.4k
58,SHIBA INU-SHIB,$0.0000,+2.85%,$49.8m,$19.2m,+2.18%,0.08%,0.39,+0.0044%,+0.0084%,$222.3k
59,FOOTBALL-FOOTBALL,"$1,113.83",+7.07%,$48.4m,$5.8m,+15.93%,0.02%,0.12,+0.0340%,+0.2264%,$58.5k
60,1inch-1INCH,$0.6221,-0.01%,$48.4m,$20.2m,+0.20%,0.09%,0.42,-0.0090%,-0.0164%,$100.4k
61,Celsius-CEL,$1.31,-4.03%,$46.9m,$23.2m,+0.27%,0.10%,0.50,-0.0405%,-0.0121%,$281.1k
62,iExec RLC-RLC,$1.19,+12.84%,$46.5m,$7.9m,+37.94%,0.03%,0.17,-0.0993%,-0.0823%,$187.3k
63,Lido DAO Token-LDO,$2.04,+8.80%,$45.3m,$19.5m,+10.25%,0.08%,0.43,+0.0041%,+0.0037%,$192.5k
64,Maker-MKR,$724.17,+2.62%,$44.5m,$15.6m,+4.72%,0.07%,0.35,-0.0201%,-0.0184%,$62.6k
65,The Graph-GRT,$0.1020,+1.73%,$44.3m,$21.6m,+5.71%,0.09%,0.49,-0.0098%,-0.0048%,$77.0k
